attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
3,11,bassbr01,45,1,186,77,Brandon Bass,577,29,[<Position.POWER_FORWARD: 'POWER FORWARD'>],107,0,31,14,Team.LOS_ANGELES_CLIPPERS,292,88,52,21,43,86
405,29,batumni01,109,135,975,243,Nicolas Batum,2617,194,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],393,77,28,86,Team.CHARLOTTE_HORNETS,1164,284,77,456,46,435
5,0,bayleje01,4,2,32,9,Jerryd Bayless,71,9,[<Position.POINT_GUARD: 'POINT GUARD'>],11,1,28,0,Team.PHILADELPHIA_76ERS,33,10,3,13,3,9
0,39,baynear01,166,0,279,79,Aron Baynes,1163,50,[<Position.CENTER: 'CENTER'>],143,2,30,17,Team.DETROIT_PISTONS,365,94,75,32,111,222
266,52,bazemke01,165,92,721,119,Kent Bazemore,1963,125,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],295,64,27,91,Team.ATLANTA_HAWKS,801,168,73,177,45,186
552,21,bealbr01,169,223,1322,282,Bradley Beal,2684,156,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],637,77,23,83,Team.WASHINGTON_WIZARDS,1779,342,77,267,53,187
28,0,beaslma01,10,9,73,8,Malik Beasley,165,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,1,20,7,Team.DENVER_NUGGETS,83,10,22,11,5,12
43,27,beaslmi01,92,18,406,78,Michael Beasley,935,66,[<Position.POWER_FORWARD: 'POWER FORWARD'>],216,6,28,27,Team.MILWAUKEE_BUCKS,528,105,56,53,40,153
283,9,belinma01,90,102,615,150,Marco Belinelli,1778,70,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],264,0,30,44,Team.CHARLOTTE_HORNETS,780,168,74,147,14,164
18,5,bembrde01,21,1,98,6,DeAndre' Bembry,371,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],47,1,22,8,Team.ATLANTA_HAWKS,101,16,38,28,14,45
101,22,bendedr01,74,28,161,4,Dragan Bender,574,32,[<Position.POWER_FORWARD: 'POWER FORWARD'>],57,0,19,10,Team.PHOENIX_SUNS,146,11,43,23,23,80
48,3,bennean01,18,13,92,26,Anthony Bennett,264,12,[<Position.POWER_FORWARD: 'POWER FORWARD'>],38,1,23,5,Team.BROOKLYN_NETS,115,36,23,12,25,53
1,0,bentibe01,1,0,3,0,Ben Bentil,10,1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],0,0,21,0,Team.DALLAS_MAVERICKS,0,0,3,0,0,2
173,28,bertada01,75,69,234,28,Dāvis Bertāns,808,32,[<Position.POWER_FORWARD: 'POWER FORWARD'>],103,6,24,20,Team.SAN_ANTONIO_SPURS,303,34,67,46,22,76
288,25,beverpa01,222,110,543,73,Patrick Beverley,2058,100,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],228,67,28,99,Team.HOUSTON_ROCKETS,639,95,67,281,95,298
0,91,biyombi01,202,0,339,125,Bismack Biyombo,1793,95,[<Position.CENTER: 'CENTER'>],179,27,24,25,Team.ORLANDO_MAGIC,483,234,81,74,157,410
177,20,bjeline01,154,56,356,45,Nemanja Bjelica,1190,59,[<Position.POWER_FORWARD: 'POWER FORWARD'>],151,1,28,40,Team.MINNESOTA_TIMBERWOLVES,403,61,65,79,57,187
2,44,blackta01,173,1,294,82,Tarik Black,1091,58,[<Position.CENTER: 'CENTER'>],150,16,25,29,Team.LOS_ANGELES_LAKERS,383,109,67,39,144,199
310,31,bledser01,164,104,1034,388,Eric Bledsoe,2176,224,[<Position.POINT_GUARD: 'POINT GUARD'>],449,66,27,91,Team.PHOENIX_SUNS,1390,458,66,418,52,268
277,3,bogdabo02,99,99,611,146,Bojan Bogdanović,1482,93,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],269,54,27,24,Team.BROOKLYN_NETS,783,167,55,90,23,174
115,4,bogdabo02,47,45,234,71,Bojan Bogdanović,601,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],107,0,27,10,Team.WASHINGTON_WIZARDS,330,76,26,21,14,66
1,25,bogutan01,84,0,81,3,Andrew Bogut,582,43,[<Position.CENTER: 'CENTER'>],38,21,32,13,Team.DALLAS_MAVERICKS,79,11,26,49,56,162
0,0,bogutan01,2,0,0,0,Andrew Bogut,1,0,[<Position.CENTER: 'CENTER'>],0,0,32,0,Team.CLEVELAND_CAVALIERS,0,0,1,0,0,0
4,2,bolomjo01,1,1,16,3,Joel Bolomboy,53,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],9,0,23,1,Team.UTAH_JAZZ,22,6,12,2,4,13
405,21,bookede01,242,147,1431,367,Devin Booker,2730,241,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],606,78,20,72,Team.PHOENIX_SUNS,1726,441,78,268,46,203
78,28,booketr01,152,25,591,74,Trevor Booker,1754,127,[<Position.POWER_FORWARD: 'POWER FORWARD'>],305,43,29,75,Team.BROOKLYN_NETS,709,110,71,138,143,428
277,11,bradlav01,141,108,775,68,Avery Bradley,1835,88,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],359,55,26,68,Team.BOSTON_CELTICS,894,93,55,122,65,269
94,12,breweco01,104,22,227,32,Corey Brewer,923,36,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],94,8,30,37,Team.HOUSTON_ROCKETS,242,44,58,61,21,93
24,8,breweco01,29,5,121,18,Corey Brewer,358,19,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],53,3,30,24,Team.LOS_ANGELES_LAKERS,129,24,24,36,11,41
193,12,brogdma01,140,78,635,109,Malcolm Brogdon,1982,113,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],290,28,24,84,Team.MILWAUKEE_BUCKS,767,126,75,317,47,166
128,9,brookaa01,93,48,300,32,Aaron Brooks,894,66,[<Position.POINT_GUARD: 'POINT GUARD'>],121,0,32,25,Team.INDIANA_PACERS,322,40,65,125,18,51
24,1,brownan02,13,6,41,0,Anthony Brown,143,5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],14,0,24,5,Team.NEW_ORLEANS_PELICANS,34,0,9,6,6,20
3,0,brownan02,2,1,9,0,Anthony Brown,16,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],4,0,24,0,Team.ORLANDO_MAGIC,9,0,2,2,2,5
35,0,brownbo02,5,14,60,2,Bobby Brown,123,5,[<Position.POINT_GUARD: 'POINT GUARD'>],23,0,32,1,Team.HOUSTON_ROCKETS,62,2,25,14,0,6
135,18,brownja02,142,46,423,85,Jaylen Brown,1341,68,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],192,20,20,35,Team.BOSTON_CELTICS,515,124,78,64,45,175
95,8,brussni01,43,29,141,17,Nicolás Brussino,521,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],52,2,23,17,Team.DALLAS_MAVERICKS,150,22,54,47,26,69
73,3,bullore01,22,28,128,5,Reggie Bullock,467,10,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],54,5,25,18,Team.DETROIT_PISTONS,141,7,31,29,13,51
70,5,burketr01,54,31,255,22,Trey Burke,703,48,[<Position.POINT_GUARD: 'POINT GUARD'>],116,0,24,11,Team.WASHINGTON_WIZARDS,285,29,57,100,7,40
76,5,burksal01,50,25,248,60,Alec Burks,653,35,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],99,0,25,18,Team.UTAH_JAZZ,283,78,42,30,17,103
248,32,butleji01,112,91,1252,585,Jimmy Butler,2809,159,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],570,75,27,143,Team.CHICAGO_BULLS,1816,676,76,417,129,341
6,1,cabocbr01,4,2,16,0,Bruno Caboclo,40,2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],6,0,21,2,Team.TORONTO_RAPTORS,14,0,9,4,5,5
34,1,caldejo01,22,12,77,4,José Calderón,292,26,[<Position.POINT_GUARD: 'POINT GUARD'>],32,11,35,7,Team.LOS_ANGELES_LAKERS,80,4,24,51,8,34
30,0,caldejo01,14,8,57,7,José Calderón,247,15,[<Position.POINT_GUARD: 'POINT GUARD'>],23,2,35,4,Team.ATLANTA_HAWKS,61,8,17,37,7,25
437,12,caldwke01,118,153,928,154,Kentavious Caldwell-Pope,2529,86,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],370,75,23,89,Team.DETROIT_PISTONS,1047,185,76,193,55,193
94,1,canaais01,35,25,173,30,Isaiah Canaan,592,21,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],63,0,25,22,Team.CHICAGO_BULLS,181,33,39,37,6,44
0,79,capelca01,179,0,563,94,Clint Capela,1551,87,[<Position.CENTER: 'CENTER'>],362,59,22,34,Team.HOUSTON_ROCKETS,818,177,65,63,178,348
320,27,carrode01,143,109,550,89,DeMarre Carroll,1882,54,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],220,72,30,81,Team.TORONTO_RAPTORS,638,117,72,74,63,212
296,36,cartevi01,163,112,490,88,Vince Carter,1799,50,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],193,15,40,60,Team.MEMPHIS_GRIZZLIES,586,115,73,133,36,191
64,23,cartemi01,102,15,306,58,Michael Carter-Williams,846,66,[<Position.POINT_GUARD: 'POINT GUARD'>],112,19,25,38,Team.CHICAGO_BULLS,297,77,45,113,24,129
29,1,casspom01,23,11,117,12,Omri Casspi,397,17,[<Position.POWER_FORWARD: 'POWER FORWARD'>],53,2,28,10,Team.SACRAMENTO_KINGS,129,21,22,26,20,70
4,0,casspom01,3,2,9,0,Omri Casspi,24,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],5,0,28,0,Team.NEW_ORLEANS_PELICANS,12,0,1,0,1,1
10,2,casspom01,24,2,38,5,Omri Casspi,222,10,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,0,28,13,Team.MINNESOTA_TIMBERWOLVES,45,8,13,11,6,14
2,44,caulewi01,147,0,481,101,Willie Cauley-Stein,1421,69,[<Position.CENTER: 'CENTER'>],255,21,23,53,Team.SACRAMENTO_KINGS,611,151,75,80,85,254
0,24,chandty01,126,0,228,91,Tyson Chandler,1298,65,[<Position.CENTER: 'CENTER'>],153,46,34,33,Team.PHOENIX_SUNS,397,124,47,30,153,386
326,30,chandwi01,172,110,939,141,Wilson Chandler,2197,114,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],433,33,29,51,Team.DENVER_NUGGETS,1117,194,71,141,103,357
224,70,chrisma01,263,72,632,113,Marquese Chriss,1743,108,[<Position.POWER_FORWARD: 'POWER FORWARD'>],284,75,19,67,Team.PHOENIX_SUNS,753,181,82,60,96,252
0,6,chrisra01,37,0,43,21,Rakeem Christmas,219,8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,0,25,3,Team.INDIANA_PACERS,59,29,29,4,26,30
63,7,chrisse01,79,12,223,17,Semaj Christon,973,43,[<Position.POINT_GUARD: 'POINT GUARD'>],77,1,24,28,Team.OKLAHOMA_CITY_THUNDER,183,31,64,130,19,68
163,8,clarkia01,77,61,433,44,Ian Clark,1137,55,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],211,0,25,39,Team.GOLDEN_STATE_WARRIORS,527,58,77,90,22,99
356,8,clarkjo01,150,117,1071,134,Jordan Clarkson,2397,164,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],477,19,24,88,Team.LOS_ANGELES_LAKERS,1205,168,82,213,49,197
13,0,coleno01,18,3,52,8,Norris Cole,125,7,[<Position.POINT_GUARD: 'POINT GUARD'>],16,0,28,8,Team.OKLAHOMA_CITY_THUNDER,43,10,13,14,0,11
175,9,collida01,119,73,714,147,Darren Collison,2063,114,[<Position.POINT_GUARD: 'POINT GUARD'>],340,64,29,67,Team.SACRAMENTO_KINGS,900,171,68,312,23,129
1,2,collini01,17,0,23,5,Nick Collison,128,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],14,0,36,2,Team.OKLAHOMA_CITY_THUNDER,33,8,20,12,9,22
419,19,conlemi01,126,171,1009,316,Mike Conley,2292,156,[<Position.POINT_GUARD: 'POINT GUARD'>],464,68,29,92,Team.MEMPHIS_GRIZZLIES,1415,368,69,433,31,210
33,2,connapa01,23,17,72,7,Pat Connaughton,316,17,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],37,1,24,6,Team.PORTLAND_TRAIL_BLAZERS,98,9,39,28,10,42
14,0,cookqu01,6,5,25,0,Quinn Cook,77,8,[<Position.POINT_GUARD: 'POINT GUARD'>],11,0,23,1,Team.DALLAS_MAVERICKS,27,2,5,12,0,3
12,0,cookqu01,7,6,41,2,Quinn Cook,111,5,[<Position.POINT_GUARD: 'POINT GUARD'>],22,0,23,3,Team.NEW_ORLEANS_PELICANS,52,3,9,14,1,3
267,74,couside01,203,95,1118,423,DeMarcus Cousins,1891,207,[<Position.CENTER: 'CENTER'>],505,55,26,75,Team.SACRAMENTO_KINGS,1528,549,55,266,115,468
96,19,couside01,75,36,314,94,DeMarcus Cousins,574,62,[<Position.CENTER: 'CENTER'>],142,17,26,25,Team.NEW_ORLEANS_PELICANS,414,121,17,66,37,174
412,69,covinro01,203,137,732,143,Robert Covington,2119,131,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],292,67,26,127,Team.PHILADELPHIA_76ERS,864,174,67,102,92,344
302,20,crabbal01,171,134,647,105,Allen Crabbe,2254,62,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],303,7,24,54,Team.PORTLAND_TRAIL_BLAZERS,845,124,79,94,19,207
322,14,crawfja01,115,116,870,174,Jamal Crawford,2157,134,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],359,1,36,61,Team.LOS_ANGELES_CLIPPERS,1008,203,82,214,17,112
95,2,crawfjo02,30,37,218,20,Jordan Crawford,442,25,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],105,0,28,11,Team.NEW_ORLEANS_PELICANS,267,26,19,57,4,30
394,23,crowdja01,161,157,720,176,Jae Crowder,2335,80,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],333,72,26,73,Team.BOSTON_CELTICS,999,217,72,155,48,367
181,28,cunnida01,100,71,359,16,Dante Cunningham,1649,28,[<Position.POWER_FORWARD: 'POWER FORWARD'>],174,35,29,39,Team.NEW_ORLEANS_PELICANS,435,27,66,37,56,221
322,7,curryse01,126,137,703,85,Seth Curry,2029,92,[<Position.POINT_GUARD: 'POINT GUARD'>],338,42,26,79,Team.DALLAS_MAVERICKS,898,100,70,189,25,154
789,17,curryst01,183,324,1443,325,Stephen Curry,2638,239,[<Position.POINT_GUARD: 'POINT GUARD'>],675,79,28,142,Team.GOLDEN_STATE_WARRIORS,1999,362,79,524,61,292
355,4,danietr01,90,138,495,43,Troy Daniels,1183,45,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],185,3,25,20,Team.MEMPHIS_GRIZZLIES,551,54,67,46,22,78
134,167,davisan02,168,40,1526,519,Anthony Davis,2708,181,[<Position.CENTER: 'CENTER'>],770,75,23,94,Team.NEW_ORLEANS_PELICANS,2099,647,75,157,172,712
0,17,davisde01,40,0,47,10,Deyonta Davis,238,8,[<Position.CENTER: 'CENTER'>],24,0,20,3,Team.MEMPHIS_GRIZZLIES,58,18,36,2,20,40
0,22,davised01,137,0,142,50,Ed Davis,789,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],75,12,27,15,Team.PORTLAND_TRAIL_BLAZERS,200,81,46,26,96,148
0,61,dedmode01,180,0,259,65,Dewayne Dedmon,1330,61,[<Position.CENTER: 'CENTER'>],161,37,27,37,Team.SAN_ANTONIO_SPURS,387,93,76,44,129,367
187,21,dekkesa01,83,60,429,38,Sam Dekker,1419,41,[<Position.POWER_FORWARD: 'POWER FORWARD'>],203,2,22,38,Team.HOUSTON_ROCKETS,504,68,77,76,94,190
110,1,delanma01,112,26,388,75,Malcolm Delaney,1248,95,[<Position.POINT_GUARD: 'POINT GUARD'>],145,2,27,39,Team.ATLANTA_HAWKS,391,93,73,193,10,113
215,0,dellama01,153,79,534,82,Matthew Dellavedova,1986,133,[<Position.POINT_GUARD: 'POINT GUARD'>],208,54,26,53,Team.MILWAUKEE_BUCKS,577,96,76,357,24,123
165,20,denglu01,61,51,424,46,Luol Deng,1486,43,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],164,49,31,48,Team.LOS_ANGELES_LAKERS,425,63,56,74,63,232
124,13,derozde01,134,33,1545,545,DeMar DeRozan,2620,180,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],721,74,27,78,Team.TORONTO_RAPTORS,2020,647,74,290,70,316
0,7,diallch01,17,0,76,15,Cheick Diallo,199,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],36,0,20,4,Team.NEW_ORLEANS_PELICANS,87,21,17,4,23,50
81,9,diawbo01,83,20,327,26,Boris Diaw,1283,87,[<Position.POWER_FORWARD: 'POWER FORWARD'>],146,33,34,18,Team.UTAH_JAZZ,338,35,73,170,46,112
43,95,dienggo01,254,16,661,136,Gorgui Dieng,2653,107,[<Position.POWER_FORWARD: 'POWER FORWARD'>],332,82,27,88,Team.MINNESOTA_TIMBERWOLVES,816,167,82,158,188,459
101,23,dinwisp01,119,38,302,126,Spencer Dinwiddie,1334,66,[<Position.POINT_GUARD: 'POINT GUARD'>],134,18,23,44,Team.BROOKLYN_NETS,432,159,59,185,27,137
42,5,douglto01,50,7,117,24,Toney Douglas,394,21,[<Position.POINT_GUARD: 'POINT GUARD'>],43,0,30,18,Team.MEMPHIS_GRIZZLIES,117,29,24,56,13,48
289,13,dragigo01,199,117,1124,298,Goran Dragić,2459,212,[<Position.POINT_GUARD: 'POINT GUARD'>],534,73,30,89,Team.MIAMI_HEAT,1483,377,73,423,62,217
7,89,drumman01,237,2,911,137,Andre Drummond,2409,152,[<Position.CENTER: 'CENTER'>],483,81,23,124,Team.DETROIT_PISTONS,1105,355,81,90,345,770
203,16,dudleja01,154,77,346,43,Jared Dudley,1362,73,[<Position.POWER_FORWARD: 'POWER FORWARD'>],157,7,31,42,Team.PHOENIX_SUNS,434,65,64,121,31,194
57,2,dunlemi02,32,20,90,14,Mike Dunleavy,366,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],36,2,36,6,Team.CLEVELAND_CAVALIERS,106,19,23,20,5,42
77,5,dunlemi02,35,33,130,22,Mike Dunleavy,475,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],57,0,36,9,Team.ATLANTA_HAWKS,169,26,30,30,13,55
73,36,dunnkr01,178,21,313,36,Kris Dunn,1333,89,[<Position.POINT_GUARD: 'POINT GUARD'>],118,7,22,78,Team.MINNESOTA_TIMBERWOLVES,293,59,78,188,24,142
312,99,duranke01,117,117,1026,336,Kevin Durant,2070,138,[<Position.POWER_FORWARD: 'POWER FORWARD'>],551,62,28,66,Team.GOLDEN_STATE_WARRIORS,1555,384,62,300,39,474
16,0,eddieja01,1,4,19,8,Jarell Eddie,62,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],6,0,25,1,Team.PHOENIX_SUNS,24,9,5,0,1,6
35,1,ellenhe01,6,10,64,4,Henry Ellenson,146,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,2,20,1,Team.DETROIT_PISTONS,60,8,19,7,8,33
394,4,ellinwa01,70,149,555,37,Wayne Ellington,1500,30,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],231,13,29,35,Team.MIAMI_HEAT,648,43,62,70,18,114
135,27,ellismo01,149,43,557,93,Monta Ellis,1998,135,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],247,33,31,78,Team.INDIANA_PACERS,630,128,74,236,19,185
98,76,embiijo01,112,36,429,191,Joel Embiid,786,117,[<Position.CENTER: 'CENTER'>],200,31,22,27,Team.PHILADELPHIA_76ERS,627,244,31,66,61,182
137,19,ennisja01,165,51,321,86,James Ennis,1501,59,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],146,28,26,46,Team.MEMPHIS_GRIZZLIES,429,110,64,64,69,190
16,0,ennisty01,29,6,64,2,Tyler Ennis,196,24,[<Position.POINT_GUARD: 'POINT GUARD'>],25,0,22,6,Team.HOUSTON_ROCKETS,58,3,31,34,4,15
54,2,ennisty01,29,21,144,19,Tyler Ennis,392,21,[<Position.POINT_GUARD: 'POINT GUARD'>],65,2,22,19,Team.LOS_ANGELES_LAKERS,170,22,22,52,5,21
70,4,evansty01,41,21,227,45,Tyreke Evans,474,39,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],91,0,27,23,Team.NEW_ORLEANS_PELICANS,248,58,26,91,6,80
48,5,evansty01,19,21,143,24,Tyreke Evans,314,22,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],59,6,27,12,Team.SACRAMENTO_KINGS,163,34,14,33,7,44
