attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
52,14,bateske01,29,13,142,18,Keita Bates-Diop,503,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],60,3,23,18,Team.MINNESOTA_TIMBERWOLVES,151,28,30,17,16,67
298,43,batumni01,140,116,562,77,Nicolas Batum,2354,117,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],253,72,30,71,Team.CHARLOTTE_HORNETS,699,89,75,247,71,319
98,2,bayleje01,56,29,230,16,Jerryd Bayless,657,32,[<Position.POINT_GUARD: 'POINT GUARD'>],82,6,30,18,Team.MINNESOTA_TIMBERWOLVES,209,28,34,119,11,51
61,34,baynear01,125,21,223,53,Aron Baynes,821,40,[<Position.CENTER: 'CENTER'>],105,18,32,12,Team.BOSTON_CELTICS,284,62,51,57,88,152
300,42,bazemke01,170,96,691,127,Kent Bazemore,1643,121,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],278,35,29,89,Team.ATLANTA_HAWKS,779,175,67,152,37,224
596,58,bealbr01,226,209,1609,362,Bradley Beal,3028,224,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],764,82,25,121,Team.WASHINGTON_WIZARDS,2099,448,82,448,89,322
405,10,beaslma01,116,163,737,56,Malik Beasley,1879,55,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],349,18,22,55,Team.DENVER_NUGGETS,917,66,81,97,35,165
17,10,beaslmi01,42,3,153,28,Michael Beasley,277,27,[<Position.POWER_FORWARD: 'POWER FORWARD'>],75,2,30,9,Team.LOS_ANGELES_LAKERS,181,39,26,25,13,47
395,8,belinma01,121,147,690,112,Marco Belinelli,1815,72,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],285,1,32,35,Team.SAN_ANTONIO_SPURS,829,124,79,132,16,182
2,51,belljo01,80,0,192,25,Jordan Bell,788,42,[<Position.CENTER: 'CENTER'>],99,3,24,20,Team.GOLDEN_STATE_WARRIORS,223,41,68,76,55,129
173,41,bembrde01,190,50,616,87,DeAndre' Bembry,1931,142,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],275,15,24,105,Team.ATLANTA_HAWKS,687,136,82,202,54,304
101,22,bendedr01,90,22,197,32,Dragan Bender,826,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],88,27,21,18,Team.PHOENIX_SUNS,230,54,46,56,34,149
34,0,bertada02,7,10,47,0,Dairis Bertāns,167,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],12,0,29,1,Team.NEW_ORLEANS_PELICANS,34,0,12,10,2,7
338,33,bertada01,133,145,453,53,Dāvis Bertāns,1632,43,[<Position.POWER_FORWARD: 'POWER FORWARD'>],204,12,26,35,Team.SAN_ANTONIO_SPURS,606,60,76,100,23,241
282,43,beverpa01,265,112,477,96,Patrick Beverley,2137,85,[<Position.POINT_GUARD: 'POINT GUARD'>],194,49,30,67,Team.LOS_ANGELES_CLIPPERS,596,123,78,300,76,312
1,29,birchkh01,72,0,151,58,Khem Birch,643,20,[<Position.CENTER: 'CENTER'>],91,1,26,18,Team.ORLANDO_MAGIC,240,83,50,38,79,111
0,41,biyombi01,103,0,156,58,Bismack Biyombo,783,34,[<Position.CENTER: 'CENTER'>],89,32,26,11,Team.CHARLOTTE_HORNETS,236,91,54,33,81,166
257,56,bjeline01,197,103,593,70,Nemanja Bjelica,1788,82,[<Position.POWER_FORWARD: 'POWER FORWARD'>],284,70,30,54,Team.SACRAMENTO_KINGS,741,92,77,147,125,319
91,9,blakean01,41,36,396,50,Antonio Blakeney,829,35,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],166,3,22,12,Team.CHICAGO_BULLS,418,76,57,42,7,99
377,29,bledser01,156,124,971,177,Eric Bledsoe,2272,165,[<Position.POINT_GUARD: 'POINT GUARD'>],470,78,29,116,Team.MILWAUKEE_BUCKS,1241,236,78,430,82,280
39,8,blossja01,20,10,106,10,Jaron Blossomgame,439,11,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],47,4,25,7,Team.CLEVELAND_CAVALIERS,114,13,27,13,26,72
372,15,bogdabo01,142,134,863,134,Bogdan Bogdanović,1947,117,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],361,17,26,72,Team.SACRAMENTO_KINGS,990,162,70,267,40,203
386,1,bogdabo02,138,164,1051,246,Bojan Bogdanović,2573,134,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],522,81,29,69,Team.INDIANA_PACERS,1454,305,81,161,33,300
0,8,bogutan01,22,0,36,3,Andrew Bogut,134,8,[<Position.CENTER: 'CENTER'>],18,5,34,3,Team.GOLDEN_STATE_WARRIORS,39,3,11,11,12,43
96,39,boldejo01,99,34,162,13,Jonah Bolden,639,36,[<Position.POWER_FORWARD: 'POWER FORWARD'>],80,10,23,17,Team.PHILADELPHIA_76ERS,207,27,44,40,47,118
8,4,bongais01,9,0,33,9,Isaac Bonga,120,6,[<Position.POINT_GUARD: 'POINT GUARD'>],5,0,19,9,Team.LOS_ANGELES_LAKERS,19,15,22,15,9,16
414,13,bookede01,200,135,1255,393,Devin Booker,2242,264,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],586,64,22,56,Team.PHOENIX_SUNS,1700,454,64,433,39,226
37,24,bouchch01,31,12,76,13,Chris Boucher,163,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,0,26,6,Team.TORONTO_RAPTORS,93,15,28,2,16,40
172,16,bradlav01,133,58,420,20,Avery Bradley,1463,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],161,49,28,27,Team.LOS_ANGELES_CLIPPERS,400,25,49,96,35,96
73,0,bradlav01,34,28,188,23,Avery Bradley,442,28,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],87,14,28,14,Team.MEMPHIS_GRIZZLIES,225,25,14,56,8,36
0,2,bradlto01,6,0,16,1,Tony Bradley,36,3,[<Position.CENTER: 'CENTER'>],8,0,21,2,Team.UTAH_JAZZ,17,2,3,1,9,6
14,2,breweco01,16,4,49,9,Corey Brewer,140,8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],20,3,32,12,Team.PHILADELPHIA_76ERS,53,13,7,10,4,13
30,5,breweco01,47,10,74,22,Corey Brewer,352,11,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],33,0,32,20,Team.SACRAMENTO_KINGS,98,30,24,29,22,37
313,38,bridgmi01,201,105,563,95,Mikal Bridges,2417,70,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],242,56,22,129,Team.PHOENIX_SUNS,684,118,82,173,56,208
200,49,bridgmi02,111,65,511,58,Miles Bridges,1696,50,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],237,25,20,55,Team.CHARLOTTE_HORNETS,597,77,80,95,67,256
34,2,briscis01,66,11,138,15,Isaiah Briscoe,559,31,[<Position.POINT_GUARD: 'POINT GUARD'>],55,0,22,11,Team.ORLANDO_MAGIC,136,26,39,87,5,69
93,4,broekry01,35,38,126,15,Ryan Broekhoff,453,16,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],57,0,28,6,Team.DALLAS_MAVERICKS,167,19,42,22,8,55
244,13,brogdma01,102,104,748,141,Malcolm Brogdon,1832,91,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],378,64,26,46,Team.MILWAUKEE_BUCKS,1001,152,64,205,65,223
40,4,brookdi01,50,15,122,22,Dillon Brooks,330,19,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],49,0,23,10,Team.MEMPHIS_GRIZZLIES,135,30,18,16,9,22
54,4,brookma01,33,15,169,23,MarShon Brooks,387,21,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],76,0,30,9,Team.MEMPHIS_GRIZZLIES,190,33,29,25,12,33
93,36,brownbr01,178,24,314,45,Bruce Brown,1449,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],125,56,22,40,Team.DETROIT_PISTONS,319,60,74,91,48,137
276,32,brownja02,186,95,792,133,Jaylen Brown,1913,99,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],368,25,22,69,Team.BOSTON_CELTICS,964,202,74,100,65,248
28,5,brownlo01,22,6,71,3,Lorenzo Brown,212,16,[<Position.POINT_GUARD: 'POINT GUARD'>],23,0,28,12,Team.TORONTO_RAPTORS,55,3,26,28,5,26
147,8,brownst02,88,53,312,29,Sterling Brown,1034,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],145,7,23,25,Team.MILWAUKEE_BUCKS,372,42,58,84,29,155
69,5,browntr01,56,22,234,32,Troy Brown,730,30,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],97,10,19,21,Team.WASHINGTON_WIZARDS,248,47,52,80,35,110
181,4,brunsja01,127,63,565,87,Jalen Brunson,1591,88,[<Position.POINT_GUARD: 'POINT GUARD'>],264,38,22,37,Team.DALLAS_MAVERICKS,678,120,73,230,25,144
99,67,bryanth01,126,33,502,107,Thomas Bryant,1496,60,[<Position.CENTER: 'CENTER'>],309,53,21,25,Team.WASHINGTON_WIZARDS,758,137,72,92,113,341
294,5,bullore01,79,114,441,56,Reggie Bullock,1355,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],182,44,27,24,Team.DETROIT_PISTONS,534,64,44,109,20,103
99,7,bullore01,30,34,153,17,Reggie Bullock,524,11,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],63,16,27,16,Team.LOS_ANGELES_LAKERS,177,21,19,20,2,48
86,5,burketr01,33,30,358,62,Trey Burke,689,29,[<Position.POINT_GUARD: 'POINT GUARD'>],148,7,26,21,Team.NEW_YORK_KNICKS,388,75,33,94,15,47
73,2,burketr01,25,26,190,41,Trey Burke,436,20,[<Position.POINT_GUARD: 'POINT GUARD'>],88,1,26,12,Team.DALLAS_MAVERICKS,243,49,25,65,13,24
43,4,burksal01,22,16,114,33,Alec Burks,269,15,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],47,0,27,6,Team.UTAH_JAZZ,143,38,17,20,2,25
119,16,burksal01,62,45,340,79,Alec Burks,979,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],136,24,27,25,Team.CLEVELAND_CAVALIERS,396,98,34,98,26,160
6,1,burksal01,7,0,20,4,Alec Burks,127,4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],9,0,27,8,Team.SACRAMENTO_KINGS,22,5,13,10,2,20
27,8,burtode02,31,8,82,8,Deonte Burton,240,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,0,25,6,Team.OKLAHOMA_CITY_THUNDER,82,12,32,9,4,24
45,10,butleji01,18,17,157,48,Jimmy Butler,361,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],74,10,29,24,Team.MINNESOTA_TIMBERWOLVES,213,61,10,43,16,36
148,29,butleji01,93,50,747,264,Jimmy Butler,1824,81,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],344,55,29,99,Team.PHILADELPHIA_76ERS,1002,304,55,220,105,185
130,33,cabocbr01,81,48,225,42,Bruno Caboclo,800,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],96,19,23,14,Team.MEMPHIS_GRIZZLIES,282,50,34,50,42,116
57,3,caldejo01,64,14,120,9,José Calderón,632,35,[<Position.POINT_GUARD: 'POINT GUARD'>],45,0,37,16,Team.DETROIT_PISTONS,113,11,49,115,11,49
435,13,caldwke01,137,151,756,137,Kentavious Caldwell-Pope,2035,65,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],325,23,25,73,Team.LOS_ANGELES_LAKERS,938,158,82,110,48,190
72,0,canaais01,46,25,129,15,Isaiah Canaan,503,29,[<Position.POINT_GUARD: 'POINT GUARD'>],51,15,27,12,Team.PHOENIX_SUNS,142,20,19,62,5,44
19,1,canaais01,4,7,29,4,Isaiah Canaan,95,4,[<Position.POINT_GUARD: 'POINT GUARD'>],11,1,27,2,Team.MINNESOTA_TIMBERWOLVES,33,4,7,19,0,5
5,1,canaais01,2,2,6,0,Isaiah Canaan,31,2,[<Position.POINT_GUARD: 'POINT GUARD'>],2,0,27,0,Team.MILWAUKEE_BUCKS,6,0,4,3,1,3
0,102,capelca01,168,0,732,166,Clint Capela,2249,94,[<Position.CENTER: 'CENTER'>],474,67,24,44,Team.HOUSTON_ROCKETS,1114,261,67,96,298,550
310,10,carrode01,114,106,575,184,DeMarre Carroll,1703,73,[<Position.POWER_FORWARD: 'POWER FORWARD'>],227,8,32,31,Team.BROOKLYN_NETS,744,242,67,85,68,281
102,11,carteje01,55,34,185,26,Jevon Carter,577,33,[<Position.POINT_GUARD: 'POINT GUARD'>],56,3,23,26,Team.MEMPHIS_GRIZZLIES,172,32,39,69,14,52
316,27,cartevi01,141,123,468,47,Vince Carter,1330,48,[<Position.POWER_FORWARD: 'POWER FORWARD'>],196,9,42,44,Team.ATLANTA_HAWKS,562,66,76,87,31,163
32,58,cartewe01,152,6,371,89,Wendell Carter,1110,65,[<Position.CENTER: 'CENTER'>],180,44,19,26,Team.CHICAGO_BULLS,455,112,44,78,87,220
19,6,cartemi01,27,7,61,12,Michael Carter-Williams,145,10,[<Position.POINT_GUARD: 'POINT GUARD'>],25,1,27,9,Team.HOUSTON_ROCKETS,69,26,16,21,3,10
19,9,cartemi01,21,3,62,20,Michael Carter-Williams,227,10,[<Position.POINT_GUARD: 'POINT GUARD'>],21,0,27,11,Team.ORLANDO_MAGIC,65,27,12,49,16,41
50,9,carusal01,54,24,173,51,Alex Caruso,531,42,[<Position.POINT_GUARD: 'POINT GUARD'>],77,4,24,24,Team.LOS_ANGELES_LAKERS,229,64,25,77,20,47
43,9,casspom01,35,15,161,39,Omri Casspi,520,23,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],86,0,30,20,Team.MEMPHIS_GRIZZLIES,226,58,36,26,17,98
2,51,caulewi01,227,1,741,140,Willie Cauley-Stein,2213,84,[<Position.CENTER: 'CENTER'>],412,81,25,96,Team.SACRAMENTO_KINGS,965,254,81,194,181,497
3,0,caupatr01,0,2,8,0,Troy Caupain,16,0,[<Position.POINT_GUARD: 'POINT GUARD'>],4,0,23,1,Team.ORLANDO_MAGIC,10,0,4,4,1,2
5,0,cavanty01,3,1,10,2,Tyler Cavanaugh,39,1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],3,0,24,0,Team.UTAH_JAZZ,9,2,11,1,3,5
0,1,chandty01,21,0,12,10,Tyson Chandler,89,7,[<Position.CENTER: 'CENTER'>],8,0,36,2,Team.PHOENIX_SUNS,26,18,7,6,7,32
1,22,chandty01,89,0,87,41,Tyson Chandler,786,35,[<Position.CENTER: 'CENTER'>],53,6,36,19,Team.LOS_ANGELES_LAKERS,147,69,48,31,85,183
118,18,chandwi01,94,46,207,13,Wilson Chandler,951,39,[<Position.POWER_FORWARD: 'POWER FORWARD'>],91,32,31,22,Team.PHILADELPHIA_76ERS,241,18,36,72,44,124
40,3,chandwi01,29,13,66,5,Wilson Chandler,226,7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,1,31,3,Team.LOS_ANGELES_CLIPPERS,64,7,15,10,4,43
0,0,chealjo01,1,0,3,0,Joe Chealey,8,0,[<Position.POINT_GUARD: 'POINT GUARD'>],1,0,23,0,Team.CHARLOTTE_HORNETS,2,0,1,1,0,0
5,1,chiozch01,2,2,8,0,Chris Chiozza,33,1,[<Position.POINT_GUARD: 'POINT GUARD'>],2,0,23,1,Team.HOUSTON_ROCKETS,6,0,7,4,1,3
15,4,chrisma01,17,1,34,6,Marquese Chriss,104,12,[<Position.POWER_FORWARD: 'POWER FORWARD'>],11,0,21,2,Team.HOUSTON_ROCKETS,29,7,16,6,7,21
57,7,chrisma01,64,15,146,26,Marquese Chriss,395,24,[<Position.POWER_FORWARD: 'POWER FORWARD'>],56,2,21,15,Team.CLEVELAND_CAVALIERS,153,38,27,16,33,81
138,26,clarkga01,47,41,151,7,Gary Clark,641,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],50,2,24,20,Team.HOUSTON_ROCKETS,148,7,51,18,24,92
202,8,clarkia01,95,66,383,33,Ian Clark,973,58,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],151,6,27,22,Team.NEW_ORLEANS_PELICANS,401,37,60,94,13,76
445,13,clarkjo01,112,144,1180,162,Jordan Clarkson,2214,135,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],529,0,26,57,Team.CLEVELAND_CAVALIERS,1364,192,81,196,82,188
158,39,collijo01,199,55,831,203,John Collins,1829,120,[<Position.POWER_FORWARD: 'POWER FORWARD'>],465,59,21,22,Team.ATLANTA_HAWKS,1188,266,61,121,219,376
121,66,colliza01,174,40,400,94,Zach Collins,1356,77,[<Position.CENTER: 'CENTER'>],189,0,21,25,Team.PORTLAND_TRAIL_BLAZERS,512,126,77,71,109,215
194,9,collida01,138,79,659,158,Darren Collison,2143,125,[<Position.POINT_GUARD: 'POINT GUARD'>],308,76,31,110,Team.INDIANA_PACERS,853,190,76,459,36,196
21,1,colsobo01,3,5,39,8,Bonzie Colson,98,3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],13,2,23,5,Team.MILWAUKEE_BUCKS,39,9,8,3,8,22
426,22,conlemi01,123,155,1120,343,Mike Conley,2342,130,[<Position.POINT_GUARD: 'POINT GUARD'>],490,70,31,94,Team.MEMPHIS_GRIZZLIES,1478,406,70,449,40,199
200,25,connapa01,81,66,350,29,Pat Connaughton,1261,33,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],163,2,26,33,Team.MILWAUKEE_BUCKS,421,40,61,122,61,197
200,3,cookqu01,92,81,439,20,Quinn Cook,1059,50,[<Position.POINT_GUARD: 'POINT GUARD'>],204,10,25,20,Team.GOLDEN_STATE_WARRIORS,509,26,74,116,22,135
95,44,couside01,109,26,371,106,DeMarcus Cousins,771,72,[<Position.CENTER: 'CENTER'>],178,30,28,40,Team.GOLDEN_STATE_WARRIORS,488,144,30,107,43,204
77,23,covinro01,45,30,117,17,Robert Covington,440,22,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],50,13,28,24,Team.PHILADELPHIA_76ERS,147,23,13,14,7,60
148,24,covinro01,81,55,245,51,Robert Covington,763,25,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],106,22,28,50,Team.MINNESOTA_TIMBERWOLVES,318,66,22,32,21,105
259,13,crabbal01,102,98,373,41,Allen Crabbe,1133,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],137,20,26,23,Team.BROOKLYN_NETS,413,56,43,46,16,132
188,46,craigto01,175,61,362,49,Torrey Craig,1503,44,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],160,37,28,37,Team.DENVER_NUGGETS,430,70,75,72,89,174
202,12,crawfja01,75,67,438,93,Jamal Crawford,1211,99,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],174,0,38,33,Team.PHOENIX_SUNS,508,110,64,229,8,77
1,0,creekmi01,3,0,10,5,Mitch Creek,36,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],5,0,26,1,Team.BROOKLYN_NETS,15,7,4,5,5,5
1,0,creekmi01,0,0,6,0,Mitch Creek,12,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],3,0,26,1,Team.MINNESOTA_TIMBERWOLVES,6,0,1,1,1,1
522,31,crowdja01,170,173,797,142,Jae Crowder,2166,85,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],318,11,28,64,Team.UTAH_JAZZ,951,197,80,133,60,324
65,13,cunnida01,71,30,158,14,Dante Cunningham,928,22,[<Position.POWER_FORWARD: 'POWER FORWARD'>],75,21,31,27,Team.SAN_ANTONIO_SPURS,194,18,64,50,48,140
251,12,curryse01,97,113,465,44,Seth Curry,1399,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],212,2,28,36,Team.PORTLAND_TRAIL_BLAZERS,581,52,74,66,27,93
