attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
27,44,balkmre01,146,5,275,51,Renaldo Balkman,1064,49,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],139,1,22,57,Team.NEW_YORK_KNICKS,334,90,68,44,97,197
29,3,banksma01,70,5,196,48,Marcus Banks,503,40,[<Position.POINT_GUARD: 'POINT GUARD'>],84,1,25,23,Team.PHOENIX_SUNS,221,60,45,60,10,28
438,15,barbole01,210,190,1111,196,Leandro Barbosa,2613,146,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],529,18,24,96,Team.PHOENIX_SUNS,1444,232,80,317,22,192
21,1,bareajo01,19,6,78,16,J.J. Barea,191,14,[<Position.POINT_GUARD: 'POINT GUARD'>],28,1,22,1,Team.DALLAS_MAVERICKS,78,24,33,24,7,18
268,53,bargnan01,180,100,625,117,Andrea Bargnani,1629,107,[<Position.POWER_FORWARD: 'POWER FORWARD'>],267,2,21,32,Team.TORONTO_RAPTORS,751,142,65,50,52,203
290,41,barnema02,188,106,628,90,Matt Barnes,1813,105,[<Position.POWER_FORWARD: 'POWER FORWARD'>],275,23,26,73,Team.GOLDEN_STATE_WARRIORS,746,123,76,156,91,259
0,0,barrean01,4,0,8,0,Andre Barrett,29,4,[<Position.POINT_GUARD: 'POINT GUARD'>],4,0,24,0,Team.CHICAGO_BULLS,8,0,6,7,1,4
1,4,barroea01,21,0,83,17,Earl Barron,203,11,[<Position.CENTER: 'CENTER'>],24,0,25,6,Team.MIAMI_HEAT,65,18,28,5,19,22
287,12,barrybr01,88,128,425,103,Brent Barry,1631,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],202,28,35,56,Team.SAN_ANTONIO_SPURS,635,117,75,138,17,143
1,3,bassbr01,16,0,44,12,Brandon Bass,162,10,[<Position.POWER_FORWARD: 'POWER FORWARD'>],15,3,21,2,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,42,16,21,3,13,30
7,18,bastoma01,65,3,76,37,Maceo Baston,405,32,[<Position.POWER_FORWARD: 'POWER FORWARD'>],49,2,31,12,Team.INDIANA_PACERS,138,47,47,16,21,53
0,0,batises01,13,0,16,4,Esteban Batista,81,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],8,0,23,3,Team.ATLANTA_HAWKS,20,7,13,4,7,23
1,30,battito01,185,0,360,52,Tony Battie,1575,61,[<Position.POWER_FORWARD: 'POWER FORWARD'>],176,66,30,29,Team.ORLANDO_MAGIC,404,77,66,35,92,252
373,60,battish01,190,157,654,88,Shane Battier,2988,72,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],292,82,28,79,Team.HOUSTON_ROCKETS,829,113,82,175,67,271
361,4,bellch01,213,127,974,131,Charlie Bell,2848,104,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],426,64,27,97,Team.MILWAUKEE_BUCKS,1110,168,82,247,57,181
496,22,bellra01,233,205,950,118,Raja Bell,2917,83,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],410,78,30,50,Team.PHOENIX_SUNS,1143,152,78,196,48,203
481,6,bibbymi01,139,173,1166,288,Mike Bibby,2784,197,[<Position.POINT_GUARD: 'POINT GUARD'>],471,82,28,88,Team.SACRAMENTO_KINGS,1403,347,82,388,39,224
0,136,biedran01,304,0,581,87,Andris Biedriņš,2382,119,[<Position.CENTER: 'CENTER'>],348,63,20,67,Team.GOLDEN_STATE_WARRIORS,783,167,82,88,251,511
316,17,billuch01,161,109,815,386,Chauncey Billups,2533,140,[<Position.POINT_GUARD: 'POINT GUARD'>],348,70,30,84,Team.DETROIT_PISTONS,1191,437,70,502,23,214
68,3,blakest01,49,19,129,11,Steve Blake,583,28,[<Position.POINT_GUARD: 'POINT GUARD'>],45,2,26,10,Team.MILWAUKEE_BUCKS,120,20,33,84,7,38
140,5,blakest01,72,48,380,32,Steve Blake,1642,101,[<Position.POINT_GUARD: 'POINT GUARD'>],164,40,26,51,Team.DENVER_NUGGETS,408,44,49,324,14,110
5,0,blalowi01,9,1,30,6,Will Blalock,166,12,[<Position.POINT_GUARD: 'POINT GUARD'>],9,0,23,5,Team.DETROIT_PISTONS,25,6,14,17,6,9
27,32,blatcan01,94,4,197,30,Andray Blatche,682,49,[<Position.POWER_FORWARD: 'POWER FORWARD'>],86,13,20,17,Team.WASHINGTON_WIZARDS,206,49,56,39,77,114
31,58,blounma01,239,9,839,147,Mark Blount,2544,159,[<Position.CENTER: 'CENTER'>],427,81,31,43,Team.MINNESOTA_TIMBERWOLVES,1010,195,82,67,136,369
137,2,boganke01,98,53,245,47,Keith Bogans,990,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],99,18,26,28,Team.ORLANDO_MAGIC,298,63,59,59,16,77
5,35,bogutan01,216,1,629,112,Andrew Bogut,2258,150,[<Position.CENTER: 'CENTER'>],348,66,22,49,Team.MILWAUKEE_BUCKS,809,194,66,198,168,416
94,11,bonnema01,67,36,237,27,Matt Bonner,653,25,[<Position.POWER_FORWARD: 'POWER FORWARD'>],106,0,26,17,Team.SAN_ANTONIO_SPURS,275,38,56,22,64,92
0,21,boonejo01,94,0,171,56,Josh Boone,669,33,[<Position.POWER_FORWARD: 'POWER FORWARD'>],99,0,22,11,Team.NEW_JERSEY_NETS,254,103,61,10,64,112
2,29,boothca01,71,1,66,6,Calvin Booth,380,9,[<Position.CENTER: 'CENTER'>],31,1,30,4,Team.WASHINGTON_WIZARDS,69,10,44,18,27,54
0,21,boozeca01,217,0,1154,255,Carlos Boozer,2557,194,[<Position.POWER_FORWARD: 'POWER FORWARD'>],647,74,25,70,Team.UTAH_JAZZ,1549,372,74,221,235,632
35,90,boshch01,163,12,1094,463,Chris Bosh,2658,179,[<Position.CENTER: 'CENTER'>],543,69,22,39,Team.TORONTO_RAPTORS,1561,590,69,175,186,555
232,25,bowenbr01,175,89,467,43,Bruce Bowen,2464,65,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],189,82,35,62,Team.SAN_ANTONIO_SPURS,510,73,82,117,23,200
110,2,boykiea01,31,41,378,119,Earl Boykins,877,52,[<Position.POINT_GUARD: 'POINT GUARD'>],156,4,30,25,Team.DENVER_NUGGETS,472,131,31,132,23,40
129,0,boykiea01,61,54,391,101,Earl Boykins,1154,68,[<Position.POINT_GUARD: 'POINT GUARD'>],167,19,30,31,Team.MILWAUKEE_BUCKS,489,114,35,159,26,50
13,2,bozemce01,32,2,39,2,Cedric Bozeman,199,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],11,5,23,5,Team.ATLANTA_HAWKS,26,6,23,9,3,20
1,179,brandel01,238,1,1211,351,Elton Brand,3077,202,[<Position.POWER_FORWARD: 'POWER FORWARD'>],645,80,27,77,Team.LOS_ANGELES_CLIPPERS,1642,461,80,235,268,476
9,6,brewero02,44,0,193,56,Ronnie Brewer,675,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],102,14,21,37,Team.UTAH_JAZZ,260,83,56,24,37,38
3,23,brezepr01,161,1,274,43,Primož Brezec,838,38,[<Position.CENTER: 'CENTER'>],122,40,27,11,Team.CHARLOTTE_BOBCATS,288,68,58,23,80,104
1,4,brownan01,26,0,74,9,Andre Brown,271,29,[<Position.POWER_FORWARD: 'POWER FORWARD'>],42,0,25,6,Team.SEATTLE_SUPERSONICS,93,15,38,2,26,48
28,7,brownde03,51,6,98,24,Dee Brown,450,31,[<Position.POINT_GUARD: 'POINT GUARD'>],32,0,22,22,Team.UTAH_JAZZ,94,37,49,83,8,32
227,9,brownde02,139,81,555,123,Devin Brown,1662,91,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],233,49,28,44,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,670,155,58,149,55,196
1,49,brownkw01,124,0,242,59,Kwame Brown,1132,76,[<Position.CENTER: 'CENTER'>],143,28,24,39,Team.LOS_ANGELES_LAKERS,345,134,41,75,81,163
2,52,brownpj01,187,0,418,96,P.J. Brown,1456,85,[<Position.POWER_FORWARD: 'POWER FORWARD'>],170,49,37,24,Team.CHICAGO_BULLS,436,122,72,48,129,218
25,3,brownsh01,24,7,74,10,Shannon Brown,202,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,5,21,7,Team.CLEVELAND_CAVALIERS,73,14,23,10,6,15
398,36,bryanko01,205,137,1757,667,Kobe Bryant,3140,255,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],813,77,28,111,Team.LOS_ANGELES_LAKERS,2430,768,77,413,75,364
103,7,buckngr01,152,32,299,27,Greg Buckner,1372,40,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],123,11,30,47,Team.DALLAS_MAVERICKS,305,34,76,70,35,123
22,2,burkepa01,19,6,65,8,Pat Burke,164,7,[<Position.CENTER: 'CENTER'>],23,0,33,3,Team.PHOENIX_SUNS,60,13,23,5,12,35
72,17,butleca01,188,18,975,283,Caron Butler,2474,181,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],451,63,26,134,Team.WASHINGTON_WIZARDS,1203,328,63,233,147,320
0,0,butleja01,16,0,35,9,Jackie Butler,103,10,[<Position.CENTER: 'CENTER'>],16,2,21,2,Team.SAN_ANTONIO_SPURS,41,10,11,5,6,16
363,54,butlera01,148,134,788,56,Rasual Butler,2223,67,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],314,38,27,40,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,818,87,81,63,42,214
3,128,bynuman01,249,0,443,143,Andrew Bynum,1793,115,[<Position.CENTER: 'CENTER'>],247,53,19,12,Team.LOS_ANGELES_LAKERS,637,214,82,94,139,345
75,5,caldejo01,136,25,505,117,José Calderón,1614,110,[<Position.POINT_GUARD: 'POINT GUARD'>],263,11,25,63,Team.TORONTO_RAPTORS,668,143,77,387,21,113
2,231,cambyma01,183,0,659,161,Marcus Camby,2369,122,[<Position.CENTER: 'CENTER'>],312,70,32,87,Team.DENVER_NUGGETS,785,221,70,223,164,652
44,1,cardibr01,42,18,85,25,Brian Cardinal,313,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],42,1,29,22,Team.MEMPHIS_GRIZZLIES,127,27,28,31,13,46
72,23,carnero01,118,25,392,53,Rodney Carney,1169,43,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],182,35,22,38,Team.PHILADELPHIA_76ERS,442,87,67,26,39,89
267,9,carroma01,176,111,658,188,Matt Carroll,1878,73,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],285,47,26,53,Team.CHARLOTTE_BOBCATS,869,208,72,91,35,172
2,1,cartean01,4,0,8,0,Anthony Carter,37,6,[<Position.POINT_GUARD: 'POINT GUARD'>],3,0,31,0,Team.DENVER_NUGGETS,6,0,2,11,0,3
437,30,cartevi01,266,156,1598,462,Vince Carter,3126,217,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],726,82,30,82,Team.NEW_JERSEY_NETS,2070,576,82,393,114,378
109,8,cassesa01,126,32,625,160,Sam Cassell,1407,101,[<Position.POINT_GUARD: 'POINT GUARD'>],261,30,37,28,Team.LOS_ANGELES_CLIPPERS,714,182,58,270,27,140
0,10,catoke01,10,0,22,8,Kelvin Cato,95,6,[<Position.CENTER: 'CENTER'>],7,0,32,3,Team.NEW_YORK_KNICKS,22,12,18,0,12,19
1,129,chandty01,244,0,468,106,Tyson Chandler,2525,126,[<Position.CENTER: 'CENTER'>],292,73,24,37,Team.NEW_ORLEANS_OKLAHOMA_CITY_HORNETS,690,201,73,66,320,584
77,36,childjo01,118,26,518,167,Josh Childress,2024,80,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],261,13,23,58,Team.ATLANTA_HAWKS,715,210,55,127,123,217
6,1,chrisdo01,11,1,17,2,Doug Christie,82,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],5,0,36,3,Team.LOS_ANGELES_CLIPPERS,13,3,7,8,3,8
28,4,claxtsp01,131,6,278,33,Speedy Claxton,1054,75,[<Position.POINT_GUARD: 'POINT GUARD'>],91,31,28,72,Team.ATLANTA_HAWKS,221,60,42,185,12,69
0,8,collija03,147,0,170,54,Jarron Collins,913,37,[<Position.CENTER: 'CENTER'>],75,9,28,13,Team.UTAH_JAZZ,204,83,82,60,71,100
2,38,collija04,273,0,151,59,Jason Collins,1844,73,[<Position.POWER_FORWARD: 'POWER FORWARD'>],55,78,28,40,Team.NEW_JERSEY_NETS,169,127,80,46,90,226
47,3,collima01,75,13,228,48,Mardy Collins,777,57,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],87,9,22,32,Team.NEW_YORK_KNICKS,235,82,52,83,28,76
2,66,collini01,289,0,636,154,Nick Collison,2378,123,[<Position.CENTER: 'CENTER'>],318,56,26,48,Team.SEATTLE_SUPERSONICS,790,199,82,82,229,437
0,0,conrowi01,1,0,0,0,Will Conroy,17,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],0,0,24,0,Team.MEMPHIS_GRIZZLIES,0,0,3,1,1,1
0,0,conrowi01,6,0,3,0,Will Conroy,35,2,[<Position.POINT_GUARD: 'POINT GUARD'>],0,0,24,0,Team.LOS_ANGELES_CLIPPERS,0,4,4,8,2,3
115,27,cookbr01,134,46,408,34,Brian Cook,1018,51,[<Position.POWER_FORWARD: 'POWER FORWARD'>],185,24,26,25,Team.LOS_ANGELES_LAKERS,450,47,65,65,61,154
322,8,crawfja01,114,103,886,228,Jamal Crawford,2198,162,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],354,36,26,57,Team.NEW_YORK_KNICKS,1039,272,59,259,44,145
91,6,croshau01,68,26,222,45,Austin Croshere,727,33,[<Position.POWER_FORWARD: 'POWER FORWARD'>],78,2,31,14,Team.DALLAS_MAVERICKS,227,52,61,44,33,153
1,40,curryed01,265,1,1016,405,Eddy Curry,2849,295,[<Position.CENTER: 'CENTER'>],585,81,24,34,Team.NEW_YORK_KNICKS,1576,659,81,68,195,376
2,159,dalemsa01,287,0,658,167,Samuel Dalembert,2535,161,[<Position.CENTER: 'CENTER'>],356,82,25,47,Team.PHILADELPHIA_76ERS,879,224,82,64,239,494
0,82,dampier01,239,0,334,119,Erick Dampier,1915,107,[<Position.CENTER: 'CENTER'>],209,73,31,24,Team.DALLAS_MAVERICKS,537,191,76,44,217,349
63,9,daniean01,79,19,389,208,Antonio Daniels,1761,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],172,8,31,39,Team.WASHINGTON_WIZARDS,571,250,80,290,18,133
26,7,daniema01,56,6,281,56,Marquis Daniels,800,55,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],129,4,26,27,Team.INDIANA_PACERS,320,80,45,57,26,56
280,29,davisba01,181,85,1030,275,Baron Davis,2221,193,[<Position.POINT_GUARD: 'POINT GUARD'>],452,62,27,135,Team.GOLDEN_STATE_WARRIORS,1264,369,63,509,51,225
0,34,davisda01,59,0,74,17,Dale Davis,464,15,[<Position.CENTER: 'CENTER'>],33,6,37,10,Team.DETROIT_PISTONS,83,26,46,12,59,78
0,5,davispa01,28,0,52,7,Paul Davis,180,8,[<Position.CENTER: 'CENTER'>],22,0,22,6,Team.LOS_ANGELES_CLIPPERS,51,10,31,7,21,23
310,23,davisri01,189,123,1089,239,Ricky Davis,3021,210,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],506,81,27,80,Team.MINNESOTA_TIMBERWOLVES,1374,285,81,385,54,261
138,8,delfica01,97,46,376,70,Carlos Delfino,1372,61,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],156,1,24,46,Team.DETROIT_PISTONS,428,89,82,88,67,199
7,48,denglu01,167,1,1218,279,Luol Deng,3071,153,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],630,82,21,97,Team.CHICAGO_BULLS,1540,359,82,204,148,431
45,38,diawbo01,177,15,569,82,Boris Diaw,2268,154,[<Position.POWER_FORWARD: 'POWER FORWARD'>],306,59,24,28,Team.PHOENIX_SUNS,709,120,73,352,91,226
170,7,diawaya01,132,49,292,35,Yakhouba Diawara,1177,37,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],100,19,24,30,Team.DENVER_NUGGETS,284,53,64,55,27,83
61,1,dickada01,55,16,151,42,Dan Dickau,444,27,[<Position.POINT_GUARD: 'POINT GUARD'>],54,3,28,14,Team.PORTLAND_TRAIL_BLAZERS,166,53,50,70,7,36
50,0,dienetr01,27,18,80,12,Travis Diener,288,13,[<Position.POINT_GUARD: 'POINT GUARD'>],34,0,24,4,Team.ORLANDO_MAGIC,98,15,26,35,3,15
0,11,dioguik01,35,0,83,35,Ike Diogu,222,18,[<Position.POWER_FORWARD: 'POWER FORWARD'>],44,0,23,3,Team.GOLDEN_STATE_WARRIORS,123,44,17,5,21,42
0,15,dioguik01,87,0,183,77,Ike Diogu,538,49,[<Position.POWER_FORWARD: 'POWER FORWARD'>],83,2,23,5,Team.INDIANA_PACERS,243,96,42,20,54,86
1,113,diopde01,244,0,151,48,DeSagana Diop,1480,63,[<Position.CENTER: 'CENTER'>],71,9,25,40,Team.DALLAS_MAVERICKS,190,86,81,30,166,272
143,7,dixonju01,112,52,444,60,Juan Dixon,1243,77,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],189,1,28,49,Team.PORTLAND_TRAIL_BLAZERS,490,72,55,82,16,69
83,2,dixonju01,65,27,259,41,Juan Dixon,683,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],110,5,28,27,Team.TORONTO_RAPTORS,288,44,26,41,11,62
1,15,doleami01,96,0,175,36,Michael Doleac,698,30,[<Position.CENTER: 'CENTER'>],82,0,29,18,Team.MIAMI_HEAT,200,41,56,22,44,111
96,15,doolike01,125,31,458,114,Keyon Dooling,1435,72,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],188,2,26,52,Team.ORLANDO_MAGIC,521,141,66,112,22,64
50,4,doubyqu01,21,12,126,11,Quincy Douby,359,15,[<Position.POINT_GUARD: 'POINT GUARD'>],48,0,22,15,Team.SACRAMENTO_KINGS,119,15,42,15,11,26
245,6,duhonch01,150,88,483,76,Chris Duhon,1906,105,[<Position.POINT_GUARD: 'POINT GUARD'>],197,30,24,69,Team.CHICAGO_BULLS,558,101,78,310,23,146
9,190,duncati01,203,1,1131,362,Tim Duncan,2726,224,[<Position.CENTER: 'CENTER'>],618,80,30,66,Team.SAN_ANTONIO_SPURS,1599,568,80,273,213,633
104,12,dunlemi02,83,36,370,78,Mike Dunleavy,1051,71,[<Position.POWER_FORWARD: 'POWER FORWARD'>],166,6,26,38,Team.GOLDEN_STATE_WARRIORS,446,101,39,117,40,147
120,10,dunlemi02,120,34,480,133,Mike Dunleavy,1529,78,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],218,43,26,46,Team.INDIANA_PACERS,603,168,43,111,44,200
0,1,duprero01,12,0,31,3,Ronald Dupree,94,3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],11,0,26,5,Team.DETROIT_PISTONS,25,9,19,5,5,12
143,21,ellismo01,210,39,1010,273,Monta Ellis,2638,221,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],480,53,21,132,Team.GOLDEN_STATE_WARRIORS,1272,358,77,319,62,181
2,59,elsonfr01,184,0,282,62,Francisco Elson,1332,86,[<Position.CENTER: 'CENTER'>],144,41,30,31,Team.SAN_ANTONIO_SPURS,350,80,70,55,81,255
0,6,elyme01,39,0,60,24,Melvin Ely,244,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,0,28,2,Team.CHARLOTTE_BOBCATS,70,35,24,14,12,27
0,2,elyme01,12,0,20,7,Melvin Ely,65,5,[<Position.CENTER: 'CENTER'>],6,0,28,4,Team.SAN_ANTONIO_SPURS,19,12,6,4,3,11
133,14,evansma01,126,48,542,122,Maurice Evans,1732,57,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],234,10,28,38,Team.LOS_ANGELES_LAKERS,638,155,76,74,93,128
0,16,evansre01,144,0,215,91,Reggie Evans,1127,95,[<Position.POWER_FORWARD: 'POWER FORWARD'>],117,11,26,42,Team.DENVER_NUGGETS,325,183,66,45,156,304
44,4,ewingda01,62,14,161,35,Daniel Ewing,712,50,[<Position.POINT_GUARD: 'POINT GUARD'>],65,3,23,32,Team.LOS_ANGELES_CLIPPERS,179,45,61,90,9,64
137,7,farmajo01,77,45,294,27,Jordan Farmar,1090,73,[<Position.POINT_GUARD: 'POINT GUARD'>],124,2,20,44,Team.LOS_ANGELES_LAKERS,320,38,72,137,22,97
8,0,farmede01,2,2,15,1,Desmon Farmer,32,1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],5,0,25,1,Team.SEATTLE_SUPERSONICS,13,1,8,9,0,1
312,10,feltora01,180,103,1024,204,Raymond Felton,2832,230,[<Position.POINT_GUARD: 'POINT GUARD'>],393,75,22,118,Team.CHARLOTTE_BOBCATS,1093,256,78,545,51,216
286,16,finlemi01,76,104,663,90,Michael Finley,1823,46,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],273,16,33,32,Team.SAN_ANTONIO_SPURS,740,98,82,108,34,189
156,6,fishede01,234,48,675,262,Derek Fisher,2287,120,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],258,61,32,83,Team.UTAH_JAZZ,826,307,82,274,30,119
69,8,fordtj01,186,21,902,240,T.J. Ford,2243,231,[<Position.POINT_GUARD: 'POINT GUARD'>],393,71,23,101,Team.TORONTO_RAPTORS,1047,293,75,595,53,183
1,0,fortsda01,38,0,30,10,Danny Fortson,158,15,[<Position.CENTER: 'CENTER'>],15,6,30,1,Team.SEATTLE_SUPERSONICS,40,13,14,1,13,30
1,37,fosteje01,202,0,260,78,Jeff Foster,1740,70,[<Position.CENTER: 'CENTER'>],122,43,30,62,Team.INDIANA_PACERS,322,122,75,57,253,356
185,21,foyera01,184,68,691,164,Randy Foye,1879,152,[<Position.POINT_GUARD: 'POINT GUARD'>],300,12,23,53,Team.MINNESOTA_TIMBERWOLVES,832,192,82,232,49,169
0,50,foylead01,61,0,85,11,Adonal Foyle,475,23,[<Position.CENTER: 'CENTER'>],48,6,31,11,Team.GOLDEN_STATE_WARRIORS,107,25,48,19,51,75
111,12,francst01,126,42,343,175,Steve Francis,1237,100,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],140,30,29,41,Team.NEW_YORK_KNICKS,497,211,44,170,33,124
22,1,freijma01,13,3,54,5,Matt Freije,147,3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],16,0,25,3,Team.ATLANTA_HAWKS,40,6,19,7,8,16
18,42,fryech01,216,3,689,85,Channing Frye,1896,100,[<Position.POWER_FORWARD: 'POWER FORWARD'>],298,59,23,36,Team.NEW_YORK_KNICKS,684,108,72,67,91,304
1,32,gadzuda01,141,0,228,42,Dan Gadzuric,840,49,[<Position.CENTER: 'CENTER'>],108,8,28,22,Team.MILWAUKEE_BUCKS,258,90,54,29,94,152
