attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
0,4,bastoma01,20,0,25,7,Maceo Baston,103,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],17,2,32,2,Team.TORONTO_RAPTORS,41,10,15,3,9,17
369,90,battish01,196,139,619,75,Shane Battier,2907,78,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],265,78,29,77,Team.HOUSTON_ROCKETS,744,101,80,155,131,276
41,0,belinma01,15,16,93,7,Marco Belinelli,241,12,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],36,0,21,5,Team.GOLDEN_STATE_WARRIORS,95,9,33,15,3,11
217,2,bellch01,121,74,486,70,Charlie Bell,1628,76,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],185,5,28,52,Team.MILWAUKEE_BUCKS,514,87,68,210,31,136
439,27,bellra01,220,176,753,79,Raja Bell,2646,65,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],317,75,31,54,Team.PHOENIX_SUNS,889,91,75,168,47,227
61,2,bibbymi01,34,24,192,23,Mike Bibby,473,38,[<Position.POINT_GUARD: 'POINT GUARD'>],78,12,29,19,Team.SACRAMENTO_KINGS,203,31,15,75,11,45
187,2,bibbymi01,63,69,411,55,Mike Bibby,1100,81,[<Position.POINT_GUARD: 'POINT GUARD'>],170,32,29,35,Team.ATLANTA_HAWKS,464,69,33,215,5,99
0,94,biedran01,262,0,543,116,Andris Biedriņš,2078,85,[<Position.CENTER: 'CENTER'>],340,59,21,56,Team.GOLDEN_STATE_WARRIORS,796,187,76,75,256,488
342,17,billuch01,130,137,877,401,Chauncey Billups,2522,160,[<Position.POINT_GUARD: 'POINT GUARD'>],393,78,31,101,Team.DETROIT_PISTONS,1324,437,78,529,42,170
298,4,blakest01,133,121,640,49,Steve Blake,2424,113,[<Position.POINT_GUARD: 'POINT GUARD'>],261,78,27,55,Team.PORTLAND_TRAIL_BLAZERS,692,64,81,413,31,164
13,114,blatcan01,258,3,536,107,Andray Blatche,1675,112,[<Position.POWER_FORWARD: 'POWER FORWARD'>],254,15,21,53,Team.WASHINGTON_WIZARDS,618,154,82,92,164,261
44,34,blounma01,133,17,515,88,Mark Blount,1542,70,[<Position.CENTER: 'CENTER'>],238,46,32,33,Team.MIAMI_HEAT,581,138,69,41,69,194
409,10,boganke01,164,148,588,81,Keith Bogans,2198,53,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],241,35,27,59,Team.ORLANDO_MAGIC,711,110,82,104,42,224
7,135,bogutan01,254,0,910,189,Andrew Bogut,2720,172,[<Position.CENTER: 'CENTER'>],465,78,23,64,Team.MILWAUKEE_BUCKS,1119,322,78,199,245,518
137,17,bonnema01,111,46,291,38,Matt Bonner,853,39,[<Position.POWER_FORWARD: 'POWER FORWARD'>],121,3,27,14,Team.SAN_ANTONIO_SPURS,326,44,68,32,53,139
0,61,boonejo01,155,0,434,99,Josh Boone,1773,68,[<Position.POWER_FORWARD: 'POWER FORWARD'>],238,53,23,36,Team.NEW_JERSEY_NETS,575,217,70,55,192,317
0,18,boothca01,35,0,27,6,Calvin Booth,204,4,[<Position.CENTER: 'CENTER'>],9,0,31,6,Team.PHILADELPHIA_76ERS,24,10,31,8,6,32
1,41,boozeca01,293,0,1297,290,Carlos Boozer,2827,210,[<Position.POWER_FORWARD: 'POWER FORWARD'>],709,81,26,100,Team.UTAH_JAZZ,1708,393,81,233,197,647
25,67,boshch01,157,10,1027,472,Chris Bosh,2425,153,[<Position.CENTER: 'CENTER'>],507,67,23,63,Team.TORONTO_RAPTORS,1496,559,67,171,174,409
215,22,bowenbr01,177,90,428,45,Bruce Bowen,2448,46,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],174,81,36,54,Team.SAN_ANTONIO_SPURS,483,69,81,91,33,201
1,11,bowenry01,77,0,100,16,Ryan Bowen,660,15,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],49,4,32,32,Team.NEW_ORLEANS_HORNETS,114,29,53,25,55,45
44,0,boykiea01,21,14,172,49,Earl Boykins,577,41,[<Position.POINT_GUARD: 'POINT GUARD'>],61,0,31,13,Team.CHARLOTTE_BOBCATS,185,59,36,96,9,25
0,15,brandel01,21,0,114,37,Elton Brand,274,17,[<Position.POWER_FORWARD: 'POWER FORWARD'>],52,6,28,3,Team.LOS_ANGELES_CLIPPERS,141,47,8,16,21,43
36,25,breweco01,188,7,486,88,Corey Brewer,1803,89,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],182,35,21,76,Team.MINNESOTA_TIMBERWOLVES,459,110,79,111,82,210
50,19,brewero02,110,11,634,195,Ronnie Brewer,2088,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],354,76,22,129,Team.UTAH_JAZZ,914,257,76,134,97,121
0,3,brezepr01,35,0,43,3,Primož Brezec,267,15,[<Position.CENTER: 'CENTER'>],17,18,28,0,Team.CHARLOTTE_BOBCATS,37,5,20,6,14,30
0,2,brezepr01,23,0,13,7,Primož Brezec,98,5,[<Position.CENTER: 'CENTER'>],10,0,28,2,Team.DETROIT_PISTONS,27,14,17,4,7,12
0,2,brezepr01,25,0,38,14,Primož Brezec,110,4,[<Position.CENTER: 'CENTER'>],17,0,28,1,Team.TORONTO_RAPTORS,48,21,13,1,9,9
109,5,brookaa01,69,36,225,42,Aaron Brooks,608,44,[<Position.POINT_GUARD: 'POINT GUARD'>],93,0,23,13,Team.HOUSTON_ROCKETS,264,49,51,87,13,43
0,4,brownan01,38,0,78,22,Andre Brown,286,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],39,1,26,7,Team.MEMPHIS_GRIZZLIES,100,49,33,8,37,55
146,7,brownde02,144,45,531,107,Devin Brown,1762,99,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],217,20,29,52,Team.CLEVELAND_CAVALIERS,586,142,78,175,65,198
0,19,brownkw01,58,0,103,26,Kwame Brown,509,37,[<Position.CENTER: 'CENTER'>],53,14,25,16,Team.LOS_ANGELES_LAKERS,132,64,23,28,31,100
0,4,brownkw01,24,0,39,14,Kwame Brown,204,14,[<Position.CENTER: 'CENTER'>],19,1,25,6,Team.MEMPHIS_GRIZZLIES,52,34,15,17,20,37
1,8,brownpj01,29,0,41,11,P.J. Brown,209,10,[<Position.POWER_FORWARD: 'POWER FORWARD'>],14,0,38,5,Team.BOSTON_CELTICS,39,16,18,10,29,39
29,1,brownsh01,27,9,111,14,Shannon Brown,218,19,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],41,4,22,10,Team.CLEVELAND_CAVALIERS,105,23,15,17,5,13
1,2,brownsh01,2,0,15,3,Shannon Brown,22,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],3,0,22,1,Team.CHICAGO_BULLS,9,6,6,0,1,1
415,40,bryanko01,227,150,1690,623,Kobe Bryant,3192,257,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],775,82,29,151,Team.LOS_ANGELES_LAKERS,2323,742,82,441,94,423
50,2,buckngr01,63,15,117,19,Greg Buckner,520,29,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],45,4,31,21,Team.MINNESOTA_TIMBERWOLVES,124,22,31,39,10,55
185,20,butleca01,160,66,943,236,Caron Butler,2314,150,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],439,58,27,128,Team.WASHINGTON_WIZARDS,1180,262,58,284,93,295
133,21,butlera01,66,44,260,26,Rasual Butler,875,10,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],91,8,28,15,Team.NEW_ORLEANS_HORNETS,252,31,51,36,16,84
0,72,bynuman01,98,0,297,82,Andrew Bynum,1008,52,[<Position.CENTER: 'CENTER'>],189,25,20,12,Team.LOS_ANGELES_LAKERS,460,118,35,61,105,251
184,6,caldejo01,134,79,707,109,José Calderón,2484,126,[<Position.POINT_GUARD: 'POINT GUARD'>],367,56,26,87,Team.TORONTO_RAPTORS,922,120,82,678,34,202
20,285,cambyma01,216,6,635,143,Marcus Camby,2758,118,[<Position.CENTER: 'CENTER'>],286,79,33,85,Team.DENVER_NUGGETS,721,202,79,259,230,807
81,2,cardibr01,62,25,126,13,Brian Cardinal,440,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],43,1,30,10,Team.MEMPHIS_GRIZZLIES,124,19,37,22,26,70
120,23,carnero01,96,38,392,55,Rodney Carney,1039,34,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],158,6,23,39,Team.PHILADELPHIA_76ERS,409,81,70,32,50,99
241,19,carroma01,187,105,589,111,Matt Carroll,2016,58,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],252,18,27,46,Team.CHARLOTTE_BOBCATS,720,138,80,73,33,193
129,28,cartean01,172,45,476,64,Anthony Carter,1960,124,[<Position.POINT_GUARD: 'POINT GUARD'>],218,67,32,107,Team.DENVER_NUGGETS,545,85,70,388,27,173
273,33,cartevi01,241,98,1287,350,Vince Carter,2959,181,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],587,72,31,93,Team.NEW_JERSEY_NETS,1622,429,76,389,112,341
54,3,cassesa01,69,14,402,106,Sam Cassell,975,78,[<Position.POINT_GUARD: 'POINT GUARD'>],183,33,38,28,Team.LOS_ANGELES_CLIPPERS,486,119,38,179,12,93
22,3,cassesa01,29,9,130,21,Sam Cassell,299,19,[<Position.POINT_GUARD: 'POINT GUARD'>],50,1,38,9,Team.BOSTON_CELTICS,130,25,17,35,5,26
1,84,chandty01,243,0,605,175,Tyson Chandler,2783,136,[<Position.CENTER: 'CENTER'>],377,79,25,45,Team.NEW_ORLEANS_HORNETS,929,295,79,81,322,606
30,16,chandwi01,83,9,242,34,Wilson Chandler,685,27,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],106,16,20,15,Team.NEW_YORK_KNICKS,255,54,35,33,38,89
60,43,childjo01,129,22,573,222,Josh Childress,2274,98,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],327,0,24,71,Team.ATLANTA_HAWKS,898,275,76,117,174,199
1,6,collija03,106,0,82,46,Jarron Collins,702,22,[<Position.CENTER: 'CENTER'>],36,9,29,10,Team.UTAH_JAZZ,118,74,70,37,40,76
0,8,collija04,110,0,54,14,Jason Collins,684,23,[<Position.CENTER: 'CENTER'>],23,23,29,11,Team.NEW_JERSEY_NETS,60,36,43,19,35,54
1,17,collija04,84,0,59,20,Jason Collins,488,25,[<Position.CENTER: 'CENTER'>],30,3,29,12,Team.MEMPHIS_GRIZZLIES,80,38,31,6,29,60
32,8,collima01,56,8,175,23,Mardy Collins,634,56,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],57,8,23,24,Team.NEW_YORK_KNICKS,145,38,46,89,19,56
2,60,collini01,250,0,641,123,Nick Collison,2223,118,[<Position.POWER_FORWARD: 'POWER FORWARD'>],322,35,27,47,Team.SEATTLE_SUPERSONICS,767,167,78,113,254,476
91,2,conlemi01,85,30,442,90,Mike Conley,1381,89,[<Position.POINT_GUARD: 'POINT GUARD'>],189,46,20,44,Team.MEMPHIS_GRIZZLIES,498,123,53,222,21,118
10,0,cookbr01,6,2,21,4,Brian Cook,70,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],4,2,27,2,Team.LOS_ANGELES_LAKERS,14,4,6,3,4,6
105,12,cookbr01,87,41,213,15,Brian Cook,559,35,[<Position.POWER_FORWARD: 'POWER FORWARD'>],84,0,27,11,Team.ORLANDO_MAGIC,224,17,45,24,24,75
238,9,cookda02,157,79,514,47,Daequan Cook,1441,63,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],196,19,20,23,Team.MIAMI_HEAT,518,57,59,75,20,157
494,17,crawfja01,144,176,1391,329,Jamal Crawford,3190,192,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],570,80,27,81,Team.NEW_YORK_KNICKS,1645,381,80,398,37,170
3,0,crittja01,12,1,53,19,Javaris Crittenton,171,22,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,0,20,7,Team.LOS_ANGELES_LAKERS,72,28,22,18,7,14
34,2,crittja01,35,9,180,53,Javaris Crittenton,508,33,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],72,0,20,12,Team.MEMPHIS_GRIZZLIES,206,76,28,33,20,69
61,6,croshau01,60,22,137,29,Austin Croshere,457,22,[<Position.POWER_FORWARD: 'POWER FORWARD'>],61,0,32,8,Team.GOLDEN_STATE_WARRIORS,173,32,44,30,33,71
0,29,curryed01,157,0,544,187,Eddy Curry,1530,126,[<Position.CENTER: 'CENTER'>],297,58,25,14,Team.NEW_YORK_KNICKS,781,300,59,32,111,164
1,192,dalemsa01,269,0,661,186,Samuel Dalembert,2724,155,[<Position.CENTER: 'CENTER'>],339,82,26,40,Team.PHILADELPHIA_76ERS,864,263,82,45,304,545
0,106,dampier01,226,0,277,84,Erick Dampier,1755,80,[<Position.CENTER: 'CENTER'>],178,64,32,24,Team.DALLAS_MAVERICKS,440,146,72,63,207,332
74,2,daniean01,78,17,447,170,Antonio Daniels,2161,91,[<Position.POINT_GUARD: 'POINT GUARD'>],205,63,32,69,Team.WASHINGTON_WIZARDS,597,219,71,340,23,180
102,18,daniema01,121,27,561,97,Marquis Daniels,1546,112,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],241,1,27,79,Team.INDIANA_PACERS,606,139,74,137,66,146
0,15,davidje01,46,0,125,18,Jermareo Davidson,322,17,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],51,2,23,7,Team.CHARLOTTE_BOBCATS,120,28,38,13,21,41
525,43,davisba01,247,173,1526,318,Baron Davis,3196,232,[<Position.POINT_GUARD: 'POINT GUARD'>],650,82,28,191,Team.GOLDEN_STATE_WARRIORS,1791,424,82,623,96,289
0,20,davisgl01,160,0,221,99,Glen Davis,940,65,[<Position.CENTER: 'CENTER'>],107,1,22,31,Team.BOSTON_CELTICS,313,150,69,28,95,113
0,6,davispa01,33,0,65,6,Paul Davis,194,9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,1,23,6,Team.LOS_ANGELES_CLIPPERS,54,10,22,10,25,22
333,14,davisri01,187,135,971,155,Ricky Davis,2963,191,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],420,47,28,87,Team.MIAMI_HEAT,1130,197,82,276,55,298
314,11,delfica01,177,120,632,116,Carlos Delfino,1928,75,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],251,0,25,69,Team.TORONTO_RAPTORS,738,156,82,145,66,293
22,29,denglu01,117,8,896,204,Luol Deng,2128,120,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],429,59,22,57,Team.CHICAGO_BULLS,1070,265,63,155,136,258
41,39,diawbo01,166,13,646,96,Boris Diaw,2308,155,[<Position.POWER_FORWARD: 'POWER FORWARD'>],308,19,25,61,Team.PHOENIX_SUNS,725,129,82,317,97,281
66,3,diawaya01,61,21,134,22,Yakhouba Diawara,542,16,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],55,14,25,8,Team.DENVER_NUGGETS,153,31,54,37,23,39
1,0,diazgu01,0,0,4,3,Guillermo Díaz,18,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],1,0,22,0,Team.LOS_ANGELES_CLIPPERS,5,5,6,1,2,0
108,3,dickada01,108,36,296,68,Dan Dickau,1040,55,[<Position.POINT_GUARD: 'POINT GUARD'>],124,8,29,32,Team.LOS_ANGELES_CLIPPERS,352,82,67,172,13,84
0,1,dickeka01,1,0,3,0,Kaniel Dickens,12,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],1,0,29,0,Team.CLEVELAND_CAVALIERS,2,0,5,1,0,1
233,4,dienetr01,107,74,430,64,Travis Diener,1356,55,[<Position.POINT_GUARD: 'POINT GUARD'>],159,21,25,35,Team.INDIANA_PACERS,456,71,66,251,26,89
0,3,dioguik01,43,0,134,40,Ike Diogu,305,20,[<Position.POWER_FORWARD: 'POWER FORWARD'>],64,1,24,7,Team.INDIANA_PACERS,168,47,30,10,38,47
0,63,diopde01,100,0,115,24,DeSagana Diop,894,42,[<Position.CENTER: 'CENTER'>],67,18,26,20,Team.DALLAS_MAVERICKS,158,40,52,26,111,159
0,25,diopde01,46,0,65,14,DeSagana Diop,401,16,[<Position.CENTER: 'CENTER'>],27,5,26,6,Team.NEW_JERSEY_NETS,68,30,27,14,49,73
39,2,dixonju01,38,17,160,18,Juan Dixon,424,35,[<Position.POINT_GUARD: 'POINT GUARD'>],59,0,29,21,Team.TORONTO_RAPTORS,153,19,36,65,9,38
33,0,dixonju01,24,13,98,3,Juan Dixon,244,19,[<Position.POINT_GUARD: 'POINT GUARD'>],47,0,29,0,Team.DETROIT_PISTONS,110,7,17,32,6,22
0,10,doleami01,44,0,63,1,Michael Doleac,257,12,[<Position.CENTER: 'CENTER'>],28,8,30,10,Team.MINNESOTA_TIMBERWOLVES,57,2,24,7,16,33
65,5,doolike01,131,22,423,163,Keyon Dooling,1334,61,[<Position.POINT_GUARD: 'POINT GUARD'>],198,1,27,36,Team.ORLANDO_MAGIC,581,193,72,133,7,94
122,12,doubyqu01,80,42,335,48,Quincy Douby,876,59,[<Position.POINT_GUARD: 'POINT GUARD'>],132,0,23,30,Team.SACRAMENTO_KINGS,354,52,74,53,17,66
41,10,dudleja01,128,9,348,87,Jared Dudley,1384,50,[<Position.POWER_FORWARD: 'POWER FORWARD'>],163,14,22,55,Team.CHARLOTTE_BOBCATS,422,118,73,81,121,165
155,2,duhonch01,92,54,344,65,Chris Duhon,1490,71,[<Position.POINT_GUARD: 'POINT GUARD'>],133,18,25,48,Team.CHICAGO_BULLS,385,80,66,263,19,97
4,152,duncati01,185,0,1178,338,Tim Duncan,2651,178,[<Position.CENTER: 'CENTER'>],585,78,31,56,Team.SAN_ANTONIO_SPURS,1508,463,78,218,237,644
389,31,dunlemi02,208,165,1117,336,Mike Dunleavy,2953,190,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],532,82,27,86,Team.INDIANA_PACERS,1565,403,82,288,59,365
0,0,duprero01,0,0,0,0,Ronald Dupree,3,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],0,0,27,0,Team.DETROIT_PISTONS,0,0,1,0,0,0
0,0,duprero01,0,0,3,2,Ronald Dupree,18,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],1,0,27,1,Team.SEATTLE_SUPERSONICS,4,2,4,1,1,7
205,75,duranke01,122,59,1366,391,Kevin Durant,2768,232,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],587,80,19,78,Team.SEATTLE_SUPERSONICS,1624,448,80,192,70,278
52,27,ellismo01,195,12,1227,320,Monta Ellis,3071,173,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],652,72,22,124,Team.GOLDEN_STATE_WARRIORS,1636,417,81,315,133,271
0,14,elsonfr01,62,0,148,20,Francisco Elson,534,30,[<Position.CENTER: 'CENTER'>],62,3,31,9,Team.SAN_ANTONIO_SPURS,144,24,41,16,33,102
1,6,elsonfr01,34,0,88,6,Francisco Elson,279,17,[<Position.CENTER: 'CENTER'>],30,2,31,6,Team.SEATTLE_SUPERSONICS,66,13,22,8,17,48
0,18,elyme01,79,0,180,32,Melvin Ely,621,42,[<Position.CENTER: 'CENTER'>],85,1,29,7,Team.NEW_ORLEANS_HORNETS,202,58,52,22,28,117
7,1,evansma01,10,1,28,12,Maurice Evans,96,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],9,0,29,5,Team.LOS_ANGELES_LAKERS,31,15,7,12,4,5
202,9,evansma01,132,80,517,47,Maurice Evans,1624,40,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],253,47,29,41,Team.ORLANDO_MAGIC,633,68,68,69,88,121
1,8,evansre01,213,1,346,120,Reggie Evans,1879,108,[<Position.POWER_FORWARD: 'POWER FORWARD'>],152,61,27,86,Team.PHILADELPHIA_76ERS,425,257,81,65,224,387
