attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
203,24,anthoca01,156,68,1025,295,Carmelo Anthony,1876,144,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],441,55,27,62,Team.NEW_YORK_KNICKS,1245,367,55,200,88,256
0,84,anthojo01,126,0,152,49,Joel Anthony,1349,45,[<Position.CENTER: 'CENTER'>],85,51,29,36,Team.MIAMI_HEAT,219,71,64,9,100,150
39,1,arenagi01,35,13,64,7,Gilbert Arenas,211,12,[<Position.POINT_GUARD: 'POINT GUARD'>],26,0,30,11,Team.MEMPHIS_GRIZZLIES,72,10,17,18,2,16
87,25,arizatr01,73,29,403,79,Trevor Ariza,1350,76,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],168,41,26,69,Team.NEW_ORLEANS_HORNETS,444,102,41,135,41,174
0,68,asikom01,121,0,156,47,Ömer Aşık,971,68,[<Position.CENTER: 'CENTER'>],79,2,25,30,Team.CHICAGO_BULLS,205,103,66,32,127,223
179,1,augusdj01,65,61,487,105,D.J. Augustin,1408,110,[<Position.POINT_GUARD: 'POINT GUARD'>],183,46,24,36,Team.CHARLOTTE_BOBCATS,532,120,48,307,24,85
1,46,ayongu01,118,0,261,39,Gustavo Ayón,1088,46,[<Position.POWER_FORWARD: 'POWER FORWARD'>],140,24,26,53,Team.NEW_ORLEANS_HORNETS,319,63,54,74,86,179
0,2,pendeje02,16,0,36,4,Jeff Ayres,106,2,[<Position.CENTER: 'CENTER'>],15,1,24,3,Team.INDIANA_PACERS,34,7,20,4,12,21
3,0,azubuke01,1,1,8,0,Kelenna Azubuike,18,4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],3,0,28,1,Team.DALLAS_MAVERICKS,7,0,3,0,0,0
100,4,babbilu01,46,43,173,17,Luke Babbitt,537,27,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],71,4,22,10,Team.PORTLAND_TRAIL_BLAZERS,202,20,40,16,16,79
9,3,balkmre01,14,2,32,8,Renaldo Balkman,115,6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],16,0,27,4,Team.NEW_YORK_KNICKS,42,11,14,5,6,20
111,7,barbole01,101,40,454,76,Leandro Barbosa,946,68,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],198,0,29,36,Team.TORONTO_RAPTORS,512,91,42,63,21,58
59,0,barbole01,34,25,183,25,Leandro Barbosa,436,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],73,0,29,20,Team.INDIANA_PACERS,196,33,22,33,12,37
143,0,bareajo01,61,53,418,76,J.J. Barea,1032,103,[<Position.POINT_GUARD: 'POINT GUARD'>],167,11,27,21,Team.MINNESOTA_TIMBERWOLVES,463,98,41,232,14,100
115,15,bargnan01,52,34,484,151,Andrea Bargnani,1032,69,[<Position.CENTER: 'CENTER'>],209,31,26,18,Team.TORONTO_RAPTORS,603,173,31,61,24,148
138,48,barnema02,152,46,387,95,Matt Barnes,1440,73,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],175,16,31,35,Team.LOS_ANGELES_LAKERS,491,128,63,126,97,247
0,0,barroea01,5,0,4,0,Earl Barron,9,0,[<Position.CENTER: 'CENTER'>],2,0,30,0,Team.GOLDEN_STATE_WARRIORS,4,0,2,0,1,0
0,54,bassbr01,135,0,632,132,Brandon Bass,1868,65,[<Position.POWER_FORWARD: 'POWER FORWARD'>],303,39,26,34,Team.BOSTON_CELTICS,738,163,59,55,95,270
1,6,battito01,26,0,51,4,Tony Battie,295,4,[<Position.CENTER: 'CENTER'>],19,11,35,4,Team.PHILADELPHIA_76ERS,42,4,27,16,8,59
183,33,battish01,105,62,292,23,Shane Battier,1499,37,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],113,10,33,64,Team.MIAMI_HEAT,311,37,65,82,56,100
274,60,batumni01,105,107,641,133,Nicolas Batum,1791,90,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],289,34,23,57,Team.PORTLAND_TRAIL_BLAZERS,818,159,59,84,81,190
104,4,bayleje01,70,44,276,75,Jerryd Bayless,705,53,[<Position.POINT_GUARD: 'POINT GUARD'>],117,11,23,24,Team.TORONTO_RAPTORS,353,88,31,118,8,58
101,19,beaslmi01,83,38,497,61,Michael Beasley,1087,80,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],221,7,23,18,Team.MINNESOTA_TIMBERWOLVES,541,95,47,45,39,168
132,28,beaubro01,98,38,445,58,Rodrigue Beaubois,1151,70,[<Position.POINT_GUARD: 'POINT GUARD'>],188,12,23,56,Team.DALLAS_MAVERICKS,472,69,53,152,19,132
284,5,belinma01,115,107,686,101,Marco Belinelli,1966,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],286,55,25,48,Team.NEW_ORLEANS_HORNETS,780,129,66,101,19,153
87,2,bellra01,78,34,174,21,Raja Bell,796,21,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],81,33,35,13,Team.UTAH_JAZZ,217,25,34,38,6,43
0,0,bensoke02,0,0,1,0,Keith Benson,9,0,[<Position.CENTER: 'CENTER'>],0,0,23,0,Team.GOLDEN_STATE_WARRIORS,0,0,3,0,2,1
85,3,bibbymi01,45,27,124,6,Mike Bibby,557,20,[<Position.POINT_GUARD: 'POINT GUARD'>],35,4,33,21,Team.NEW_YORK_KNICKS,103,8,39,80,5,54
0,45,biedran01,125,0,64,1,Andris Biedriņš,739,14,[<Position.CENTER: 'CENTER'>],39,35,25,23,Team.GOLDEN_STATE_WARRIORS,79,9,47,16,45,131
125,3,billuch01,40,48,228,85,Chauncey Billups,607,38,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],83,20,35,9,Team.LOS_ANGELES_CLIPPERS,299,95,20,80,4,46
0,115,biyombi01,145,0,278,69,Bismack Biyombo,1455,71,[<Position.CENTER: 'CENTER'>],129,41,19,20,Team.CHARLOTTE_BOBCATS,327,143,63,27,113,255
1,12,blairde01,168,0,504,73,DeJuan Blair,1363,92,[<Position.POWER_FORWARD: 'POWER FORWARD'>],269,62,22,59,Team.SAN_ANTONIO_SPURS,611,119,64,78,154,197
158,2,blakest01,75,53,268,21,Steve Blake,1237,72,[<Position.POINT_GUARD: 'POINT GUARD'>],101,5,31,39,Team.LOS_ANGELES_LAKERS,276,27,53,175,9,76
7,17,blatcan01,54,2,245,33,Andray Blatche,626,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],93,13,25,20,Team.WASHINGTON_WIZARDS,221,49,26,28,42,108
30,14,bledser01,58,6,126,28,Eric Bledsoe,464,47,[<Position.POINT_GUARD: 'POINT GUARD'>],49,1,22,31,Team.LOS_ANGELES_CLIPPERS,132,44,40,66,22,43
12,0,boganke01,15,3,21,2,Keith Bogans,94,3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],8,1,31,2,Team.NEW_JERSEY_NETS,21,5,5,3,5,6
1,24,bogutan01,36,0,136,14,Andrew Bogut,364,24,[<Position.CENTER: 'CENTER'>],61,12,27,12,Team.MILWAUKEE_BUCKS,136,23,12,31,22,78
250,21,bonnema01,68,105,350,16,Matt Bonner,1326,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],154,2,31,15,Team.SAN_ANTONIO_SPURS,429,21,65,61,29,185
2,43,booketr01,138,1,341,56,Trevor Booker,1261,58,[<Position.POWER_FORWARD: 'POWER FORWARD'>],181,32,24,48,Team.WASHINGTON_WIZARDS,419,93,50,40,119,206
1,24,boozeca01,168,0,842,95,Carlos Boozer,1948,115,[<Position.POWER_FORWARD: 'POWER FORWARD'>],448,66,30,63,Team.CHICAGO_BULLS,991,137,66,125,114,450
35,45,boshch01,128,10,807,229,Chris Bosh,2007,117,[<Position.POWER_FORWARD: 'POWER FORWARD'>],393,57,27,51,Team.MIAMI_HEAT,1025,279,57,103,94,358
9,0,boykiea01,5,2,36,13,Earl Boykins,111,7,[<Position.POINT_GUARD: 'POINT GUARD'>],12,0,35,1,Team.HOUSTON_ROCKETS,39,15,8,17,0,11
9,1,brackcr01,6,3,33,1,Craig Brackins,88,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],9,1,24,0,Team.PHILADELPHIA_76ERS,22,2,14,8,5,10
54,12,bradlav01,109,22,402,62,Avery Bradley,1368,75,[<Position.POINT_GUARD: 'POINT GUARD'>],200,28,21,43,Team.BOSTON_CELTICS,484,78,64,87,34,81
1,97,brandel01,176,0,581,85,Elton Brand,1732,65,[<Position.CENTER: 'CENTER'>],287,60,32,58,Team.PHILADELPHIA_76ERS,659,116,60,97,145,284
127,17,breweco01,113,33,463,90,Corey Brewer,1287,56,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],201,17,25,72,Team.DENVER_NUGGETS,525,130,59,88,43,107
69,21,brewero02,64,19,445,56,Ronnie Brewer,1635,59,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],190,43,26,72,Team.CHICAGO_BULLS,455,100,66,137,72,159
1,1,brockjo01,33,0,45,7,Jon Brockman,239,10,[<Position.POWER_FORWARD: 'POWER FORWARD'>],15,0,24,4,Team.MILWAUKEE_BUCKS,37,15,35,9,33,42
150,15,brookma01,116,47,640,113,MarShon Brooks,1648,118,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],274,47,23,52,Team.NEW_JERSEY_NETS,708,148,56,131,70,130
24,12,brownde04,96,6,409,94,Derrick Brown,1443,55,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],212,17,24,48,Team.CHARLOTTE_BOBCATS,524,141,65,67,95,141
0,0,brownkw01,21,0,40,15,Kwame Brown,187,14,[<Position.CENTER: 'CENTER'>],21,3,29,8,Team.GOLDEN_STATE_WARRIORS,57,34,9,4,16,41
188,15,brownsh01,66,68,598,80,Shannon Brown,1400,64,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],251,19,26,44,Team.PHOENIX_SUNS,650,99,59,69,38,119
287,18,bryanko01,105,87,1336,381,Kobe Bryant,2232,204,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],574,58,33,69,Team.LOS_ANGELES_LAKERS,1616,451,58,264,66,247
219,7,budinch01,65,88,471,54,Chase Budinger,1298,55,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],208,9,23,29,Team.HOUSTON_ROCKETS,558,70,58,74,38,179
45,5,burksal01,84,15,357,104,Alec Burks,939,51,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],153,0,20,27,Team.UTAH_JAZZ,425,143,59,55,57,75
257,9,butleca01,123,92,705,87,Caron Butler,1871,77,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],287,63,31,52,Team.LOS_ANGELES_CLIPPERS,753,107,63,78,44,186
11,5,butleji01,20,2,79,43,Jimmy Butler,359,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],32,0,22,11,Team.CHICAGO_BULLS,109,56,42,14,23,33
77,5,butlera01,39,21,133,7,Rasual Butler,453,15,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],41,14,32,7,Team.TORONTO_RAPTORS,110,12,34,19,6,60
6,0,byarsde01,2,0,11,4,Derrick Byars,37,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],3,0,27,2,Team.SAN_ANTONIO_SPURS,10,4,2,1,6,5
5,116,bynuman01,104,1,796,234,Andrew Bynum,2112,152,[<Position.CENTER: 'CENTER'>],444,60,24,27,Team.LOS_ANGELES_LAKERS,1123,338,60,85,192,517
29,3,bynumwi01,61,7,194,49,Will Bynum,514,54,[<Position.POINT_GUARD: 'POINT GUARD'>],74,0,29,23,Team.DETROIT_PISTONS,204,64,36,66,10,46
159,3,caldejo01,94,59,477,60,José Calderón,1799,104,[<Position.POINT_GUARD: 'POINT GUARD'>],218,53,30,47,Team.TORONTO_RAPTORS,555,68,53,468,19,141
0,56,cambyma01,88,0,161,18,Marcus Camby,894,47,[<Position.CENTER: 'CENTER'>],67,40,37,33,Team.PORTLAND_TRAIL_BLAZERS,152,38,40,75,105,249
5,29,cambyma01,38,2,126,11,Marcus Camby,458,10,[<Position.CENTER: 'CENTER'>],61,13,37,17,Team.HOUSTON_ROCKETS,135,26,19,32,52,124
49,2,cardibr01,38,10,55,5,Brian Cardinal,277,8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],14,0,34,8,Team.DALLAS_MAVERICKS,43,6,44,16,4,30
0,0,carrode01,1,0,6,0,DeMarre Carroll,21,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],6,0,25,0,Team.DENVER_NUGGETS,12,0,4,3,0,3
19,1,carrode01,36,7,99,14,DeMarre Carroll,327,9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],37,9,25,12,Team.UTAH_JAZZ,95,16,20,15,28,22
43,7,carroma01,52,8,157,30,Matt Carroll,596,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],52,2,31,16,Team.CHARLOTTE_BOBCATS,142,38,53,38,8,50
17,4,cartean01,20,5,53,8,Anthony Carter,209,17,[<Position.POINT_GUARD: 'POINT GUARD'>],17,0,36,8,Team.TORONTO_RAPTORS,47,10,24,34,5,28
205,25,cartevi01,134,74,542,95,Vince Carter,1542,84,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],223,40,35,56,Team.DALLAS_MAVERICKS,615,115,61,139,32,173
168,21,casspom01,115,53,412,74,Omri Casspi,1341,64,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],166,35,23,37,Team.CLEVELAND_CAVALIERS,459,108,65,66,63,165
260,11,chalmma01,166,101,498,80,Mario Chalmers,1825,142,[<Position.POINT_GUARD: 'POINT GUARD'>],223,64,25,97,Team.MIAMI_HEAT,627,101,64,222,16,155
2,89,chandty01,186,0,355,217,Tyson Chandler,2061,102,[<Position.CENTER: 'CENTER'>],241,62,29,56,Team.NEW_YORK_KNICKS,699,315,62,56,212,400
12,6,chandwi01,18,3,79,10,Wilson Chandler,215,18,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,6,24,6,Team.DENVER_NUGGETS,75,12,8,17,6,35
24,6,childjo01,38,4,99,0,Josh Childress,491,9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],48,0,28,14,Team.PHOENIX_SUNS,100,2,34,34,31,64
0,32,clarkea01,72,0,139,21,Earl Clark,559,25,[<Position.POWER_FORWARD: 'POWER FORWARD'>],51,1,24,12,Team.ORLANDO_MAGIC,123,29,45,18,35,89
76,2,coleno01,124,21,450,66,Norris Cole,1260,105,[<Position.POINT_GUARD: 'POINT GUARD'>],177,2,23,44,Team.MIAMI_HEAT,441,85,65,133,21,70
0,3,collija04,34,0,40,7,Jason Collins,308,10,[<Position.CENTER: 'CENTER'>],16,10,33,4,Team.ATLANTA_HAWKS,39,15,30,10,12,36
94,14,collida01,101,34,523,127,Darren Collison,1878,114,[<Position.POINT_GUARD: 'POINT GUARD'>],230,56,24,49,Team.INDIANA_PACERS,621,153,60,287,30,157
1,28,collini01,153,0,201,44,Nick Collison,1307,61,[<Position.POWER_FORWARD: 'POWER FORWARD'>],120,0,31,33,Team.OKLAHOMA_CITY_THUNDER,284,62,63,82,119,155
159,11,conlemi01,133,60,684,136,Mike Conley,2174,125,[<Position.POINT_GUARD: 'POINT GUARD'>],296,61,24,136,Team.MEMPHIS_GRIZZLIES,788,158,62,404,22,134
27,4,cookbr01,26,5,49,4,Brian Cook,121,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],11,0,31,2,Team.LOS_ANGELES_CLIPPERS,31,4,16,2,4,19
23,1,cookbr01,22,5,49,5,Brian Cook,155,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,0,31,4,Team.WASHINGTON_WIZARDS,50,6,16,8,6,34
228,11,cookda02,69,79,296,14,Daequan Cook,989,16,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],109,22,24,22,Team.OKLAHOMA_CITY_THUNDER,311,22,57,15,12,110
14,75,couside01,257,2,999,262,DeMarcus Cousins,1950,170,[<Position.CENTER: 'CENTER'>],448,62,21,93,Team.SACRAMENTO_KINGS,1160,373,64,102,265,438
260,14,crawfja01,74,80,737,191,Jamal Crawford,1613,111,[<Position.POINT_GUARD: 'POINT GUARD'>],283,6,31,55,Team.PORTLAND_TRAIL_BLAZERS,837,206,60,191,16,102
273,5,crawfjo02,111,79,872,161,Jordan Crawford,1753,141,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],349,32,23,59,Team.WASHINGTON_WIZARDS,938,203,64,190,44,124
2,34,cunnida01,98,0,279,45,Dante Cunningham,1124,29,[<Position.POWER_FORWARD: 'POWER FORWARD'>],144,5,24,42,Team.MEMPHIS_GRIZZLIES,333,69,64,37,91,155
0,2,curryed01,17,0,26,6,Eddy Curry,83,10,[<Position.CENTER: 'CENTER'>],12,1,29,0,Team.MIAMI_HEAT,30,8,14,1,4,8
121,8,curryst01,62,55,296,38,Stephen Curry,732,65,[<Position.POINT_GUARD: 'POINT GUARD'>],145,23,23,39,Team.GOLDEN_STATE_WARRIORS,383,47,26,138,15,73
1,111,dalemsa01,162,0,395,90,Samuel Dalembert,1446,82,[<Position.CENTER: 'CENTER'>],200,45,30,37,Team.HOUSTON_ROCKETS,490,113,65,33,158,298
0,4,dampier01,9,0,8,0,Erick Dampier,83,3,[<Position.CENTER: 'CENTER'>],1,0,36,1,Team.ATLANTA_HAWKS,2,0,15,4,10,15
10,9,daniema01,36,0,143,17,Marquis Daniels,484,28,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],52,0,31,21,Team.BOSTON_CELTICS,121,23,38,47,16,50
85,3,davisba01,61,26,184,16,Baron Davis,595,76,[<Position.POINT_GUARD: 'POINT GUARD'>],68,14,32,34,Team.NEW_YORK_KNICKS,178,24,29,135,13,43
1,63,davised01,156,0,335,71,Ed Davis,1534,67,[<Position.POWER_FORWARD: 'POWER FORWARD'>],172,9,22,40,Team.TORONTO_RAPTORS,415,106,66,60,134,304
14,19,davisgl01,106,2,534,114,Glen Davis,1427,75,[<Position.POWER_FORWARD: 'POWER FORWARD'>],225,13,26,43,Team.ORLANDO_MAGIC,566,167,61,47,107,224
13,1,davisjo02,19,4,27,4,Josh Davis,130,3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],10,0,31,7,Team.MEMPHIS_GRIZZLIES,28,8,15,6,16,11
0,2,dawsoer01,6,0,12,1,Eric Dawson,39,3,[<Position.CENTER: 'CENTER'>],7,0,27,1,Team.SAN_ANTONIO_SPURS,15,2,4,0,5,5
62,21,dayeau01,62,13,227,35,Austin Daye,603,40,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],73,4,23,22,Team.DETROIT_PISTONS,194,43,41,33,14,77
239,10,delfica01,99,86,453,38,Carlos Delfino,1537,66,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],182,53,29,79,Team.MILWAUKEE_BUCKS,488,48,54,123,20,188
215,36,denglu01,81,79,755,127,Luol Deng,2129,96,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],311,54,26,56,Team.CHICAGO_BULLS,828,165,54,157,77,273
4,0,dentmju01,2,0,6,0,Justin Dentmon,19,1,[<Position.POINT_GUARD: 'POINT GUARD'>],2,0,26,1,Team.SAN_ANTONIO_SPURS,4,0,2,1,0,1
10,0,dentmju01,8,2,22,4,Justin Dentmon,72,6,[<Position.POINT_GUARD: 'POINT GUARD'>],8,0,26,1,Team.TORONTO_RAPTORS,22,6,4,9,0,7
92,17,derozde01,162,24,903,268,DeMar DeRozan,2206,123,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],381,63,22,48,Team.TORONTO_RAPTORS,1054,331,63,128,40,171
86,19,diawbo01,71,23,283,17,Boris Diaw,1018,84,[<Position.POWER_FORWARD: 'POWER FORWARD'>],116,28,29,20,Team.CHARLOTTE_BOBCATS,272,27,37,158,47,148
13,6,diawbo01,54,8,68,5,Boris Diaw,406,28,[<Position.POWER_FORWARD: 'POWER FORWARD'>],40,7,29,14,Team.SAN_ANTONIO_SPURS,93,8,20,47,23,62
0,0,dioguik01,1,0,2,2,Ike Diogu,14,1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],0,0,28,0,Team.SAN_ANTONIO_SPURS,2,2,2,0,0,1
0,13,diopde01,36,0,42,1,DeSagana Diop,325,19,[<Position.CENTER: 'CENTER'>],15,9,30,6,Team.CHARLOTTE_BOBCATS,31,6,27,23,33,52
81,2,doolike01,57,27,163,23,Keyon Dooling,662,34,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],66,2,31,13,Team.BOSTON_CELTICS,182,31,46,51,3,36
117,1,douglto01,55,27,290,22,Toney Douglas,656,56,[<Position.POINT_GUARD: 'POINT GUARD'>],94,9,25,29,Team.NEW_YORK_KNICKS,237,26,38,77,16,56
202,10,dragigo01,166,68,600,153,Goran Dragić,1752,157,[<Position.POINT_GUARD: 'POINT GUARD'>],277,28,25,85,Team.HOUSTON_ROCKETS,775,190,66,351,53,115
209,19,dudleja01,107,80,643,119,Jared Dudley,2020,72,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],312,60,26,49,Team.PHOENIX_SUNS,823,164,65,112,95,206
119,9,duhonch01,71,50,203,17,Chris Duhon,1226,81,[<Position.POINT_GUARD: 'POINT GUARD'>],85,9,29,35,Team.ORLANDO_MAGIC,237,21,63,151,14,88
4,88,duncati01,98,0,733,173,Tim Duncan,1634,97,[<Position.CENTER: 'CENTER'>],361,58,35,38,Team.SAN_ANTONIO_SPURS,895,249,58,132,110,410
208,8,dunlemi02,87,83,504,116,Mike Dunleavy,1445,58,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],239,3,31,28,Team.MILWAUKEE_BUCKS,677,143,55,117,29,175
344,77,duranke01,133,133,1297,431,Kevin Durant,2546,248,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],643,66,23,88,Team.OKLAHOMA_CITY_THUNDER,1850,501,66,231,40,487
8,2,dysonje01,19,1,48,28,Jerome Dyson,180,20,[<Position.POINT_GUARD: 'POINT GUARD'>],19,1,24,11,Team.NEW_ORLEANS_HORNETS,67,36,9,18,2,17
9,6,ebankde01,26,0,89,23,Devin Ebanks,396,18,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],37,12,22,11,Team.LOS_ANGELES_LAKERS,97,35,24,12,26,28
108,10,ellinwa01,56,35,302,32,Wayne Ellington,973,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],122,4,24,26,Team.MINNESOTA_TIMBERWOLVES,311,40,51,33,14,85
156,12,ellismo01,84,50,704,151,Monta Ellis,1365,123,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],305,37,26,56,Team.GOLDEN_STATE_WARRIORS,811,186,37,223,16,111
45,6,ellismo01,52,12,336,68,Monta Ellis,755,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],145,21,26,29,Team.MILWAUKEE_BUCKS,370,89,21,123,4,69
0,1,elsonfr01,0,0,3,0,Francisco Elson,16,1,[<Position.CENTER: 'CENTER'>],1,0,35,1,Team.PHILADELPHIA_76ERS,2,0,5,1,0,1
1,1,emmetan01,2,0,7,5,Andre Emmett,45,2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],4,0,29,2,Team.NEW_JERSEY_NETS,13,8,6,1,2,4
0,5,erdense01,60,0,74,21,Semih Erden,333,16,[<Position.CENTER: 'CENTER'>],39,9,25,10,Team.CLEVELAND_CAVALIERS,99,41,28,9,20,52
1,24,evansje01,23,0,42,8,Jeremy Evans,217,5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,0,24,6,Team.UTAH_JAZZ,62,16,29,13,19,31
45,0,evansma01,36,17,112,10,Maurice Evans,343,10,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],45,0,33,14,Team.WASHINGTON_WIZARDS,117,13,24,9,8,16
0,6,evansre01,118,0,72,36,Reggie Evans,771,44,[<Position.POWER_FORWARD: 'POWER FORWARD'>],34,0,31,31,Team.LOS_ANGELES_CLIPPERS,104,71,56,17,100,171
99,29,evansty01,136,20,900,201,Tyreke Evans,2162,171,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],408,61,22,84,Team.SACRAMENTO_KINGS,1037,258,63,283,64,225
