attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
23,3,arthuda01,22,8,47,2,Darrell Arthur,141,15,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,1,29,8,Team.DENVER_NUGGETS,54,3,19,9,3,12
29,3,artisja01,11,8,79,7,Jamel Artis,279,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,1,25,2,Team.ORLANDO_MAGIC,77,12,15,18,4,34
0,2,asikom01,14,0,16,4,Ömer Aşık,121,5,[<Position.CENTER: 'CENTER'>],7,0,31,1,Team.NEW_ORLEANS_PELICANS,18,12,14,2,7,30
0,2,asikom01,6,0,6,0,Ömer Aşık,61,4,[<Position.CENTER: 'CENTER'>],2,0,31,1,Team.CHICAGO_BULLS,4,1,4,1,2,8
272,0,augusdj01,94,114,540,164,D.J. Augustin,1760,123,[<Position.POINT_GUARD: 'POINT GUARD'>],244,36,30,54,Team.ORLANDO_MAGIC,766,189,75,287,30,130
111,5,babbilu01,47,49,168,17,Luke Babbitt,570,15,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],80,9,28,7,Team.ATLANTA_HAWKS,226,22,37,26,5,76
45,2,babbilu01,7,11,47,0,Luke Babbitt,145,4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],11,5,28,1,Team.MIAMI_HEAT,33,0,13,5,2,13
43,2,bacondw01,46,11,192,20,Dwayne Bacon,713,23,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],72,6,22,16,Team.CHARLOTTE_HORNETS,175,25,53,38,4,120
33,6,bakerro01,33,11,59,20,Ron Baker,385,18,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,1,24,26,Team.NEW_YORK_KNICKS,71,26,29,47,5,25
5,1,baldwwa01,12,4,21,6,Wade Baldwin,80,4,[<Position.POINT_GUARD: 'POINT GUARD'>],14,0,21,2,Team.PORTLAND_TRAIL_BLAZERS,38,10,7,5,1,7
295,43,balllo01,117,90,564,32,Lonzo Ball,1780,136,[<Position.POINT_GUARD: 'POINT GUARD'>],203,50,20,88,Team.LOS_ANGELES_LAKERS,528,71,52,376,69,291
313,3,bareajo01,83,115,690,80,J.J. Barea,1603,143,[<Position.POINT_GUARD: 'POINT GUARD'>],303,10,33,35,Team.DALLAS_MAVERICKS,801,102,69,434,15,186
333,14,barneha02,94,119,1208,259,Harrison Barnes,2634,118,[<Position.POWER_FORWARD: 'POWER FORWARD'>],537,77,25,49,Team.DALLAS_MAVERICKS,1452,313,77,152,77,391
422,52,bartowi01,168,156,1028,182,Will Barton,2683,149,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],465,40,27,82,Team.DENVER_NUGGETS,1268,226,81,331,70,339
274,23,batumni01,72,92,650,108,Nicolas Batum,1981,131,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],270,64,29,65,Team.CHARLOTTE_HORNETS,740,130,64,349,57,249
146,6,bayleje01,91,54,262,35,Jerryd Bayless,925,46,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],109,11,29,23,Team.PHILADELPHIA_76ERS,307,44,39,54,15,65
21,51,baynear01,200,3,446,59,Aron Baynes,1485,80,[<Position.CENTER: 'CENTER'>],210,67,31,22,Team.BOSTON_CELTICS,482,78,81,93,130,304
274,45,bazemke01,147,108,676,160,Kent Bazemore,1789,157,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],284,65,28,100,Team.ATLANTA_HAWKS,836,201,65,228,25,223
530,36,bealbr01,160,199,1484,292,Bradley Beal,2977,214,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],683,82,24,96,Team.WASHINGTON_WIZARDS,1857,369,82,373,61,302
82,7,beaslma01,36,28,178,22,Malik Beasley,583,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],73,0,21,15,Team.DENVER_NUGGETS,196,33,62,31,14,57
86,43,beaslmi01,145,34,807,124,Michael Beasley,1653,143,[<Position.POWER_FORWARD: 'POWER FORWARD'>],409,30,29,36,Team.NEW_YORK_KNICKS,976,159,74,123,97,317
247,3,belinma01,41,92,485,101,Marco Belinelli,1210,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],199,1,31,46,Team.ATLANTA_HAWKS,591,109,52,103,14,86
148,9,belinma01,50,57,279,47,Marco Belinelli,737,40,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],138,1,31,20,Team.PHILADELPHIA_76ERS,380,54,28,45,6,45
4,56,belljo01,92,0,185,30,Jordan Bell,809,51,[<Position.CENTER: 'CENTER'>],116,13,23,35,Team.GOLDEN_STATE_WARRIORS,262,44,57,102,60,147
30,12,bembrde01,38,11,128,19,DeAndre' Bembry,455,47,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],53,3,23,21,Team.ATLANTA_HAWKS,136,33,26,49,8,64
322,53,bendedr01,166,118,484,39,Dragan Bender,2069,112,[<Position.POWER_FORWARD: 'POWER FORWARD'>],187,37,20,22,Team.PHOENIX_SUNS,531,51,82,130,40,321
252,28,bertada01,93,94,366,40,Dāvis Bertāns,1086,36,[<Position.POWER_FORWARD: 'POWER FORWARD'>],161,10,25,26,Team.SAN_ANTONIO_SPURS,456,49,77,74,18,135
60,5,beverpa01,34,24,119,14,Patrick Beverley,334,25,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],48,11,29,19,Team.LOS_ANGELES_CLIPPERS,134,17,11,32,16,29
0,21,birchkh01,56,0,126,42,Khem Birch,578,21,[<Position.CENTER: 'CENTER'>],68,0,25,15,Team.ORLANDO_MAGIC,178,61,42,34,70,110
7,1,birdja01,7,3,26,6,Jabari Bird,115,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],15,1,23,3,Team.BOSTON_CELTICS,39,13,13,8,6,13
1,95,biyombi01,158,0,352,102,Bismack Biyombo,1495,84,[<Position.CENTER: 'CENTER'>],183,25,25,21,Team.ORLANDO_MAGIC,468,157,82,66,144,324
183,16,bjeline01,141,76,371,36,Nemanja Bjelica,1371,52,[<Position.POWER_FORWARD: 'POWER FORWARD'>],171,21,29,50,Team.MINNESOTA_TIMBERWOLVES,454,45,67,86,53,221
11,30,blackta01,107,1,127,29,Tarik Black,536,35,[<Position.CENTER: 'CENTER'>],75,2,26,21,Team.HOUSTON_ROCKETS,180,63,51,13,63,100
52,1,blakean01,19,15,143,30,Antonio Blakeney,314,11,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],53,0,21,7,Team.CHICAGO_BULLS,151,39,19,20,4,29
13,2,bledser01,6,4,40,11,Eric Bledsoe,83,10,[<Position.POINT_GUARD: 'POINT GUARD'>],16,3,28,4,Team.PHOENIX_SUNS,47,14,3,9,3,4
347,40,bledser01,179,121,949,241,Eric Bledsoe,2239,206,[<Position.POINT_GUARD: 'POINT GUARD'>],452,71,28,145,Team.MILWAUKEE_BUCKS,1266,303,71,361,48,229
2,0,blueva01,2,0,5,1,Vander Blue,45,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],1,0,25,1,Team.LOS_ANGELES_LAKERS,3,2,5,3,0,1
329,16,bogdabo01,172,129,772,100,Bogdan Bogdanović,2175,125,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],344,53,25,72,Team.SACRAMENTO_KINGS,917,119,78,258,31,192
386,8,bogdabo02,129,155,852,178,Bojan Bogdanović,2464,106,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],404,80,28,55,Team.INDIANA_PACERS,1141,205,80,119,30,240
0,13,bogutan01,40,0,25,2,Andrew Bogut,216,19,[<Position.CENTER: 'CENTER'>],17,5,33,4,Team.LOS_ANGELES_LAKERS,36,2,24,15,26,52
1,0,bolomjo01,3,0,6,3,Joel Bolomboy,38,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],3,0,24,2,Team.MILWAUKEE_BUCKS,9,6,6,0,6,4
384,14,bookede01,168,147,1054,289,Devin Booker,1865,194,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],455,54,21,47,Team.PHOENIX_SUNS,1346,329,54,253,26,218
12,5,booketr01,43,3,150,24,Trevor Booker,395,30,[<Position.POWER_FORWARD: 'POWER FORWARD'>],77,6,30,8,Team.BROOKLYN_NETS,181,43,18,38,38,81
7,11,booketr01,50,2,109,32,Trevor Booker,494,20,[<Position.POWER_FORWARD: 'POWER FORWARD'>],61,0,30,16,Team.PHILADELPHIA_76ERS,156,39,33,27,47,75
14,5,booketr01,26,3,84,10,Trevor Booker,269,9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],39,1,30,4,Team.INDIANA_PACERS,91,11,17,17,32,45
1,0,bouchch01,0,0,1,0,Chris Boucher,1,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],0,0,25,0,Team.GOLDEN_STATE_WARRIORS,0,0,1,0,0,1
194,7,bradlav01,80,74,570,61,Avery Bradley,1268,93,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],233,40,27,46,Team.DETROIT_PISTONS,601,80,40,83,19,75
9,1,bradlav01,12,1,55,2,Avery Bradley,165,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,6,27,5,Team.LOS_ANGELES_CLIPPERS,55,2,6,11,3,19
1,0,bradlto01,1,0,11,2,Tony Bradley,29,0,[<Position.CENTER: 'CENTER'>],3,0,20,0,Team.UTAH_JAZZ,8,2,9,1,4,7
43,8,breweco01,83,8,172,34,Corey Brewer,694,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],78,2,31,41,Team.LOS_ANGELES_LAKERS,198,51,54,41,23,70
67,6,breweco01,56,23,144,31,Corey Brewer,514,11,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],64,16,31,38,Team.OKLAHOMA_CITY_THUNDER,182,39,18,24,20,41
161,13,brogdma01,128,62,503,75,Malcolm Brogdon,1436,66,[<Position.POINT_GUARD: 'POINT GUARD'>],244,20,25,41,Team.MILWAUKEE_BUCKS,625,85,48,152,23,133
31,0,brookaa01,28,11,69,8,Aaron Brooks,189,11,[<Position.POINT_GUARD: 'POINT GUARD'>],28,1,33,6,Team.MINNESOTA_TIMBERWOLVES,75,11,32,20,7,10
264,17,brookdi01,233,94,772,124,Dillon Brooks,2350,124,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],340,74,22,73,Team.MEMPHIS_GRIZZLIES,898,166,82,135,49,208
32,3,brookma01,6,19,102,20,MarShon Brooks,193,16,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],51,1,29,11,Team.MEMPHIS_GRIZZLIES,141,23,7,25,8,13
1,0,brownan02,0,1,1,0,Anthony Brown,4,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],1,0,25,0,Team.MINNESOTA_TIMBERWOLVES,3,0,1,1,0,0
40,0,brownbo02,6,11,58,1,Bobby Brown,115,9,[<Position.POINT_GUARD: 'POINT GUARD'>],19,0,33,4,Team.HOUSTON_ROCKETS,50,2,20,11,0,7
306,26,brownja02,181,121,803,150,Jaylen Brown,2152,124,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],373,70,21,70,Team.BOSTON_CELTICS,1017,233,70,114,66,280
12,0,brownlo01,7,2,34,2,Lorenzo Brown,139,3,[<Position.POINT_GUARD: 'POINT GUARD'>],14,0,27,5,Team.TORONTO_RAPTORS,32,2,14,13,1,14
5,0,brownma02,6,1,7,0,Markel Brown,31,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],2,0,26,0,Team.HOUSTON_ROCKETS,5,0,4,2,1,4
91,13,brownst02,80,32,205,21,Sterling Brown,776,25,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],82,4,22,31,Team.MILWAUKEE_BUCKS,217,24,54,25,27,116
2,0,brussni01,0,0,2,0,Nicolás Brussino,10,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],0,0,24,0,Team.ATLANTA_HAWKS,0,0,4,0,0,3
10,2,bryanth01,6,1,21,5,Thomas Bryant,72,2,[<Position.CENTER: 'CENTER'>],8,0,20,1,Team.LOS_ANGELES_LAKERS,22,9,15,6,3,14
281,13,bullore01,70,125,546,39,Reggie Bullock,1732,47,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],267,52,26,47,Team.DETROIT_PISTONS,698,49,62,95,27,127
105,4,burketr01,43,38,384,37,Trey Burke,785,43,[<Position.POINT_GUARD: 'POINT GUARD'>],193,9,25,24,Team.NEW_YORK_KNICKS,461,57,36,170,13,58
142,8,burksal01,75,47,414,107,Alec Burks,1059,60,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],170,1,26,37,Team.UTAH_JAZZ,494,124,64,67,19,173
200,24,butleji01,78,70,921,363,Jimmy Butler,2164,108,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],437,59,28,116,Team.MINNESOTA_TIMBERWOLVES,1307,425,59,288,79,235
45,2,buyckdw01,39,15,198,36,Dwight Buycks,427,39,[<Position.POINT_GUARD: 'POINT GUARD'>],82,0,28,19,Team.DETROIT_PISTONS,215,41,29,59,12,29
2,0,cabocbr01,1,0,2,0,Bruno Caboclo,7,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],0,0,22,1,Team.TORONTO_RAPTORS,0,0,2,1,0,1
15,4,cabocbr01,7,3,29,5,Bruno Caboclo,100,4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],9,0,22,2,Team.SACRAMENTO_KINGS,26,6,10,3,7,14
97,2,caldejo01,81,45,185,24,José Calderón,914,41,[<Position.POINT_GUARD: 'POINT GUARD'>],93,32,36,27,Team.CLEVELAND_CAVALIERS,255,30,57,117,14,70
415,16,caldwke01,145,159,798,153,Kentavious Caldwell-Pope,2458,97,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],340,74,24,106,Team.LOS_ANGELES_LAKERS,992,194,74,162,60,327
0,0,canaais01,0,0,1,0,Isaiah Canaan,4,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],0,0,26,0,Team.HOUSTON_ROCKETS,0,0,1,0,0,1
66,1,canaais01,36,22,136,46,Isaiah Canaan,418,29,[<Position.POINT_GUARD: 'POINT GUARD'>],52,1,26,16,Team.PHOENIX_SUNS,172,51,19,76,6,38
1,137,capelca01,185,0,676,144,Clint Capela,2034,103,[<Position.CENTER: 'CENTER'>],441,74,23,58,Team.HOUSTON_ROCKETS,1026,257,74,68,241,561
391,30,carrode01,165,145,785,188,DeMarre Carroll,2180,103,[<Position.POWER_FORWARD: 'POWER FORWARD'>],325,73,31,59,Team.BROOKLYN_NETS,983,246,73,147,105,374
165,26,cartevi01,96,57,283,28,Vince Carter,1026,36,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],114,5,41,42,Team.SACRAMENTO_KINGS,313,37,58,69,18,130
59,23,cartemi01,99,14,229,73,Michael Carter-Williams,835,52,[<Position.POINT_GUARD: 'POINT GUARD'>],76,2,26,44,Team.CHARLOTTE_HORNETS,239,89,52,116,37,101
43,10,carusal01,52,13,116,21,Alex Caruso,562,42,[<Position.POINT_GUARD: 'POINT GUARD'>],50,7,23,23,Team.LOS_ANGELES_LAKERS,134,30,37,75,15,50
22,19,casspom01,71,10,207,50,Omri Casspi,740,37,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],120,7,29,18,Team.GOLDEN_STATE_WARRIORS,300,69,53,51,30,170
12,67,caulewi01,185,3,773,153,Willie Cauley-Stein,2044,109,[<Position.CENTER: 'CENTER'>],388,58,24,77,Team.SACRAMENTO_KINGS,932,247,73,172,131,379
89,4,cavanty01,61,32,152,17,Tyler Cavanaugh,518,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],67,1,23,9,Team.ATLANTA_HAWKS,183,21,39,27,45,82
191,14,chalmma01,179,53,443,118,Mario Chalmers,1421,117,[<Position.POINT_GUARD: 'POINT GUARD'>],168,10,31,79,Team.MEMPHIS_GRIZZLIES,507,138,66,197,13,144
0,27,chandty01,106,0,187,58,Tyson Chandler,1151,59,[<Position.CENTER: 'CENTER'>],121,46,35,16,Team.PHOENIX_SUNS,300,93,46,53,134,284
246,39,chandwi01,156,88,631,88,Wilson Chandler,2346,92,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],281,71,30,43,Team.DENVER_NUGGETS,738,114,74,159,102,296
190,70,chrisma01,205,56,477,96,Marquese Chriss,1527,107,[<Position.POWER_FORWARD: 'POWER FORWARD'>],202,49,20,51,Team.PHOENIX_SUNS,556,158,72,83,76,319
195,10,clarkia01,120,62,495,45,Ian Clark,1455,57,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],222,2,26,33,Team.NEW_ORLEANS_PELICANS,551,59,74,110,10,117
210,3,clarkjo01,63,68,667,105,Jordan Clarkson,1256,95,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],299,2,25,39,Team.LOS_ANGELES_LAKERS,771,132,53,173,44,115
108,3,clarkjo01,44,44,287,47,Jordan Clarkson,632,32,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],131,0,25,19,Team.CLEVELAND_CAVALIERS,353,58,28,48,13,45
15,0,clavegi01,8,6,18,2,Gian Clavell,64,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],6,0,24,2,Team.DALLAS_MAVERICKS,20,2,7,3,1,6
1,4,clevean01,11,0,14,2,Antonius Cleveland,81,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],4,0,23,6,Team.DALLAS_MAVERICKS,10,4,13,2,2,8
3,1,clevean01,12,3,7,2,Antonius Cleveland,42,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],4,0,23,1,Team.ATLANTA_HAWKS,13,2,4,0,1,3
47,80,collijo01,215,16,545,133,John Collins,1785,105,[<Position.POWER_FORWARD: 'POWER FORWARD'>],314,26,20,47,Team.ATLANTA_HAWKS,777,186,74,98,176,365
113,31,colliza01,133,35,289,27,Zach Collins,1045,58,[<Position.CENTER: 'CENTER'>],115,1,20,17,Team.PORTLAND_TRAIL_BLAZERS,292,42,66,52,45,176
17,9,colliky01,44,4,99,21,Kyle Collinsworth,480,24,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],38,2,26,17,Team.DALLAS_MAVERICKS,101,40,32,56,32,75
205,15,collida01,122,96,638,127,Darren Collison,2018,86,[<Position.POINT_GUARD: 'POINT GUARD'>],316,64,30,92,Team.INDIANA_PACERS,855,144,69,368,37,141
0,0,collini01,7,0,19,5,Nick Collison,75,7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],13,0,37,0,Team.OKLAHOMA_CITY_THUNDER,31,13,15,4,7,13
77,3,conlemi01,24,24,168,53,Mike Conley,373,18,[<Position.POINT_GUARD: 'POINT GUARD'>],64,12,30,12,Team.MEMPHIS_GRIZZLIES,205,66,12,49,0,27
210,22,connapa01,120,74,390,37,Pat Connaughton,1488,43,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],165,5,25,23,Team.PORTLAND_TRAIL_BLAZERS,441,44,82,91,36,125
104,1,cookqu01,59,46,252,22,Quinn Cook,740,32,[<Position.POINT_GUARD: 'POINT GUARD'>],122,18,24,12,Team.GOLDEN_STATE_WARRIORS,312,25,33,89,10,72
8,0,cookech01,0,1,14,1,Charles Cooke,38,1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],2,0,23,1,Team.NEW_ORLEANS_PELICANS,6,2,13,1,0,2
0,0,cooleja01,13,0,27,14,Jack Cooley,87,3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],13,0,26,1,Team.SACRAMENTO_KINGS,40,19,7,6,14,16
0,2,costema01,7,0,4,0,Matt Costello,32,1,[<Position.CENTER: 'CENTER'>],2,0,24,2,Team.SAN_ANTONIO_SPURS,4,0,4,2,1,8
294,76,couside01,183,104,864,294,DeMarcus Cousins,1737,242,[<Position.CENTER: 'CENTER'>],406,48,27,79,Team.NEW_ORLEANS_PELICANS,1210,394,48,257,105,512
550,72,covinro01,238,203,836,116,Robert Covington,2532,126,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],345,80,27,137,Team.PHILADELPHIA_76ERS,1009,136,80,156,55,378
532,35,crabbal01,168,201,827,115,Allen Crabbe,2197,78,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],337,68,25,47,Team.BROOKLYN_NETS,990,135,75,117,28,296
58,15,craigto01,63,17,137,22,Torrey Craig,629,20,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],62,5,27,12,Team.DENVER_NUGGETS,163,35,39,25,40,87
314,9,crawfja01,85,104,742,102,Jamal Crawford,1653,95,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],308,0,37,40,Team.MINNESOTA_TIMBERWOLVES,822,113,80,185,21,78
14,1,crawfjo02,7,8,27,1,Jordan Crawford,53,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],12,0,29,1,Team.NEW_ORLEANS_PELICANS,33,1,5,13,2,2
189,12,crowdja01,124,62,376,78,Jae Crowder,1346,42,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],157,47,27,41,Team.CLEVELAND_CAVALIERS,454,92,53,58,41,132
152,9,crowdja01,63,48,295,43,Jae Crowder,744,32,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],114,0,27,23,Team.UTAH_JAZZ,319,56,27,41,18,84
108,16,cunnida01,75,35,225,20,Dante Cunningham,1115,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],99,24,30,27,Team.NEW_ORLEANS_PELICANS,253,36,51,26,50,143
60,14,cunnida01,36,23,139,11,Dante Cunningham,447,17,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],65,1,30,12,Team.BROOKLYN_NETS,164,16,22,22,28,77
501,8,curryst01,114,212,864,278,Stephen Curry,1631,153,[<Position.POINT_GUARD: 'POINT GUARD'>],428,51,29,80,Team.GOLDEN_STATE_WARRIORS,1346,302,51,310,36,225
458,5,danietr01,137,183,575,56,Troy Daniels,1622,56,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],232,15,26,26,Team.PHOENIX_SUNS,703,64,79,48,12,115
162,193,davisan02,159,55,1462,495,Anthony Davis,2727,162,[<Position.POWER_FORWARD: 'POWER FORWARD'>],780,75,24,115,Team.NEW_ORLEANS_PELICANS,2110,598,75,174,187,645
0,39,davisde01,125,0,265,38,Deyonta Davis,943,32,[<Position.CENTER: 'CENTER'>],161,6,21,15,Team.MEMPHIS_GRIZZLIES,360,57,62,40,75,175
1,52,davised01,188,0,292,74,Ed Davis,1471,66,[<Position.CENTER: 'CENTER'>],170,0,28,32,Team.PORTLAND_TRAIL_BLAZERS,414,111,78,40,183,392
141,51,dedmode01,162,50,477,67,Dewayne Dedmon,1542,86,[<Position.CENTER: 'CENTER'>],250,46,28,40,Team.ATLANTA_HAWKS,617,86,62,90,100,389
60,9,dekkesa01,71,10,259,37,Sam Dekker,883,33,[<Position.POWER_FORWARD: 'POWER FORWARD'>],128,1,23,24,Team.LOS_ANGELES_CLIPPERS,303,56,73,38,44,130
124,6,delanma01,82,46,285,74,Malcolm Delaney,1014,66,[<Position.POINT_GUARD: 'POINT GUARD'>],109,3,28,35,Team.ATLANTA_HAWKS,338,92,54,163,9,91
78,0,dellama01,67,29,152,25,Matthew Dellavedova,712,49,[<Position.POINT_GUARD: 'POINT GUARD'>],55,3,27,14,Team.MILWAUKEE_BUCKS,164,27,38,145,14,50
