attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
21,74,blatcan01,211,5,630,114,Andray Blatche,1703,117,[<Position.CENTER: 'CENTER'>],297,36,22,53,Team.WASHINGTON_WIZARDS,713,162,71,118,126,252
27,7,blounma01,17,11,78,8,Mark Blount,207,14,[<Position.CENTER: 'CENTER'>],30,0,33,1,Team.MIAMI_HEAT,79,13,20,4,10,31
126,2,boganke01,61,42,175,21,Keith Bogans,787,19,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],63,15,28,23,Team.ORLANDO_MAGIC,189,24,36,31,15,96
92,2,boganke01,44,32,149,31,Keith Bogans,485,22,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],56,0,28,20,Team.MILWAUKEE_BUCKS,175,33,29,33,16,75
0,37,bogutan01,130,0,317,56,Andrew Bogut,1124,86,[<Position.CENTER: 'CENTER'>],183,33,24,23,Team.MILWAUKEE_BUCKS,422,98,36,72,117,252
268,26,bonnema01,190,118,536,17,Matt Bonner,1928,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],266,67,28,47,Team.SAN_ANTONIO_SPURS,667,23,81,82,97,289
0,48,boonejo01,106,0,214,32,Josh Boone,995,31,[<Position.CENTER: 'CENTER'>],113,7,24,22,Team.NEW_JERSEY_NETS,258,85,62,31,104,154
0,0,boothca01,0,0,0,0,Calvin Booth,1,0,[<Position.CENTER: 'CENTER'>],0,0,32,0,Team.MINNESOTA_TIMBERWOLVES,0,0,1,0,1,0
0,2,boothca01,10,0,10,6,Calvin Booth,55,1,[<Position.CENTER: 'CENTER'>],5,0,32,1,Team.SACRAMENTO_KINGS,16,8,7,0,4,6
0,7,boozeca01,132,0,512,97,Carlos Boozer,1197,79,[<Position.POWER_FORWARD: 'POWER FORWARD'>],251,37,27,39,Team.UTAH_JAZZ,599,139,37,79,111,274
49,77,boshch01,189,12,1263,504,Chris Bosh,2928,174,[<Position.CENTER: 'CENTER'>],615,77,24,67,Team.TORONTO_RAPTORS,1746,617,77,191,215,556
98,13,bowenbr01,123,42,187,14,Bruce Bowen,1506,25,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],79,10,37,36,Team.SAN_ANTONIO_SPURS,214,26,80,40,16,129
0,5,bowenry01,37,0,38,3,Ryan Bowen,219,5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,3,33,14,Team.NEW_ORLEANS_HORNETS,47,5,21,9,10,14
0,45,brandel01,78,0,365,73,Elton Brand,920,68,[<Position.POWER_FORWARD: 'POWER FORWARD'>],163,23,29,17,Team.PHILADELPHIA_76ERS,399,108,29,37,77,177
12,3,breweco01,37,5,90,14,Corey Brewer,307,13,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],37,8,22,15,Team.MINNESOTA_TIMBERWOLVES,93,19,15,25,18,31
85,30,brewero02,128,22,828,247,Ronnie Brewer,2605,110,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],421,80,23,138,Team.UTAH_JAZZ,1111,352,81,179,101,199
309,8,brookaa01,152,113,783,149,Aaron Brooks,1998,125,[<Position.POINT_GUARD: 'POINT GUARD'>],316,35,24,46,Team.HOUSTON_ROCKETS,894,172,80,238,33,124
0,0,brownan01,9,0,7,2,Andre Brown,41,5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],1,0,27,1,Team.CHARLOTTE_BOBCATS,4,2,4,1,7,5
94,1,brownbo02,74,31,247,26,Bobby Brown,675,47,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],94,1,24,15,Team.SACRAMENTO_KINGS,245,34,47,87,8,28
36,2,brownbo02,21,14,113,8,Bobby Brown,256,16,[<Position.POINT_GUARD: 'POINT GUARD'>],47,1,24,6,Team.MINNESOTA_TIMBERWOLVES,116,9,21,30,6,10
20,0,brownde03,22,6,44,1,Dee Brown,233,14,[<Position.POINT_GUARD: 'POINT GUARD'>],17,11,24,10,Team.WASHINGTON_WIZARDS,41,3,17,33,7,21
4,0,brownde03,6,1,5,2,Dee Brown,28,3,[<Position.POINT_GUARD: 'POINT GUARD'>],1,0,24,0,Team.PHOENIX_SUNS,5,2,2,3,0,1
97,5,brownde02,81,28,313,78,Devin Brown,869,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],111,5,30,32,Team.NEW_ORLEANS_HORNETS,328,100,63,54,31,88
0,24,brownkw01,138,0,169,63,Kwame Brown,999,50,[<Position.CENTER: 'CENTER'>],90,30,26,24,Team.DETROIT_PISTONS,243,122,58,32,91,199
28,5,brownsh01,33,8,123,24,Shannon Brown,341,29,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],56,0,23,18,Team.CHARLOTTE_BOBCATS,144,30,30,28,8,16
9,2,brownsh01,9,6,42,8,Shannon Brown,136,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,0,23,4,Team.LOS_ANGELES_LAKERS,58,9,18,10,3,17
336,37,bryanko01,189,118,1712,483,Kobe Bryant,2960,210,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],800,82,30,120,Team.LOS_ANGELES_LAKERS,2201,564,82,399,90,339
51,8,buckngr01,108,13,159,20,Greg Buckner,878,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],61,0,32,29,Team.MEMPHIS_GRIZZLIES,155,25,63,57,32,98
210,20,butleca01,165,65,1085,345,Caron Butler,2585,210,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],491,67,28,106,Team.WASHINGTON_WIZARDS,1392,402,67,290,118,296
359,61,butlera01,159,140,803,86,Rasual Butler,2614,59,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],348,74,29,51,Team.NEW_ORLEANS_HORNETS,922,110,82,75,49,222
0,90,bynuman01,157,0,502,152,Andrew Bynum,1446,85,[<Position.CENTER: 'CENTER'>],281,50,21,18,Team.LOS_ANGELES_LAKERS,714,215,50,71,137,261
19,2,bynumwi01,85,3,342,95,Will Bynum,803,76,[<Position.POINT_GUARD: 'POINT GUARD'>],156,1,26,34,Team.DETROIT_PISTONS,410,119,57,157,19,56
202,7,caldejo01,114,82,644,151,José Calderón,2333,143,[<Position.POINT_GUARD: 'POINT GUARD'>],320,68,27,74,Team.TORONTO_RAPTORS,873,154,68,607,16,178
4,132,cambyma01,129,1,496,132,Marcus Camby,1925,93,[<Position.CENTER: 'CENTER'>],254,55,34,51,Team.LOS_ANGELES_CLIPPERS,641,182,62,127,161,529
92,13,cardibr01,135,30,169,30,Brian Cardinal,909,48,[<Position.POWER_FORWARD: 'POWER FORWARD'>],65,4,31,37,Team.MINNESOTA_TIMBERWOLVES,190,35,64,76,39,103
226,29,carnero01,94,79,423,50,Rodney Carney,1199,43,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],176,6,24,45,Team.MINNESOTA_TIMBERWOLVES,481,66,67,26,36,90
45,5,carroma01,53,12,138,15,Matt Carroll,475,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],56,10,28,18,Team.CHARLOTTE_BOBCATS,139,19,34,24,5,50
8,1,carroma01,14,1,33,6,Matt Carroll,141,7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],9,0,28,3,Team.DALLAS_MAVERICKS,25,6,21,3,2,12
88,13,cartean01,142,21,386,57,Anthony Carter,1787,155,[<Position.POINT_GUARD: 'POINT GUARD'>],167,5,33,96,Team.DENVER_NUGGETS,412,78,78,364,40,165
392,38,cartevi01,234,151,1345,335,Vince Carter,2946,166,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],588,80,32,82,Team.NEW_JERSEY_NETS,1662,410,80,376,74,336
311,8,chalmma01,240,114,662,148,Mario Chalmers,2626,165,[<Position.POINT_GUARD: 'POINT GUARD'>],278,82,22,160,Team.MIAMI_HEAT,818,193,82,403,37,191
0,56,chandty01,144,0,283,77,Tyson Chandler,1445,70,[<Position.CENTER: 'CENTER'>],160,45,26,15,Team.NEW_ORLEANS_HORNETS,397,133,45,22,163,230
314,75,chandwi01,250,103,1054,171,Wilson Chandler,2735,139,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],455,70,21,71,Team.NEW_YORK_KNICKS,1184,215,82,170,91,354
0,0,claxtsp01,1,0,7,1,Speedy Claxton,15,0,[<Position.POINT_GUARD: 'POINT GUARD'>],2,0,30,0,Team.ATLANTA_HAWKS,5,2,2,3,0,0
0,1,collija03,35,0,35,8,Jarron Collins,201,9,[<Position.CENTER: 'CENTER'>],16,3,30,2,Team.UTAH_JAZZ,40,11,26,7,20,17
0,13,collija04,73,0,70,13,Jason Collins,422,12,[<Position.CENTER: 'CENTER'>],22,22,30,9,Team.MINNESOTA_TIMBERWOLVES,57,28,31,11,28,42
3,0,collima01,7,0,23,4,Mardy Collins,75,5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],8,0,24,2,Team.NEW_YORK_KNICKS,20,9,9,10,2,6
28,10,collima01,73,13,224,24,Mardy Collins,815,53,[<Position.POINT_GUARD: 'POINT GUARD'>],97,14,24,29,Team.LOS_ANGELES_CLIPPERS,231,37,39,101,29,70
2,50,collini01,239,0,428,98,Nick Collison,1831,73,[<Position.CENTER: 'CENTER'>],243,40,28,51,Team.OKLAHOMA_CITY_THUNDER,584,136,71,66,181,308
217,8,conlemi01,146,88,730,161,Mike Conley,2508,143,[<Position.POINT_GUARD: 'POINT GUARD'>],323,61,21,90,Team.MEMPHIS_GRIZZLIES,895,197,82,354,25,251
25,0,cookbr01,23,11,60,5,Brian Cook,146,11,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,0,28,3,Team.ORLANDO_MAGIC,62,6,21,4,6,21
5,3,cookbr01,3,2,16,0,Brian Cook,25,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],5,0,28,0,Team.HOUSTON_ROCKETS,12,0,9,1,1,4
395,10,cookda02,125,153,645,49,Daequan Cook,1833,42,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],242,4,21,39,Team.MIAMI_HEAT,686,56,75,71,19,170
77,0,crawfja01,13,35,169,35,Jamal Crawford,392,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],73,11,28,9,Team.NEW_YORK_KNICKS,216,46,11,48,2,15
317,13,crawfja01,79,107,853,265,Jamal Crawford,2087,122,[<Position.POINT_GUARD: 'POINT GUARD'>],346,54,28,48,Team.GOLDEN_STATE_WARRIORS,1064,298,54,240,21,155
4,0,crawfjo01,2,1,10,2,Joe Crawford,23,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],3,0,22,1,Team.NEW_YORK_KNICKS,9,2,2,1,1,3
1,0,crittja01,5,0,15,5,Javaris Crittenton,44,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],7,0,21,1,Team.MEMPHIS_GRIZZLIES,19,11,7,5,4,2
14,6,crittja01,96,2,270,48,Javaris Crittenton,1130,79,[<Position.POINT_GUARD: 'POINT GUARD'>],124,10,21,39,Team.WASHINGTON_WIZARDS,298,81,56,145,53,107
11,1,croshau01,4,5,30,7,Austin Croshere,77,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],12,0,33,1,Team.MILWAUKEE_BUCKS,36,11,11,6,7,17
4,0,croshau01,1,0,9,0,Austin Croshere,23,2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],2,0,33,0,Team.SAN_ANTONIO_SPURS,4,1,3,3,4,6
0,0,curryed01,5,0,2,1,Eddy Curry,12,2,[<Position.CENTER: 'CENTER'>],2,0,26,0,Team.NEW_YORK_KNICKS,5,3,3,0,0,4
2,146,dalemsa01,248,0,434,91,Samuel Dalembert,2036,117,[<Position.CENTER: 'CENTER'>],216,82,27,33,Team.PHILADELPHIA_76ERS,523,124,82,18,214,487
0,95,dampier01,191,0,280,90,Erick Dampier,1836,74,[<Position.CENTER: 'CENTER'>],182,80,33,24,Team.DALLAS_MAVERICKS,454,141,80,77,216,349
11,0,daniean01,14,5,45,25,Antonio Daniels,288,13,[<Position.POINT_GUARD: 'POINT GUARD'>],18,5,33,7,Team.WASHINGTON_WIZARDS,66,33,13,47,0,22
49,1,daniean01,41,17,191,55,Antonio Daniels,733,49,[<Position.POINT_GUARD: 'POINT GUARD'>],81,4,33,19,Team.NEW_ORLEANS_HORNETS,234,67,61,130,5,50
90,26,daniema01,120,18,689,93,Marquis Daniels,1700,94,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],311,43,28,62,Team.INDIANA_PACERS,733,129,54,114,80,168
0,3,davidje01,12,0,35,8,Jermareo Davidson,111,5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],17,0,24,2,Team.GOLDEN_STATE_WARRIORS,42,17,14,1,10,24
328,35,davisba01,193,99,959,159,Baron Davis,2248,193,[<Position.POINT_GUARD: 'POINT GUARD'>],355,60,29,108,Team.LOS_ANGELES_CLIPPERS,968,210,65,501,46,192
5,19,davisgl01,230,2,450,130,Glen Davis,1637,71,[<Position.CENTER: 'CENTER'>],199,16,23,53,Team.BOSTON_CELTICS,530,178,76,69,121,180
1,3,davispa01,44,0,98,27,Paul Davis,320,13,[<Position.POWER_FORWARD: 'POWER FORWARD'>],40,1,24,10,Team.LOS_ANGELES_CLIPPERS,107,34,27,12,28,39
111,5,davisri01,63,35,245,31,Ricky Davis,785,39,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],83,9,29,19,Team.LOS_ANGELES_CLIPPERS,232,36,36,82,9,51
20,25,denglu01,85,8,591,152,Luol Deng,1665,72,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],265,46,23,60,Team.CHICAGO_BULLS,690,191,49,94,80,215
14,9,diawbo01,39,5,141,18,Boris Diaw,538,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],80,0,26,11,Team.PHOENIX_SUNS,183,26,22,46,24,60
167,44,diawbo01,163,70,743,83,Boris Diaw,2216,178,[<Position.POWER_FORWARD: 'POWER FORWARD'>],368,59,26,50,Team.CHARLOTTE_BOBCATS,889,121,59,287,94,254
163,6,diawaya01,75,51,217,10,Yakhouba Diawara,851,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],76,21,26,13,Team.MIAMI_HEAT,213,19,63,27,26,56
118,5,dienetr01,42,46,179,12,Travis Diener,719,21,[<Position.POINT_GUARD: 'POINT GUARD'>],74,0,26,26,Team.INDIANA_PACERS,206,15,55,122,6,80
0,2,dioguik01,9,0,19,15,Ike Diogu,73,6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],6,0,25,1,Team.PORTLAND_TRAIL_BLAZERS,27,20,19,0,12,5
2,1,dioguik01,14,1,55,25,Ike Diogu,142,6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,1,25,2,Team.SACRAMENTO_KINGS,92,33,10,3,14,25
0,25,diopde01,55,0,58,12,DeSagana Diop,452,11,[<Position.CENTER: 'CENTER'>],22,0,27,12,Team.DALLAS_MAVERICKS,56,29,34,13,45,73
0,31,diopde01,73,0,113,10,DeSagana Diop,584,28,[<Position.CENTER: 'CENTER'>],52,1,27,17,Team.CHARLOTTE_BOBCATS,114,37,41,19,69,86
75,6,dixonju01,74,25,256,34,Juan Dixon,816,70,[<Position.POINT_GUARD: 'POINT GUARD'>],101,6,30,35,Team.WASHINGTON_WIZARDS,261,39,50,118,8,59
235,8,doolike01,135,99,598,127,Keyon Dooling,2074,105,[<Position.POINT_GUARD: 'POINT GUARD'>],261,18,28,71,Team.NEW_JERSEY_NETS,748,154,77,270,24,131
0,0,dorsejo01,0,0,2,0,Joey Dorsey,6,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],1,0,25,0,Team.HOUSTON_ROCKETS,2,0,3,1,0,1
37,5,doubyqu01,23,10,88,14,Quincy Douby,227,6,[<Position.POINT_GUARD: 'POINT GUARD'>],30,0,24,2,Team.SACRAMENTO_KINGS,84,15,20,13,3,22
9,0,doubyqu01,4,4,22,3,Quincy Douby,73,7,[<Position.POINT_GUARD: 'POINT GUARD'>],12,0,24,3,Team.TORONTO_RAPTORS,31,4,7,12,3,4
12,7,douglch01,34,3,176,51,Chris Douglas-Roberts,585,31,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],81,3,22,12,Team.NEW_JERSEY_NETS,216,62,44,52,14,36
54,3,dragigo01,87,20,224,50,Goran Dragić,728,73,[<Position.POINT_GUARD: 'POINT GUARD'>],88,1,22,29,Team.PHOENIX_SUNS,246,65,55,111,33,70
8,2,dudleja01,40,3,96,15,Jared Dudley,427,10,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],45,7,23,18,Team.CHARLOTTE_BOBCATS,108,24,20,19,25,34
66,6,dudleja01,65,26,189,56,Jared Dudley,728,33,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],91,0,23,39,Team.PHOENIX_SUNS,264,81,48,37,57,89
325,7,duhonch01,126,127,681,179,Chris Duhon,2906,221,[<Position.POINT_GUARD: 'POINT GUARD'>],287,78,26,72,Team.NEW_YORK_KNICKS,880,209,79,566,45,201
2,126,duncati01,173,0,1107,334,Tim Duncan,2524,165,[<Position.CENTER: 'CENTER'>],558,75,32,38,Team.SAN_ANTONIO_SPURS,1450,483,75,264,201,599
90,9,dunlemi02,36,32,232,53,Mike Dunleavy,495,38,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],93,14,28,12,Team.INDIANA_PACERS,271,65,18,44,14,54
