attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
190,3,augusdj01,64,67,294,83,D.J. Augustin,1226,68,[<Position.POINT_GUARD: 'POINT GUARD'>],103,5,25,34,Team.INDIANA_PACERS,356,99,76,170,20,71
0,13,ayongu01,83,0,125,19,Gustavo Ayón,571,38,[<Position.CENTER: 'CENTER'>],67,3,27,13,Team.ORLANDO_MAGIC,153,38,43,59,40,100
0,4,ayongu01,24,0,42,1,Gustavo Ayón,163,9,[<Position.CENTER: 'CENTER'>],25,0,27,9,Team.MILWAUKEE_BUCKS,51,12,12,12,20,39
4,12,pendeje02,44,2,126,21,Jeff Ayres,369,23,[<Position.POWER_FORWARD: 'POWER FORWARD'>],61,0,25,6,Team.INDIANA_PACERS,145,23,37,15,29,75
178,5,babbilu01,82,62,234,10,Luke Babbitt,730,22,[<Position.POWER_FORWARD: 'POWER FORWARD'>],86,0,23,14,Team.PORTLAND_TRAIL_BLAZERS,244,13,62,29,15,122
47,6,barbole01,51,18,193,31,Leandro Barbosa,513,21,[<Position.POINT_GUARD: 'POINT GUARD'>],83,2,30,17,Team.BOSTON_CELTICS,215,41,41,58,8,38
280,0,bareajo01,131,97,758,105,J.J. Barea,1713,145,[<Position.POINT_GUARD: 'POINT GUARD'>],316,2,28,32,Team.MINNESOTA_TIMBERWOLVES,834,134,74,294,34,173
123,23,bargnan01,64,38,426,65,Andrea Bargnani,1003,54,[<Position.POWER_FORWARD: 'POWER FORWARD'>],170,25,27,21,Team.TORONTO_RAPTORS,443,77,35,38,26,102
145,14,barneha02,140,52,628,144,Harrison Barnes,2058,101,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],276,81,20,52,Team.GOLDEN_STATE_WARRIORS,748,190,81,98,53,280
325,63,barnema02,233,111,675,87,Matt Barnes,2058,90,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],312,4,32,82,Team.LOS_ANGELES_CLIPPERS,822,117,80,123,111,255
0,5,barroea01,23,0,37,2,Earl Barron,122,10,[<Position.CENTER: 'CENTER'>],13,1,31,5,Team.WASHINGTON_WIZARDS,28,5,11,3,16,27
0,1,barroea01,1,0,14,1,Earl Barron,37,1,[<Position.CENTER: 'CENTER'>],5,1,31,0,Team.NEW_YORK_KNICKS,11,2,1,2,6,12
65,9,bartowi01,56,9,309,50,Will Barton,894,60,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],118,5,22,34,Team.PORTLAND_TRAIL_BLAZERS,295,65,73,58,36,109
2,64,bassbr01,188,0,589,129,Brandon Bass,2239,80,[<Position.POWER_FORWARD: 'POWER FORWARD'>],286,69,27,44,Team.BOSTON_CELTICS,701,150,81,84,129,296
316,55,battish01,149,136,362,32,Shane Battier,1786,34,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],152,20,34,41,Team.MIAMI_HEAT,472,38,72,72,37,128
444,83,batumni01,139,165,833,178,Nicolas Batum,2807,190,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],352,73,24,91,Team.PORTLAND_TRAIL_BLAZERS,1047,210,73,360,97,315
201,17,bayleje01,168,71,621,102,Jerryd Bayless,1765,120,[<Position.POINT_GUARD: 'POINT GUARD'>],260,4,24,59,Team.MEMPHIS_GRIZZLIES,693,122,80,264,22,154
1,6,baynear01,23,0,36,7,Aron Baynes,141,11,[<Position.CENTER: 'CENTER'>],18,0,26,1,Team.SAN_ANTONIO_SPURS,43,12,16,5,12,20
34,4,bazemke01,27,10,116,27,Kent Bazemore,267,18,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],43,0,23,17,Team.GOLDEN_STATE_WARRIORS,123,44,61,22,5,17
236,29,bealbr01,113,91,687,125,Bradley Beal,1745,90,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],282,46,19,50,Team.WASHINGTON_WIZARDS,780,159,56,137,43,168
144,34,beaslmi01,107,45,766,94,Michael Beasley,1554,144,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],310,20,24,31,Team.PHOENIX_SUNS,759,126,75,111,52,230
72,4,beaubro01,54,21,176,30,Rodrigue Beaubois,549,33,[<Position.POINT_GUARD: 'POINT GUARD'>],65,0,24,19,Team.DALLAS_MAVERICKS,181,38,45,84,9,48
221,6,belinma01,140,79,610,141,Marco Belinelli,1882,82,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],241,27,26,44,Team.CHICAGO_BULLS,702,168,73,148,13,127
96,21,beverpa01,83,36,189,34,Patrick Beverley,713,44,[<Position.POINT_GUARD: 'POINT GUARD'>],79,0,24,37,Team.HOUSTON_ROCKETS,228,41,41,117,45,64
0,42,biedran01,101,0,21,4,Andris Biedriņš,495,14,[<Position.CENTER: 'CENTER'>],10,9,26,15,Team.GOLDEN_STATE_WARRIORS,24,13,53,14,34,119
90,1,billuch01,25,33,132,45,Chauncey Billups,418,26,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],53,22,36,12,Team.LOS_ANGELES_CLIPPERS,184,48,22,49,2,30
0,143,biyombi01,195,0,346,74,Bismack Biyombo,2186,82,[<Position.CENTER: 'CENTER'>],156,65,20,28,Team.CHARLOTTE_BOBCATS,386,142,80,35,194,388
1,10,blairde01,112,0,271,44,DeJuan Blair,851,49,[<Position.POWER_FORWARD: 'POWER FORWARD'>],142,16,23,37,Team.SAN_ANTONIO_SPURS,328,70,61,45,66,164
171,6,blakest01,83,72,270,27,Steve Blake,1175,62,[<Position.POINT_GUARD: 'POINT GUARD'>],114,13,32,34,Team.LOS_ANGELES_LAKERS,327,35,45,173,21,111
22,54,blatcan01,163,3,676,148,Andray Blatche,1555,123,[<Position.CENTER: 'CENTER'>],346,8,26,86,Team.BROOKLYN_NETS,843,216,82,85,161,256
78,55,bledser01,112,31,568,106,Eric Bledsoe,1553,137,[<Position.POINT_GUARD: 'POINT GUARD'>],253,12,23,109,Team.LOS_ANGELES_CLIPPERS,643,134,76,233,78,147
245,4,boganke01,108,84,284,11,Keith Bogans,1408,49,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],108,23,32,28,Team.BROOKLYN_NETS,311,17,74,76,16,104
1,55,bogutan01,85,1,184,19,Andrew Bogut,786,35,[<Position.CENTER: 'CENTER'>],83,32,28,20,Team.GOLDEN_STATE_WARRIORS,186,38,32,67,68,177
120,19,bonnema01,86,53,230,11,Matt Bonner,909,16,[<Position.POWER_FORWARD: 'POWER FORWARD'>],112,4,32,17,Team.SAN_ANTONIO_SPURS,288,15,68,36,25,104
5,16,booketr01,95,0,220,40,Trevor Booker,887,31,[<Position.POWER_FORWARD: 'POWER FORWARD'>],108,14,25,32,Team.WASHINGTON_WIZARDS,256,72,48,40,98,141
2,28,boozeca01,239,0,1140,193,Carlos Boozer,2546,176,[<Position.POWER_FORWARD: 'POWER FORWARD'>],544,79,31,66,Team.CHICAGO_BULLS,1281,264,79,179,175,596
74,101,boshch01,168,21,907,241,Chris Bosh,2454,128,[<Position.CENTER: 'CENTER'>],485,74,28,66,Team.MIAMI_HEAT,1232,302,74,123,131,370
126,19,bradlav01,129,40,478,37,Avery Bradley,1435,72,[<Position.POINT_GUARD: 'POINT GUARD'>],192,50,22,64,Team.BOSTON_CELTICS,461,49,50,104,30,81
1,90,brandel01,192,0,478,66,Elton Brand,1527,57,[<Position.CENTER: 'CENTER'>],226,18,33,50,Team.DALLAS_MAVERICKS,518,93,72,70,130,300
307,23,breweco01,154,91,883,149,Corey Brewer,2003,102,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],375,2,26,118,Team.DENVER_NUGGETS,990,216,82,124,55,180
71,6,brewero02,27,22,175,16,Ronnie Brewer,711,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],64,34,27,34,Team.NEW_YORK_KNICKS,166,39,46,40,29,71
5,0,brewero02,6,1,23,0,Ronnie Brewer,142,4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],6,0,27,9,Team.OKLAHOMA_CITY_THUNDER,13,0,14,10,13,27
127,7,brookaa01,89,48,303,40,Aaron Brooks,959,63,[<Position.POINT_GUARD: 'POINT GUARD'>],139,20,28,29,Team.SACRAMENTO_KINGS,366,52,46,108,12,66
7,3,brookaa01,5,2,13,0,Aaron Brooks,38,4,[<Position.POINT_GUARD: 'POINT GUARD'>],4,0,28,1,Team.HOUSTON_ROCKETS,10,0,7,6,1,1
55,16,brookma01,93,15,335,69,MarShon Brooks,912,69,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],155,2,24,34,Team.BROOKLYN_NETS,394,94,73,76,32,72
0,10,brownkw01,37,0,37,7,Kwame Brown,269,8,[<Position.CENTER: 'CENTER'>],17,11,30,6,Team.PHILADELPHIA_76ERS,41,19,22,9,23,51
141,15,brownsh01,92,39,571,98,Shannon Brown,1402,74,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],240,22,27,59,Team.PHOENIX_SUNS,617,125,59,108,44,105
407,25,bryanko01,173,132,1595,525,Kobe Bryant,3013,287,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],738,78,34,106,Team.LOS_ANGELES_LAKERS,2133,626,78,469,66,367
81,7,budinch01,29,26,191,32,Chase Budinger,508,23,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],79,1,24,14,Team.MINNESOTA_TIMBERWOLVES,216,42,23,25,15,56
92,13,burksal01,114,33,388,92,Alec Burks,1137,74,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],163,0,21,35,Team.UTAH_JAZZ,451,129,64,92,37,108
330,11,butleca01,139,128,720,75,Caron Butler,1879,72,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],305,78,32,51,Team.LOS_ANGELES_CLIPPERS,813,90,78,78,41,182
105,31,butleji01,97,40,512,187,Jimmy Butler,2134,62,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],239,20,23,78,Team.CHICAGO_BULLS,705,233,82,115,136,192
76,5,bynumwi01,128,24,540,106,Will Bynum,1219,125,[<Position.POINT_GUARD: 'POINT GUARD'>],253,0,30,45,Team.DETROIT_PISTONS,636,131,65,231,28,69
184,6,caldejo01,58,79,398,47,José Calderón,1273,75,[<Position.POINT_GUARD: 'POINT GUARD'>],187,30,31,28,Team.TORONTO_RAPTORS,500,52,45,333,14,92
98,2,caldejo01,41,51,237,25,José Calderón,887,51,[<Position.POINT_GUARD: 'POINT GUARD'>],125,28,31,30,Team.DETROIT_PISTONS,326,28,28,185,6,64
0,14,cambyma01,28,0,53,8,Marcus Camby,250,15,[<Position.POWER_FORWARD: 'POWER FORWARD'>],17,4,38,7,Team.NEW_YORK_KNICKS,42,19,24,14,24,56
70,24,carrode01,119,20,324,75,DeMarre Carroll,1111,34,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],149,12,26,58,Team.UTAH_JAZZ,393,98,66,61,87,101
0,0,carroma01,1,0,0,0,Matt Carroll,6,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],0,0,32,0,Team.CHARLOTTE_BOBCATS,0,0,1,1,0,0
399,44,cartevi01,226,162,855,182,Vince Carter,2093,106,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],372,3,36,74,Team.DALLAS_MAVERICKS,1088,223,81,194,58,276
76,12,casspom01,45,25,160,22,Omri Casspi,503,22,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],63,1,24,25,Team.CLEVELAND_CAVALIERS,173,41,43,28,20,94
301,12,chalmma01,196,123,529,89,Mario Chalmers,2068,119,[<Position.POINT_GUARD: 'POINT GUARD'>],227,77,26,118,Team.MIAMI_HEAT,666,112,77,273,19,152
0,75,chandty01,188,0,400,179,Tyson Chandler,2164,87,[<Position.CENTER: 'CENTER'>],255,66,30,42,Team.NEW_YORK_KNICKS,689,258,66,62,269,434
126,12,chandwi01,119,52,455,88,Wilson Chandler,1079,60,[<Position.POWER_FORWARD: 'POWER FORWARD'>],210,8,25,45,Team.DENVER_NUGGETS,560,111,43,58,45,173
3,2,childjo01,3,1,21,1,Josh Childress,100,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],6,0,29,2,Team.BROOKLYN_NETS,14,2,14,5,6,9
104,44,clarkea01,102,35,386,53,Earl Clark,1363,62,[<Position.POWER_FORWARD: 'POWER FORWARD'>],170,36,25,36,Team.LOS_ANGELES_LAKERS,428,76,59,65,82,243
87,12,clavevi01,75,25,189,14,Victor Claver,812,43,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],74,16,24,26,Team.PORTLAND_TRAIL_BLAZERS,187,30,49,43,31,88
98,7,coleno01,155,35,425,52,Norris Cole,1590,104,[<Position.POINT_GUARD: 'POINT GUARD'>],179,4,24,57,Team.MIAMI_HEAT,445,80,80,164,18,112
0,6,collija04,74,0,23,21,Jason Collins,330,16,[<Position.CENTER: 'CENTER'>],8,7,34,10,Team.BOSTON_CELTICS,37,30,32,6,21,31
0,4,collija04,11,0,6,2,Jason Collins,54,2,[<Position.CENTER: 'CENTER'>],1,2,34,2,Team.WASHINGTON_WIZARDS,4,2,6,2,1,7
136,8,collida01,139,48,724,242,Darren Collison,2372,173,[<Position.POINT_GUARD: 'POINT GUARD'>],341,47,25,100,Team.DALLAS_MAVERICKS,972,275,81,415,31,188
4,30,collini01,197,0,296,60,Nick Collison,1583,69,[<Position.CENTER: 'CENTER'>],176,2,32,51,Team.OKLAHOMA_CITY_THUNDER,412,78,81,121,123,210
293,24,conlemi01,171,106,940,234,Mike Conley,2757,189,[<Position.POINT_GUARD: 'POINT GUARD'>],414,80,25,174,Team.MEMPHIS_GRIZZLIES,1168,282,80,487,43,182
3,0,conrowi01,1,0,9,1,Will Conroy,20,0,[<Position.POINT_GUARD: 'POINT GUARD'>],0,0,30,0,Team.MINNESOTA_TIMBERWOLVES,1,2,4,0,1,0
30,2,cookda02,13,11,59,2,Daequan Cook,165,6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,1,25,6,Team.HOUSTON_ROCKETS,55,3,16,10,5,13
61,5,cookda02,13,15,108,7,Daequan Cook,276,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],30,0,25,2,Team.CHICAGO_BULLS,82,9,33,9,2,41
140,12,copelch01,104,59,380,63,Chris Copeland,862,50,[<Position.POWER_FORWARD: 'POWER FORWARD'>],182,13,28,16,Team.NEW_YORK_KNICKS,486,83,56,27,34,85
22,55,couside01,269,4,1036,312,DeMarcus Cousins,2289,225,[<Position.CENTER: 'CENTER'>],482,74,22,108,Team.SACRAMENTO_KINGS,1280,423,75,199,222,524
396,13,crawfja01,71,149,1016,216,Jamal Crawford,2230,146,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],445,0,32,79,Team.LOS_ANGELES_CLIPPERS,1255,248,76,193,22,106
171,5,crawfjo02,61,59,508,87,Jordan Crawford,1127,97,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],211,12,24,27,Team.WASHINGTON_WIZARDS,568,106,43,157,31,104
75,2,crawfjo02,45,24,217,42,Jordan Crawford,582,44,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],90,2,24,12,Team.BOSTON_CELTICS,246,53,27,68,13,61
192,17,crowdja01,128,63,367,47,Jae Crowder,1353,49,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],141,16,22,63,Team.DALLAS_MAVERICKS,392,73,78,94,35,152
6,38,cunnida01,153,0,671,67,Dante Cunningham,2010,56,[<Position.POWER_FORWARD: 'POWER FORWARD'>],314,9,25,84,Team.MINNESOTA_TIMBERWOLVES,695,103,80,67,142,266
3,0,cunnija01,3,2,14,2,Jared Cunningham,26,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],6,0,21,1,Team.DALLAS_MAVERICKS,16,2,8,1,1,2
0,0,curryed01,7,0,8,1,Eddy Curry,25,3,[<Position.CENTER: 'CENTER'>],4,0,30,0,Team.DALLAS_MAVERICKS,9,4,2,0,2,2
600,12,curryst01,198,272,1388,262,Stephen Curry,2983,240,[<Position.POINT_GUARD: 'POINT GUARD'>],626,78,24,126,Team.GOLDEN_STATE_WARRIORS,1786,291,78,539,59,255
1,53,dalemsa01,90,1,253,38,Samuel Dalembert,765,51,[<Position.CENTER: 'CENTER'>],137,23,31,17,Team.MILWAUKEE_BUCKS,313,55,47,21,105,171
72,10,daniema01,77,20,351,40,Marquis Daniels,1085,45,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],132,33,32,51,Team.MILWAUKEE_BUCKS,324,54,59,65,48,102
6,112,davisan02,158,0,676,169,Anthony Davis,1846,89,[<Position.POWER_FORWARD: 'POWER FORWARD'>],349,60,19,75,Team.NEW_ORLEANS_HORNETS,867,225,64,63,165,357
0,38,davised01,111,0,339,66,Ed Davis,1087,45,[<Position.CENTER: 'CENTER'>],186,24,23,25,Team.TORONTO_RAPTORS,438,102,45,55,95,205
0,47,davised01,80,0,143,37,Ed Davis,544,18,[<Position.POWER_FORWARD: 'POWER FORWARD'>],74,4,23,13,Team.MEMPHIS_GRIZZLIES,185,65,36,8,57,103
2,21,davisgl01,88,0,478,84,Glen Davis,1064,64,[<Position.POWER_FORWARD: 'POWER FORWARD'>],214,33,27,32,Team.ORLANDO_MAGIC,512,117,34,70,55,191
40,8,dayeau01,43,21,97,15,Austin Daye,348,13,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],43,0,24,5,Team.DETROIT_PISTONS,122,18,24,21,10,53
58,14,dayeau01,39,20,111,11,Austin Daye,328,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],47,0,24,9,Team.MEMPHIS_GRIZZLIES,125,16,31,21,6,54
82,6,decolna01,87,31,241,35,Nando De Colo,920,81,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],105,6,25,41,Team.SAN_ANTONIO_SPURS,276,44,72,138,23,115
421,9,delfica01,114,158,620,48,Carlos Delfino,1689,72,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],251,5,30,68,Team.HOUSTON_ROCKETS,708,56,67,135,18,202
233,32,denglu01,105,75,1093,230,Luol Deng,2903,144,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],466,75,27,81,Team.CHICAGO_BULLS,1237,282,75,222,162,314
0,0,dentmju01,0,0,2,0,Justin Dentmon,4,0,[<Position.POINT_GUARD: 'POINT GUARD'>],0,0,27,0,Team.DALLAS_MAVERICKS,0,0,2,0,0,0
120,24,derozde01,173,34,1231,355,DeMar DeRozan,3013,151,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],548,82,23,76,Team.TORONTO_RAPTORS,1485,427,82,204,48,272
78,27,diawbo01,143,30,332,47,Boris Diaw,1709,84,[<Position.POWER_FORWARD: 'POWER FORWARD'>],179,20,30,52,Team.SAN_ANTONIO_SPURS,435,65,75,180,66,188
1,16,diopde01,19,0,27,0,DeSagana Diop,226,8,[<Position.CENTER: 'CENTER'>],8,1,31,5,Team.CHARLOTTE_BOBCATS,16,1,22,13,10,41
12,0,doolike01,8,5,21,6,Keyon Dooling,82,5,[<Position.POINT_GUARD: 'POINT GUARD'>],10,0,32,1,Team.MEMPHIS_GRIZZLIES,31,7,7,8,0,1
162,2,douglto01,103,61,352,60,Toney Douglas,913,56,[<Position.POINT_GUARD: 'POINT GUARD'>],139,0,26,40,Team.HOUSTON_ROCKETS,399,68,49,93,23,67
54,1,douglto01,42,21,114,16,Toney Douglas,376,25,[<Position.POINT_GUARD: 'POINT GUARD'>],49,0,26,31,Team.SACRAMENTO_KINGS,135,16,22,58,11,37
4,0,douglch01,4,0,14,7,Chris Douglas-Roberts,63,1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],5,0,26,2,Team.DALLAS_MAVERICKS,17,10,6,4,0,5
276,26,dragigo01,214,88,906,244,Goran Dragić,2581,212,[<Position.POINT_GUARD: 'POINT GUARD'>],401,77,26,124,Team.PHOENIX_SUNS,1134,326,77,569,60,178
2,95,drumman01,144,1,342,59,Andre Drummond,1243,57,[<Position.CENTER: 'CENTER'>],208,10,19,59,Team.DETROIT_PISTONS,476,159,60,30,169,288
271,8,dudleja01,128,106,669,129,Jared Dudley,2170,101,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],313,50,27,75,Team.PHOENIX_SUNS,861,162,79,203,79,166
91,1,duhonch01,56,33,123,6,Chris Duhon,820,40,[<Position.POINT_GUARD: 'POINT GUARD'>],47,9,30,20,Team.LOS_ANGELES_LAKERS,133,13,46,133,11,57
7,183,duncati01,117,2,976,245,Tim Duncan,2078,147,[<Position.CENTER: 'CENTER'>],490,69,36,50,Team.SAN_ANTONIO_SPURS,1227,300,69,184,124,562
299,35,dunlemi02,135,128,624,105,Mike Dunleavy,1943,90,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],276,3,32,39,Team.MILWAUKEE_BUCKS,785,128,75,145,31,260
334,105,duranke01,143,139,1433,679,Kevin Durant,3119,280,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],731,81,24,116,Team.OKLAHOMA_CITY_THUNDER,2280,750,81,374,46,594
22,1,ebankde01,23,6,73,11,Devin Ebanks,197,11,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,3,23,3,Team.LOS_ANGELES_LAKERS,65,14,19,10,10,31
97,1,ellinwa01,38,41,199,15,Wayne Ellington,676,24,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],81,4,25,16,Team.MEMPHIS_GRIZZLIES,218,16,40,42,5,47
143,2,ellinwa01,43,53,330,53,Wayne Ellington,985,33,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],145,17,25,29,Team.CLEVELAND_CAVALIERS,396,59,38,62,20,94
328,36,ellismo01,164,94,1436,289,Monta Ellis,3076,254,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],597,82,27,169,Team.MILWAUKEE_BUCKS,1577,374,82,496,45,271
50,3,engliki01,46,14,112,21,Kim English,407,19,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],42,0,24,16,Team.DETROIT_PISTONS,119,29,41,26,8,29
1,13,evansje01,30,0,44,21,Jeremy Evans,215,8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,0,25,8,Team.UTAH_JAZZ,75,33,37,11,26,32
0,13,evansre01,199,0,261,113,Reggie Evans,1967,111,[<Position.POWER_FORWARD: 'POWER FORWARD'>],125,56,32,74,Team.BROOKLYN_NETS,363,222,80,43,260,628
133,27,evansty01,133,45,765,210,Tyreke Evans,2016,128,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],366,61,23,90,Team.SACRAMENTO_KINGS,987,271,65,229,56,231
0,74,ezelife01,157,0,169,43,Festus Ezeli,1120,63,[<Position.CENTER: 'CENTER'>],74,41,23,23,Team.GOLDEN_STATE_WARRIORS,191,81,78,22,141,172
