attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
0,6,allenla01,11,0,34,6,Lavoy Allen,112,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],17,0,24,2,Team.INDIANA_PACERS,40,10,14,6,13,21
309,8,allenra02,115,116,543,105,Ray Allen*,1936,84,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],240,9,38,54,Team.MIAMI_HEAT,701,116,73,143,23,182
47,19,allento01,121,11,413,76,Tony Allen,1278,90,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],204,28,32,90,Team.MEMPHIS_GRIZZLIES,495,121,55,94,79,129
48,38,aminual01,147,13,494,91,Al-Farouq Aminu,2045,88,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],234,65,23,82,Team.NEW_ORLEANS_PELICANS,572,137,80,114,129,367
0,11,amundlo01,49,0,32,6,Lou Amundson,184,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],16,0,31,9,Team.NEW_ORLEANS_PELICANS,38,24,18,6,28,27
0,0,amundlo01,0,0,0,0,Lou Amundson,1,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],0,0,31,0,Team.CHICAGO_BULLS,0,0,1,0,0,0
12,97,anderch01,162,3,275,120,Chris Andersen,1396,53,[<Position.CENTER: 'CENTER'>],177,0,35,32,Team.MIAMI_HEAT,477,169,72,19,129,250
248,11,anderal01,147,84,485,92,Alan Anderson,1773,62,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],194,26,31,48,Team.BROOKLYN_NETS,564,118,78,81,40,135
351,28,anderja01,154,115,717,77,James Anderson,2309,106,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],309,62,24,74,Team.PHILADELPHIA_76ERS,810,106,80,149,59,241
164,7,anderry01,47,67,354,59,Ryan Anderson,795,20,[<Position.POWER_FORWARD: 'POWER FORWARD'>],155,14,25,10,Team.NEW_ORLEANS_PELICANS,436,62,22,17,66,76
118,61,antetgi01,173,41,418,138,Giannis Antetokounmpo,1897,122,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],173,23,19,60,Team.MILWAUKEE_BUCKS,525,202,77,150,78,261
415,51,anthoca01,224,167,1643,459,Carmelo Anthony,2982,198,[<Position.POWER_FORWARD: 'POWER FORWARD'>],743,77,29,95,Team.NEW_YORK_KNICKS,2112,541,77,242,145,477
0,4,anthojo01,4,0,6,2,Joel Anthony,37,1,[<Position.CENTER: 'CENTER'>],2,0,31,0,Team.MIAMI_HEAT,6,2,12,0,2,5
0,8,anthojo01,13,0,26,2,Joel Anthony,149,2,[<Position.CENTER: 'CENTER'>],10,0,31,3,Team.BOSTON_CELTICS,22,6,21,2,13,18
171,12,anticpe01,126,56,294,50,Pero Antić,925,55,[<Position.CENTER: 'CENTER'>],123,26,31,19,Team.ATLANTA_HAWKS,352,66,50,58,57,152
442,20,arizatr01,179,180,853,149,Trevor Ariza,2723,132,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],389,77,28,126,Team.WASHINGTON_WIZARDS,1107,193,77,191,99,376
0,4,armsthi01,11,0,19,7,Hilton Armstrong,97,6,[<Position.CENTER: 'CENTER'>],9,1,29,4,Team.GOLDEN_STATE_WARRIORS,25,16,15,5,19,28
64,47,arthuda01,185,24,410,53,Darrell Arthur,1161,58,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],162,1,25,39,Team.DENVER_NUGGETS,401,62,68,61,52,158
0,37,asikom01,92,0,190,78,Ömer Aşık,968,59,[<Position.CENTER: 'CENTER'>],101,19,27,14,Team.HOUSTON_ROCKETS,280,126,48,25,101,277
11,0,augusdj01,7,1,24,6,D.J. Augustin,82,9,[<Position.POINT_GUARD: 'POINT GUARD'>],7,0,26,1,Team.TORONTO_RAPTORS,21,6,10,10,0,4
321,3,augusdj01,140,132,694,195,D.J. Augustin,1857,116,[<Position.POINT_GUARD: 'POINT GUARD'>],291,9,26,52,Team.CHICAGO_BULLS,909,221,61,303,15,111
0,10,ayongu01,47,0,102,8,Gustavo Ayón,429,29,[<Position.CENTER: 'CENTER'>],52,14,28,25,Team.ATLANTA_HAWKS,112,20,26,28,42,83
0,25,pendeje02,146,0,174,38,Jeff Ayres,952,63,[<Position.POWER_FORWARD: 'POWER FORWARD'>],101,10,26,13,Team.SAN_ANTONIO_SPURS,240,55,73,60,89,169
27,0,babbch01,13,6,30,0,Chris Babb,132,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],8,0,23,6,Team.BOSTON_CELTICS,22,0,14,3,4,13
95,11,babbilu01,52,36,154,14,Luke Babbitt,473,15,[<Position.POWER_FORWARD: 'POWER FORWARD'>],60,2,24,7,Team.NEW_ORLEANS_PELICANS,170,18,27,29,18,70
25,4,barbole01,30,7,131,31,Leandro Barbosa,368,19,[<Position.POINT_GUARD: 'POINT GUARD'>],56,0,31,7,Team.PHOENIX_SUNS,150,39,20,32,5,32
231,0,bareajo01,129,73,656,79,J.J. Barea,1471,125,[<Position.POINT_GUARD: 'POINT GUARD'>],254,1,29,26,Team.MINNESOTA_TIMBERWOLVES,660,100,79,303,16,138
108,52,bargnan01,100,30,502,84,Andrea Bargnani,1257,58,[<Position.CENTER: 'CENTER'>],222,39,28,14,Team.NEW_YORK_KNICKS,558,102,42,45,69,153
190,20,barneha02,158,66,679,130,Harrison Barnes,2204,84,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],271,24,21,65,Team.GOLDEN_STATE_WARRIORS,738,181,78,116,66,245
283,28,barnema02,185,97,527,66,Matt Barnes,1735,85,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],231,40,33,56,Team.LOS_ANGELES_CLIPPERS,625,90,63,125,60,232
33,7,bartowi01,31,10,156,26,Will Barton,387,18,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],65,0,23,9,Team.PORTLAND_TRAIL_BLAZERS,166,32,41,33,16,58
6,71,bassbr01,190,2,725,205,Brandon Bass,2266,102,[<Position.POWER_FORWARD: 'POWER FORWARD'>],352,73,28,36,Team.BOSTON_CELTICS,911,239,82,87,161,309
210,39,battish01,124,73,275,15,Shane Battier,1468,21,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],105,56,35,50,Team.MIAMI_HEAT,298,23,73,63,34,104
402,57,batumni01,156,145,819,163,Nicolas Batum,2956,208,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],381,82,25,75,Team.PORTLAND_TRAIL_BLAZERS,1070,203,82,420,116,495
83,5,bayleje01,72,25,239,45,Jerryd Bayless,650,22,[<Position.POINT_GUARD: 'POINT GUARD'>],90,5,25,20,Team.MEMPHIS_GRIZZLIES,250,57,31,66,8,51
129,4,bayleje01,89,51,378,49,Jerryd Bayless,1036,60,[<Position.POINT_GUARD: 'POINT GUARD'>],158,14,25,40,Team.BOSTON_CELTICS,416,61,41,128,14,72
0,5,baynear01,77,0,163,19,Aron Baynes,491,36,[<Position.CENTER: 'CENTER'>],71,4,27,2,Team.SAN_ANTONIO_SPURS,161,21,53,34,57,88
39,6,bazemke01,42,10,97,19,Kent Bazemore,268,28,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],36,0,24,12,Team.GOLDEN_STATE_WARRIORS,101,36,44,20,5,35
89,7,bazemke01,60,33,246,47,Kent Bazemore,643,51,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],111,15,24,31,Team.LOS_ANGELES_LAKERS,302,73,23,71,5,72
343,18,bealbr01,153,138,1149,149,Bradley Beal,2530,128,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],481,73,20,71,Team.WASHINGTON_WIZARDS,1249,189,73,243,54,219
54,21,beaslmi01,93,21,355,61,Michael Beasley,831,57,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],177,2,25,23,Team.MIAMI_HEAT,436,79,55,42,31,141
293,7,belinma01,130,126,695,111,Marco Belinelli,2016,95,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],337,25,27,50,Team.SAN_ANTONIO_SPURS,911,131,80,179,18,208
53,8,bennean01,93,13,225,44,Anthony Bennett,663,47,[<Position.POWER_FORWARD: 'POWER FORWARD'>],80,0,20,21,Team.CLEVELAND_CAVALIERS,217,69,52,17,49,106
255,23,beverpa01,174,92,481,83,Patrick Beverley,1751,66,[<Position.POINT_GUARD: 'POINT GUARD'>],199,55,25,77,Team.HOUSTON_ROCKETS,573,102,56,151,72,124
0,0,biedran01,6,0,1,1,Andris Biedriņš,45,2,[<Position.CENTER: 'CENTER'>],1,0,27,0,Team.UTAH_JAZZ,3,6,6,0,2,15
48,1,billuch01,25,14,79,10,Chauncey Billups,309,25,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,7,37,8,Team.DETROIT_PISTONS,72,12,19,42,4,24
0,86,biyombi01,124,0,144,46,Bismack Biyombo,1072,40,[<Position.CENTER: 'CENTER'>],88,9,21,7,Team.CHARLOTTE_BOBCATS,222,89,77,8,105,261
2,21,blairde01,192,0,393,77,DeJuan Blair,1214,77,[<Position.POWER_FORWARD: 'POWER FORWARD'>],210,13,24,60,Team.DALLAS_MAVERICKS,497,121,78,70,139,229
131,2,blakest01,49,52,233,28,Steve Blake,891,71,[<Position.POINT_GUARD: 'POINT GUARD'>],88,27,33,34,Team.LOS_ANGELES_LAKERS,256,35,27,205,8,95
79,6,blakest01,36,27,120,5,Steve Blake,607,31,[<Position.POINT_GUARD: 'POINT GUARD'>],45,1,33,20,Team.GOLDEN_STATE_WARRIORS,122,8,28,102,5,51
54,38,blatcan01,166,15,674,164,Andray Blatche,1618,110,[<Position.POWER_FORWARD: 'POWER FORWARD'>],321,7,27,75,Team.BROOKLYN_NETS,821,221,73,112,120,270
140,14,bledser01,99,50,556,183,Eric Bledsoe,1416,143,[<Position.POINT_GUARD: 'POINT GUARD'>],265,40,24,69,Team.PHOENIX_SUNS,763,237,43,235,27,175
1,0,blueva01,1,0,4,1,Vander Blue,15,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],2,0,21,0,Team.BOSTON_CELTICS,5,5,3,1,0,3
6,0,boganke01,2,3,6,3,Keith Bogans,55,1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],3,0,33,1,Team.BOSTON_CELTICS,12,3,6,3,0,3
0,121,bogutan01,210,0,375,22,Andrew Bogut,1769,97,[<Position.CENTER: 'CENTER'>],235,67,29,47,Team.GOLDEN_STATE_WARRIORS,492,64,67,112,182,489
98,11,bonnema01,49,42,164,9,Matt Bonner,690,16,[<Position.POWER_FORWARD: 'POWER FORWARD'>],73,0,33,15,Team.SAN_ANTONIO_SPURS,197,12,61,31,16,114
2,45,booketr01,131,0,403,47,Trevor Booker,1553,58,[<Position.POWER_FORWARD: 'POWER FORWARD'>],222,45,26,41,Team.WASHINGTON_WIZARDS,491,76,72,64,149,230
2,22,boozeca01,216,0,980,148,Carlos Boozer,2141,154,[<Position.POWER_FORWARD: 'POWER FORWARD'>],447,76,32,53,Team.CHICAGO_BULLS,1042,193,76,118,137,495
218,78,boshch01,192,74,953,223,Chris Bosh,2531,125,[<Position.CENTER: 'CENTER'>],492,79,29,80,Team.MIAMI_HEAT,1281,272,79,87,98,424
200,11,bradlav01,145,79,825,90,Avery Bradley,1855,96,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],361,58,23,63,Team.BOSTON_CELTICS,891,112,60,85,48,178
2,88,brandel01,192,0,332,61,Elton Brand,1414,60,[<Position.CENTER: 'CENTER'>],179,15,34,40,Team.ATLANTA_HAWKS,419,94,73,74,97,264
211,30,breweco01,210,59,807,163,Corey Brewer,2609,105,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],388,81,27,151,Team.MINNESOTA_TIMBERWOLVES,998,227,81,135,63,144
8,1,brewero02,4,1,15,0,Ronnie Brewer,158,2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],3,3,28,6,Team.HOUSTON_ROCKETS,7,2,23,10,2,12
0,0,brewero02,0,0,0,0,Ronnie Brewer,2,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],0,0,28,0,Team.CHICAGO_BULLS,0,0,1,0,0,0
132,6,brookaa01,76,54,263,37,Aaron Brooks,716,51,[<Position.POINT_GUARD: 'POINT GUARD'>],104,0,29,25,Team.HOUSTON_ROCKETS,299,44,43,83,23,39
116,7,brookaa01,70,42,318,46,Aaron Brooks,841,66,[<Position.POINT_GUARD: 'POINT GUARD'>],129,12,29,27,Team.DENVER_NUGGETS,346,51,29,150,20,58
4,1,brookma01,5,2,24,11,MarShon Brooks,73,7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],9,0,25,1,Team.BOSTON_CELTICS,31,14,10,4,1,18
2,0,brookma01,0,0,13,3,MarShon Brooks,15,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],5,0,25,1,Team.GOLDEN_STATE_WARRIORS,13,4,7,0,1,4
19,3,brookma01,16,11,88,18,MarShon Brooks,228,17,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],43,0,25,12,Team.LOS_ANGELES_LAKERS,115,26,18,21,8,22
30,3,brownlo01,19,3,86,9,Lorenzo Brown,224,16,[<Position.POINT_GUARD: 'POINT GUARD'>],26,0,23,13,Team.PHILADELPHIA_76ERS,64,13,26,41,8,20
2,0,brownsh01,12,0,28,7,Shannon Brown,103,8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],8,1,28,1,Team.SAN_ANTONIO_SPURS,23,9,10,5,1,12
0,0,brownsh01,12,0,38,8,Shannon Brown,148,10,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],16,0,28,12,Team.NEW_YORK_KNICKS,40,12,19,4,6,9
16,1,bryanko01,9,3,73,18,Kobe Bryant,177,34,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],31,6,35,7,Team.LOS_ANGELES_LAKERS,83,21,6,38,2,24
120,2,budinch01,58,42,254,32,Chase Budinger,751,24,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],100,8,25,19,Team.MINNESOTA_TIMBERWOLVES,274,39,41,31,19,84
73,1,bullore01,26,22,121,7,Reggie Bullock,395,13,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],43,0,22,9,Team.LOS_ANGELES_CLIPPERS,115,9,43,12,11,43
336,6,burketr01,145,111,897,102,Trey Burke,2262,131,[<Position.POINT_GUARD: 'POINT GUARD'>],341,68,21,42,Team.UTAH_JAZZ,895,113,70,396,37,171
143,14,burksal01,190,50,831,279,Alec Burks,2193,149,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],380,12,22,69,Team.UTAH_JAZZ,1089,373,78,212,59,198
147,11,butleca01,64,53,354,47,Caron Butler,821,52,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],137,13,33,23,Team.MILWAUKEE_BUCKS,374,56,34,56,16,142
102,6,butleca01,56,45,186,16,Caron Butler,598,8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],76,0,33,24,Team.OKLAHOMA_CITY_THUNDER,213,19,22,26,5,66
240,36,butleji01,106,68,693,260,Jimmy Butler,2591,102,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],275,67,24,127,Team.CHICAGO_BULLS,878,338,67,175,87,243
62,9,butlera01,30,26,110,8,Rasual Butler,378,11,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],51,2,34,7,Team.INDIANA_PACERS,136,14,50,17,6,35
17,0,buyckdw01,11,5,48,8,Dwight Buycks,146,10,[<Position.POINT_GUARD: 'POINT GUARD'>],15,0,24,8,Team.TORONTO_RAPTORS,43,9,14,10,4,19
0,28,bynuman01,28,0,203,32,Andrew Bynum,480,30,[<Position.CENTER: 'CENTER'>],85,19,26,6,Team.CLEVELAND_CAVALIERS,202,42,24,27,47,79
0,1,bynuman01,3,0,22,5,Andrew Bynum,36,4,[<Position.CENTER: 'CENTER'>],9,0,26,0,Team.INDIANA_PACERS,23,7,2,2,6,13
62,7,bynumwi01,121,20,430,97,Will Bynum,1054,103,[<Position.POINT_GUARD: 'POINT GUARD'>],184,3,31,39,Team.DETROIT_PISTONS,485,121,56,216,24,75
61,8,calatni01,117,19,311,44,Nick Calathes,1173,101,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],142,7,24,66,Team.MEMPHIS_GRIZZLIES,347,72,71,207,23,114
425,11,caldejo01,136,191,748,52,José Calderón,2468,103,[<Position.POINT_GUARD: 'POINT GUARD'>],341,81,32,69,Team.DALLAS_MAVERICKS,925,63,81,377,29,163
185,12,caldwke01,145,59,460,47,Kentavious Caldwell-Pope,1583,28,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],182,41,20,75,Team.DETROIT_PISTONS,470,61,80,55,38,118
55,4,canaais01,25,18,87,21,Isaiah Canaan,252,21,[<Position.POINT_GUARD: 'POINT GUARD'>],31,0,22,8,Team.HOUSTON_ROCKETS,101,29,22,22,7,17
268,21,carrode01,188,97,642,109,DeMarre Carroll,2341,79,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],302,73,27,108,Team.ATLANTA_HAWKS,810,141,73,134,107,296
371,35,cartevi01,209,146,811,161,Vince Carter,1973,108,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],330,0,37,61,Team.DALLAS_MAVERICKS,967,196,81,212,67,217
208,43,cartemi01,213,55,1054,258,Michael Carter-Williams,2414,247,[<Position.POINT_GUARD: 'POINT GUARD'>],427,70,22,130,Team.PHILADELPHIA_76ERS,1167,367,70,441,101,336
176,14,casspom01,100,61,410,83,Omri Casspi,1283,72,[<Position.POWER_FORWARD: 'POWER FORWARD'>],173,2,25,44,Team.HOUSTON_ROCKETS,490,122,71,88,55,205
226,16,chalmma01,210,87,560,121,Mario Chalmers,2178,162,[<Position.POINT_GUARD: 'POINT GUARD'>],254,73,27,119,Team.MIAMI_HEAT,716,163,73,357,41,173
1,63,chandty01,145,0,322,98,Tyson Chandler,1662,71,[<Position.CENTER: 'CENTER'>],191,55,31,36,Team.NEW_YORK_KNICKS,480,155,55,59,159,370
351,31,chandwi01,193,122,738,110,Wilson Chandler,1927,79,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],307,55,26,46,Team.DENVER_NUGGETS,846,152,62,114,58,236
0,0,childjo01,1,0,0,0,Josh Childress,24,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],0,0,30,1,Team.NEW_ORLEANS_PELICANS,0,0,4,2,0,3
31,3,chrisdi01,19,9,62,18,Dionte Christmas,198,6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,0,27,2,Team.PHOENIX_SUNS,71,24,31,8,13,25
116,19,clarkea01,61,40,240,14,Earl Clark,698,30,[<Position.POWER_FORWARD: 'POWER FORWARD'>],90,17,26,16,Team.CLEVELAND_CAVALIERS,234,24,45,16,20,107
6,6,clarkea01,6,1,21,8,Earl Clark,70,1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],7,0,26,1,Team.NEW_YORK_KNICKS,23,10,9,2,2,14
31,2,clarkia01,24,11,67,5,Ian Clark,172,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,0,22,8,Team.UTAH_JAZZ,68,7,23,15,3,16
18,3,clavevi01,16,3,42,10,Victor Claver,184,11,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],17,0,25,3,Team.PORTLAND_TRAIL_BLAZERS,47,11,21,12,9,30
174,5,coleno01,156,60,500,53,Norris Cole,2014,127,[<Position.POINT_GUARD: 'POINT GUARD'>],207,6,25,77,Team.MIAMI_HEAT,527,68,82,248,17,143
3,1,collija04,30,0,24,3,Jason Collins,172,7,[<Position.CENTER: 'CENTER'>],11,1,35,8,Team.BROOKLYN_NETS,25,4,22,4,7,12
189,15,collida01,150,71,694,192,Darren Collison,2069,132,[<Position.POINT_GUARD: 'POINT GUARD'>],324,35,26,93,Team.LOS_ANGELES_CLIPPERS,911,224,80,297,47,141
17,28,collini01,187,4,241,66,Nick Collison,1353,71,[<Position.POWER_FORWARD: 'POWER FORWARD'>],134,0,33,30,Team.OKLAHOMA_CITY_THUNDER,338,93,81,104,116,177
291,13,conlemi01,141,105,1030,225,Mike Conley,2446,150,[<Position.POINT_GUARD: 'POINT GUARD'>],463,73,26,110,Team.MEMPHIS_GRIZZLIES,1256,276,73,441,41,172
79,7,copelch01,38,33,117,10,Chris Copeland,265,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],55,0,29,3,Team.INDIANA_PACERS,153,14,41,18,7,25
7,91,couside01,270,0,1191,432,DeMarcus Cousins,2298,251,[<Position.CENTER: 'CENTER'>],591,71,23,109,Team.SACRAMENTO_KINGS,1614,595,71,207,218,613
11,0,covinro01,3,4,14,0,Robert Covington,34,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],6,0,23,2,Team.HOUSTON_ROCKETS,16,0,7,0,2,3
14,1,crabbal01,10,6,33,3,Allen Crabbe,100,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],12,0,21,2,Team.PORTLAND_TRAIL_BLAZERS,33,4,15,6,1,8
446,12,crawfja01,120,161,1011,279,Jamal Crawford,2094,135,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],421,24,33,59,Team.LOS_ANGELES_CLIPPERS,1282,322,69,223,34,124
157,3,crawfjo02,76,50,455,110,Jordan Crawford,1198,84,[<Position.POINT_GUARD: 'POINT GUARD'>],188,35,25,34,Team.BOSTON_CELTICS,536,126,39,224,18,102
128,2,crawfjo02,44,40,333,36,Jordan Crawford,661,50,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],139,0,25,13,Team.GOLDEN_STATE_WARRIORS,354,43,42,57,10,53
151,21,crowdja01,100,50,296,46,Jae Crowder,1254,41,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],130,8,23,59,Team.DALLAS_MAVERICKS,356,61,78,60,46,148
5,58,cunnida01,146,0,509,38,Dante Cunningham,1635,42,[<Position.POWER_FORWARD: 'POWER FORWARD'>],236,7,26,62,Team.MINNESOTA_TIMBERWOLVES,510,67,81,83,112,218
1,0,cunnija01,3,0,2,0,Jared Cunningham,22,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],1,0,22,0,Team.ATLANTA_HAWKS,2,2,5,3,0,1
6,0,cunnija01,13,1,19,13,Jared Cunningham,58,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],5,0,22,3,Team.SACRAMENTO_KINGS,24,14,8,5,1,4
0,0,curryse01,0,0,0,0,Seth Curry,4,0,[<Position.POINT_GUARD: 'POINT GUARD'>],0,0,23,0,Team.MEMPHIS_GRIZZLIES,0,0,1,0,0,0
1,0,curryse01,0,1,3,0,Seth Curry,9,0,[<Position.POINT_GUARD: 'POINT GUARD'>],1,0,23,2,Team.CLEVELAND_CAVALIERS,3,0,1,0,0,1
615,14,curryst01,194,261,1383,308,Stephen Curry,2846,294,[<Position.POINT_GUARD: 'POINT GUARD'>],652,78,25,128,Team.GOLDEN_STATE_WARRIORS,1873,348,78,666,46,288
1,94,dalemsa01,210,0,377,101,Samuel Dalembert,1614,90,[<Position.CENTER: 'CENTER'>],214,68,32,41,Team.DALLAS_MAVERICKS,529,137,80,38,200,341
25,0,danietr01,6,12,31,0,Troy Daniels,75,3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],15,1,22,0,Team.HOUSTON_ROCKETS,42,0,5,5,0,4
39,1,datomlu01,20,7,97,8,Luigi Datome,238,11,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],34,0,26,6,Team.DETROIT_PISTONS,83,10,34,11,14,32
10,8,daviebr01,92,2,128,34,Brandon Davies,575,35,[<Position.POWER_FORWARD: 'POWER FORWARD'>],54,0,22,24,Team.PHILADELPHIA_76ERS,144,53,51,28,38,71
9,189,davisan02,200,2,1005,348,Anthony Davis,2358,109,[<Position.POWER_FORWARD: 'POWER FORWARD'>],522,66,20,89,Team.NEW_ORLEANS_PELICANS,1394,440,67,105,207,466
0,43,davised01,114,0,290,47,Ed Davis,956,40,[<Position.POWER_FORWARD: 'POWER FORWARD'>],155,4,24,17,Team.MEMPHIS_GRIZZLIES,357,89,63,27,92,168
10,22,davisgl01,111,4,512,77,Glen Davis,1354,59,[<Position.POWER_FORWARD: 'POWER FORWARD'>],232,43,28,46,Team.ORLANDO_MAGIC,545,114,45,70,87,195
1,7,davisgl01,48,0,81,18,Glen Davis,308,17,[<Position.POWER_FORWARD: 'POWER FORWARD'>],39,1,28,12,Team.LOS_ANGELES_CLIPPERS,96,23,23,7,21,48
8,0,dayeau01,4,0,13,2,Austin Daye,33,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],3,0,25,0,Team.TORONTO_RAPTORS,8,3,8,2,2,5
29,4,dayeau01,14,12,55,4,Austin Daye,115,5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,1,25,4,Team.SAN_ANTONIO_SPURS,58,7,14,6,3,17
31,3,decolna01,25,10,93,18,Nando De Colo,301,21,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],42,3,26,15,Team.SAN_ANTONIO_SPURS,112,22,26,32,6,39
22,3,decolna01,23,8,60,13,Nando De Colo,193,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,0,26,7,Team.TORONTO_RAPTORS,65,13,21,33,8,20
