attempted_three_point_field_goals,blocks,slug,personal_fouls,made_three_point_field_goals,attempted_field_goals,made_free_throws,name,minutes_played,turnovers,positions,made_field_goals,games_started,age,steals,team,points,attempted_free_throws,games_played,assists,offensive_rebounds,defensive_rebounds
13,6,anderda03,29,5,74,7,David Andersen,223,14,[<Position.POWER_FORWARD: 'POWER FORWARD'>],33,0,30,2,Team.NEW_ORLEANS_HORNETS,78,15,29,6,12,38
46,6,anderja01,24,18,81,14,James Anderson,286,13,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,2,21,3,Team.SAN_ANTONIO_SPURS,94,18,26,18,2,21
341,38,anderry01,137,134,525,95,Ryan Anderson,1424,49,[<Position.POWER_FORWARD: 'POWER FORWARD'>],226,14,22,30,Team.ORLANDO_MAGIC,681,117,64,52,129,226
126,31,anthoca01,134,42,967,343,Carmelo Anthony,1774,142,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],437,50,26,43,Team.DENVER_NUGGETS,1259,417,50,140,77,305
125,15,anthoca01,90,53,536,164,Carmelo Anthony,977,64,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],247,27,26,25,Team.NEW_YORK_KNICKS,711,188,27,81,41,140
0,93,anthojo01,194,0,99,47,Joel Anthony,1463,36,[<Position.CENTER: 'CENTER'>],53,11,28,10,Team.MIAMI_HEAT,153,73,75,24,104,162
145,12,arenagi01,76,47,330,56,Gilbert Arenas,726,71,[<Position.POINT_GUARD: 'POINT GUARD'>],130,14,29,30,Team.WASHINGTON_WIZARDS,363,67,21,117,6,64
182,9,arenagi01,112,50,404,64,Gilbert Arenas,1070,106,[<Position.POINT_GUARD: 'POINT GUARD'>],139,2,29,44,Team.ORLANDO_MAGIC,392,86,49,157,16,103
271,31,arizatr01,180,82,762,138,Trevor Ariza,2600,118,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],303,75,25,120,Team.NEW_ORLEANS_HORNETS,826,197,75,162,61,347
3,16,armsthi01,75,1,64,14,Hilton Armstrong,412,25,[<Position.CENTER: 'CENTER'>],31,2,26,15,Team.WASHINGTON_WIZARDS,77,23,41,10,39,75
1,5,armsthi01,9,1,12,2,Hilton Armstrong,76,3,[<Position.CENTER: 'CENTER'>],6,0,26,3,Team.ATLANTA_HAWKS,15,10,12,4,3,14
64,1,arroyca01,60,28,238,28,Carlos Arroyo,995,43,[<Position.POINT_GUARD: 'POINT GUARD'>],109,42,31,14,Team.MIAMI_HEAT,274,35,49,100,13,67
5,0,arroyca01,11,3,35,11,Carlos Arroyo,190,17,[<Position.POINT_GUARD: 'POINT GUARD'>],11,1,31,7,Team.BOSTON_CELTICS,36,12,15,25,7,16
6,63,arthuda01,228,0,624,109,Darrell Arthur,1609,88,[<Position.POWER_FORWARD: 'POWER FORWARD'>],310,9,22,52,Team.MEMPHIS_GRIZZLIES,729,134,80,53,115,227
0,56,asikom01,153,0,141,73,Ömer Aşık,989,64,[<Position.CENTER: 'CENTER'>],78,0,24,20,Team.CHICAGO_BULLS,229,145,82,32,112,194
333,3,augusdj01,152,111,958,269,D.J. Augustin,2757,155,[<Position.POINT_GUARD: 'POINT GUARD'>],399,82,23,54,Team.CHARLOTTE_BOBCATS,1178,297,82,498,38,187
16,2,babbilu01,15,3,55,3,Luke Babbitt,137,8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],15,0,21,2,Team.PORTLAND_TRAIL_BLAZERS,36,9,24,6,6,24
0,2,balkmre01,11,0,9,3,Renaldo Balkman,44,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],5,0,26,3,Team.DENVER_NUGGETS,13,4,5,2,1,3
2,0,balkmre01,4,1,4,0,Renaldo Balkman,18,1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],1,0,26,1,Team.NEW_YORK_KNICKS,3,0,3,0,1,2
0,0,banksma01,4,0,2,6,Marcus Banks,22,2,[<Position.POINT_GUARD: 'POINT GUARD'>],0,0,29,1,Team.TORONTO_RAPTORS,6,8,3,3,0,1
213,6,barbole01,112,72,653,109,Leandro Barbosa,1395,84,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],294,0,28,50,Team.TORONTO_RAPTORS,769,137,58,119,14,85
189,1,bareajo01,136,66,649,133,J.J. Barea,1669,136,[<Position.POINT_GUARD: 'POINT GUARD'>],285,2,26,30,Team.DALLAS_MAVERICKS,769,157,81,317,29,130
223,46,bargnan01,160,77,1173,287,Andrea Bargnani,2353,152,[<Position.CENTER: 'CENTER'>],525,66,25,34,Team.TORONTO_RAPTORS,1414,350,66,119,74,269
107,22,barnema02,127,34,279,60,Matt Barnes,1020,58,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],131,0,30,39,Team.LOS_ANGELES_LAKERS,356,77,53,71,73,155
0,4,barroea01,32,0,51,12,Earl Barron,183,11,[<Position.CENTER: 'CENTER'>],12,6,29,6,Team.PHOENIX_SUNS,36,20,12,4,16,24
0,2,barroea01,10,0,37,2,Earl Barron,85,2,[<Position.CENTER: 'CENTER'>],17,0,29,2,Team.MILWAUKEE_BUCKS,36,2,7,4,12,10
0,0,barroea01,4,0,11,1,Earl Barron,37,3,[<Position.CENTER: 'CENTER'>],3,1,29,0,Team.PORTLAND_TRAIL_BLAZERS,7,2,2,3,4,10
2,52,bassbr01,159,0,645,190,Brandon Bass,1980,97,[<Position.POWER_FORWARD: 'POWER FORWARD'>],332,51,25,27,Team.ORLANDO_MAGIC,854,233,76,57,134,290
3,15,battito01,59,2,96,8,Tony Battie,377,12,[<Position.CENTER: 'CENTER'>],45,0,34,5,Team.PHILADELPHIA_76ERS,100,14,38,12,17,82
225,71,battish01,127,88,408,49,Shane Battier,1818,63,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],186,59,32,53,Team.HOUSTON_ROCKETS,509,76,59,153,58,223
42,10,battish01,31,14,101,15,Shane Battier,557,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],43,0,32,16,Team.MEMPHIS_GRIZZLIES,115,17,23,32,32,60
342,49,batumni01,194,118,807,138,Nicolas Batum,2522,83,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],367,67,22,68,Team.PORTLAND_TRAIL_BLAZERS,990,164,80,123,109,252
14,1,bayleje01,16,3,49,13,Jerryd Bayless,149,17,[<Position.POINT_GUARD: 'POINT GUARD'>],17,0,22,2,Team.NEW_ORLEANS_HORNETS,50,17,11,28,2,13
132,4,bayleje01,133,46,468,153,Jerryd Bayless,1347,110,[<Position.POINT_GUARD: 'POINT GUARD'>],201,14,22,36,Team.TORONTO_RAPTORS,601,189,60,238,24,126
164,52,beaslmi01,222,60,1246,219,Michael Beasley,2361,195,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],561,73,22,54,Team.MINNESOTA_TIMBERWOLVES,1401,291,73,158,118,291
83,8,beaubro01,76,25,223,23,Rodrigue Beaubois,496,47,[<Position.POINT_GUARD: 'POINT GUARD'>],94,26,22,20,Team.DALLAS_MAVERICKS,236,30,28,64,7,45
324,6,belinma01,146,134,691,98,Marco Belinelli,1957,77,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],302,69,24,38,Team.NEW_ORLEANS_HORNETS,836,125,80,92,17,134
21,1,bellch01,13,6,43,2,Charlie Bell,171,6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],12,0,31,6,Team.GOLDEN_STATE_WARRIORS,32,4,19,13,6,12
193,14,bellra01,169,68,467,91,Raja Bell,2097,63,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],191,63,34,56,Team.UTAH_JAZZ,541,102,68,118,31,145
256,6,bibbymi01,125,113,441,29,Mike Bibby,1674,68,[<Position.POINT_GUARD: 'POINT GUARD'>],192,56,32,38,Team.ATLANTA_HAWKS,526,46,56,202,15,128
4,0,bibbymi01,3,0,9,0,Mike Bibby,29,1,[<Position.POINT_GUARD: 'POINT GUARD'>],1,0,32,1,Team.WASHINGTON_WIZARDS,2,0,2,8,0,3
88,3,bibbymi01,47,40,126,10,Mike Bibby,582,32,[<Position.POINT_GUARD: 'POINT GUARD'>],55,12,32,11,Team.MIAMI_HEAT,160,16,22,55,2,47
0,52,biedran01,198,0,266,10,Andris Biedriņš,1397,57,[<Position.CENTER: 'CENTER'>],142,55,24,52,Team.GOLDEN_STATE_WARRIORS,294,31,59,60,145,281
238,12,billuch01,94,105,536,265,Chauncey Billups,1646,129,[<Position.POINT_GUARD: 'POINT GUARD'>],235,51,34,52,Team.DENVER_NUGGETS,840,287,51,271,12,113
125,2,billuch01,52,41,258,119,Chauncey Billups,664,48,[<Position.POINT_GUARD: 'POINT GUARD'>],104,21,34,19,Team.NEW_YORK_KNICKS,368,132,21,116,13,52
2,42,blairde01,213,0,583,90,DeJuan Blair,1734,113,[<Position.POWER_FORWARD: 'POWER FORWARD'>],292,65,21,95,Team.SAN_ANTONIO_SPURS,674,137,81,77,215,350
193,3,blakest01,99,73,306,26,Steve Blake,1581,73,[<Position.POINT_GUARD: 'POINT GUARD'>],110,0,30,40,Team.LOS_ANGELES_LAKERS,319,30,79,170,19,137
18,51,blatcan01,182,4,957,220,Andray Blatche,2172,172,[<Position.POWER_FORWARD: 'POWER FORWARD'>],426,63,24,98,Team.WASHINGTON_WIZARDS,1076,283,64,144,183,343
116,26,bledser01,130,32,486,99,Eric Bledsoe,1841,194,[<Position.POINT_GUARD: 'POINT GUARD'>],206,25,21,92,Team.LOS_ANGELES_CLIPPERS,543,133,81,289,68,155
237,9,boganke01,113,90,307,21,Keith Bogans,1461,41,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],124,82,30,38,Team.CHICAGO_BULLS,359,32,82,101,19,129
4,168,bogutan01,217,0,742,96,Andrew Bogut,2297,125,[<Position.CENTER: 'CENTER'>],367,65,26,47,Team.MILWAUKEE_BUCKS,830,217,65,131,199,521
230,21,bonnema01,110,105,371,32,Matt Bonner,1432,27,[<Position.POWER_FORWARD: 'POWER FORWARD'>],172,1,30,26,Team.SAN_ANTONIO_SPURS,481,43,66,60,60,179
1,42,booketr01,115,0,253,68,Trevor Booker,1063,38,[<Position.POWER_FORWARD: 'POWER FORWARD'>],139,14,23,29,Team.WASHINGTON_WIZARDS,346,101,65,35,98,153
0,18,boozeca01,186,0,845,171,Carlos Boozer,1882,149,[<Position.CENTER: 'CENTER'>],431,59,29,45,Team.CHICAGO_BULLS,1033,244,59,145,130,435
25,49,boshch01,172,6,1056,384,Chris Bosh,2795,138,[<Position.POWER_FORWARD: 'POWER FORWARD'>],524,77,26,59,Team.MIAMI_HEAT,1438,471,77,144,141,500
71,3,boykiea01,43,27,352,69,Earl Boykins,862,52,[<Position.POINT_GUARD: 'POINT GUARD'>],156,0,34,38,Team.MILWAUKEE_BUCKS,408,82,57,141,15,40
5,0,brackcr01,3,0,16,0,Craig Brackins,33,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],4,0,23,1,Team.PHILADELPHIA_76ERS,8,0,3,1,2,2
5,0,bradlav01,20,0,67,6,Avery Bradley,162,16,[<Position.POINT_GUARD: 'POINT GUARD'>],23,0,20,9,Team.BOSTON_CELTICS,52,12,31,12,4,13
1,106,brandel01,244,0,981,213,Elton Brand,2809,101,[<Position.POWER_FORWARD: 'POWER FORWARD'>],502,81,31,92,Team.PHILADELPHIA_76ERS,1217,273,81,120,237,439
99,14,breweco01,134,26,437,121,Corey Brewer,1362,77,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],168,22,24,89,Team.MINNESOTA_TIMBERWOLVES,483,171,56,77,45,107
13,2,breweco01,25,4,51,15,Corey Brewer,148,10,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,2,24,11,Team.DALLAS_MAVERICKS,69,21,13,12,12,11
27,22,brewero02,82,6,427,87,Ronnie Brewer,1781,55,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],205,1,25,106,Team.CHICAGO_BULLS,503,133,81,140,55,207
0,3,brockjo01,119,0,94,40,Jon Brockman,677,24,[<Position.CENTER: 'CENTER'>],48,6,23,14,Team.MILWAUKEE_BUCKS,136,59,63,18,74,110
169,2,brookaa01,69,48,387,78,Aaron Brooks,811,55,[<Position.POINT_GUARD: 'POINT GUARD'>],134,7,26,21,Team.HOUSTON_ROCKETS,394,83,34,129,11,40
67,1,brookaa01,46,22,200,46,Aaron Brooks,473,44,[<Position.POINT_GUARD: 'POINT GUARD'>],86,5,26,13,Team.PHOENIX_SUNS,240,57,25,104,9,18
6,8,brownde04,48,2,113,25,Derrick Brown,488,28,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],62,1,23,16,Team.CHARLOTTE_BOBCATS,151,47,41,29,32,52
4,2,brownde04,11,3,18,7,Derrick Brown,88,7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],12,0,23,4,Team.NEW_YORK_KNICKS,34,13,8,4,9,6
0,39,brownkw01,174,0,375,136,Kwame Brown,1714,69,[<Position.CENTER: 'CENTER'>],194,50,28,26,Team.CHARLOTTE_BOBCATS,524,231,66,43,147,303
212,16,brownsh01,124,74,643,92,Shannon Brown,1568,75,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],273,0,25,67,Team.LOS_ANGELES_LAKERS,712,101,82,96,35,122
356,12,bryanko01,172,115,1639,483,Kobe Bryant,2779,243,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],740,82,32,99,Team.LOS_ANGELES_LAKERS,2078,583,82,388,83,336
274,18,budinch01,114,89,656,118,Chase Budinger,1738,67,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],279,22,22,41,Team.HOUSTON_ROCKETS,765,138,78,127,52,229
65,8,butleca01,59,28,378,68,Caron Butler,867,49,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],170,29,30,28,Team.DALLAS_MAVERICKS,436,88,29,46,22,96
129,15,butlera01,34,42,226,18,Rasual Butler,744,22,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],73,2,31,8,Team.LOS_ANGELES_CLIPPERS,206,27,41,27,10,66
7,0,butlera01,3,4,11,0,Rasual Butler,26,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],6,0,31,0,Team.CHICAGO_BULLS,16,0,6,0,0,1
0,106,bynuman01,140,0,413,138,Andrew Bynum,1500,74,[<Position.CENTER: 'CENTER'>],237,47,23,19,Team.LOS_ANGELES_LAKERS,612,209,54,73,170,338
50,4,bynumwi01,113,16,406,102,Will Bynum,1125,83,[<Position.POINT_GUARD: 'POINT GUARD'>],182,5,28,52,Team.DETROIT_PISTONS,482,122,61,195,15,59
156,7,caldejo01,143,57,596,88,José Calderón,2102,148,[<Position.POINT_GUARD: 'POINT GUARD'>],262,55,29,81,Team.TORONTO_RAPTORS,669,103,68,605,30,172
1,92,cambyma01,140,0,294,43,Marcus Camby,1540,62,[<Position.CENTER: 'CENTER'>],117,51,36,40,Team.PORTLAND_TRAIL_BLAZERS,277,70,59,121,182,424
0,10,caracde01,47,0,66,17,Derrick Caracter,215,19,[<Position.CENTER: 'CENTER'>],32,0,22,4,Team.LOS_ANGELES_LAKERS,81,23,41,7,19,24
87,7,cardibr01,82,42,100,17,Brian Cardinal,618,17,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],43,4,33,24,Team.DALLAS_MAVERICKS,145,18,56,40,10,49
37,5,carnero01,33,17,107,18,Rodney Carney,331,16,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],45,1,26,11,Team.GOLDEN_STATE_WARRIORS,125,27,25,11,12,35
1,0,carnero01,0,0,3,0,Rodney Carney,5,0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],1,0,26,1,Team.MEMPHIS_GRIZZLIES,2,0,2,0,1,0
0,1,carrode01,5,0,9,2,DeMarre Carroll,39,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],4,0,24,1,Team.MEMPHIS_GRIZZLIES,10,2,7,2,2,6
0,0,carrode01,0,0,3,0,DeMarre Carroll,11,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],0,0,24,0,Team.HOUSTON_ROCKETS,0,0,5,2,0,0
46,6,carroma01,43,17,199,40,Matt Carroll,582,23,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],89,1,30,17,Team.CHARLOTTE_BOBCATS,235,52,54,23,12,56
12,1,cartean01,19,4,30,2,Anthony Carter,153,14,[<Position.POINT_GUARD: 'POINT GUARD'>],10,0,35,9,Team.DENVER_NUGGETS,26,2,14,26,0,12
28,5,cartean01,30,8,76,6,Anthony Carter,310,25,[<Position.POINT_GUARD: 'POINT GUARD'>],35,0,35,18,Team.NEW_YORK_KNICKS,84,6,19,43,7,32
78,3,cartevi01,70,27,266,56,Vince Carter,664,36,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],125,22,34,20,Team.ORLANDO_MAGIC,333,75,22,64,11,79
243,17,cartevi01,123,89,625,72,Vince Carter,1387,54,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],264,41,34,47,Team.PHOENIX_SUNS,689,98,51,82,43,142
247,13,casspom01,115,92,546,68,Omri Casspi,1702,68,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],225,27,22,54,Team.SACRAMENTO_KINGS,610,101,71,74,74,233
231,7,chalmma01,158,83,388,54,Mario Chalmers,1579,91,[<Position.POINT_GUARD: 'POINT GUARD'>],155,28,24,76,Team.MIAMI_HEAT,447,62,70,177,12,134
0,80,chandty01,240,0,407,216,Tyson Chandler,2059,88,[<Position.CENTER: 'CENTER'>],266,74,28,36,Team.DALLAS_MAVERICKS,748,295,74,32,206,486
245,70,chandwi01,152,86,712,96,Wilson Chandler,1759,67,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],328,30,23,34,Team.NEW_YORK_KNICKS,838,119,51,86,62,241
75,24,chandwi01,47,26,241,34,Wilson Chandler,642,37,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],101,19,23,14,Team.DENVER_NUGGETS,262,42,21,34,13,92
16,23,childjo01,68,1,214,29,Josh Childress,894,44,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],121,3,27,33,Team.PHOENIX_SUNS,272,59,54,42,69,86
0,3,clarkea01,6,0,31,5,Earl Clark,72,2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],12,0,23,1,Team.PHOENIX_SUNS,29,10,9,4,4,13
5,15,clarkea01,39,0,127,22,Earl Clark,392,26,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],56,0,23,7,Team.ORLANDO_MAGIC,134,37,33,5,33,51
0,1,collija03,24,0,15,7,Jarron Collins,157,5,[<Position.CENTER: 'CENTER'>],5,0,32,4,Team.LOS_ANGELES_CLIPPERS,17,10,23,1,7,10
0,0,collija03,5,0,6,0,Jarron Collins,24,2,[<Position.CENTER: 'CENTER'>],1,0,32,0,Team.PORTLAND_TRAIL_BLAZERS,2,0,5,1,7,0
1,9,collija04,97,1,71,27,Jason Collins,593,26,[<Position.CENTER: 'CENTER'>],34,28,32,9,Team.ATLANTA_HAWKS,96,41,49,22,30,72
10,0,collish01,2,2,25,1,Sherron Collins,66,4,[<Position.POINT_GUARD: 'POINT GUARD'>],7,0,23,2,Team.CHARLOTTE_BOBCATS,17,1,20,8,0,5
124,14,collida01,109,41,870,202,Darren Collison,2360,194,[<Position.POINT_GUARD: 'POINT GUARD'>],398,79,23,87,Team.INDIANA_PACERS,1039,232,79,403,40,185
0,31,collini01,210,0,242,55,Nick Collison,1524,55,[<Position.CENTER: 'CENTER'>],137,2,30,42,Team.OKLAHOMA_CITY_THUNDER,329,73,71,69,119,197
217,18,conlemi01,182,80,953,181,Mike Conley,2872,176,[<Position.POINT_GUARD: 'POINT GUARD'>],423,81,23,144,Team.MEMPHIS_GRIZZLIES,1107,247,81,528,32,215
79,11,cookbr01,75,34,170,15,Brian Cook,447,25,[<Position.POWER_FORWARD: 'POWER FORWARD'>],72,0,30,12,Team.LOS_ANGELES_CLIPPERS,193,24,40,15,19,77
154,1,cookda02,51,65,181,16,Daequan Cook,598,17,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],79,0,23,14,Team.OKLAHOMA_CITY_THUNDER,239,20,43,20,8,64
0,1,cousima01,1,0,3,0,Marcus Cousin,18,1,[<Position.CENTER: 'CENTER'>],2,0,24,0,Team.UTAH_JAZZ,4,0,4,0,0,3
18,68,couside01,332,3,1004,276,DeMarcus Cousins,2309,268,[<Position.CENTER: 'CENTER'>],432,62,20,85,Team.SACRAMENTO_KINGS,1143,402,81,204,217,482
349,14,crawfja01,97,119,874,222,Jamal Crawford,2297,145,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],368,0,30,57,Team.ATLANTA_HAWKS,1077,260,76,241,22,108
27,0,crawfjo02,13,9,77,4,Jordan Crawford,160,15,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,0,22,3,Team.ATLANTA_HAWKS,67,6,16,15,9,19
101,3,crawfjo02,50,24,423,69,Jordan Crawford,867,68,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],165,18,22,36,Team.WASHINGTON_WIZARDS,423,78,26,102,22,55
4,32,cunnida01,139,0,291,32,Dante Cunningham,1108,33,[<Position.POWER_FORWARD: 'POWER FORWARD'>],126,9,23,39,Team.PORTLAND_TRAIL_BLAZERS,284,45,56,30,73,116
9,11,cunnida01,38,1,181,13,Dante Cunningham,529,18,[<Position.POWER_FORWARD: 'POWER FORWARD'>],92,9,23,15,Team.CHARLOTTE_BOBCATS,198,17,22,13,23,65
342,20,curryst01,233,151,1053,212,Stephen Curry,2489,226,[<Position.POINT_GUARD: 'POINT GUARD'>],505,74,22,109,Team.GOLDEN_STATE_WARRIORS,1373,227,74,432,52,234
2,116,dalemsa01,225,0,567,108,Samuel Dalembert,1938,132,[<Position.CENTER: 'CENTER'>],268,46,29,36,Team.SACRAMENTO_KINGS,644,148,80,67,212,445
1,47,dampier01,82,0,89,24,Erick Dampier,815,32,[<Position.CENTER: 'CENTER'>],52,22,35,14,Team.MIAMI_HEAT,128,44,51,22,53,124
2,0,daniean01,0,0,5,2,Antonio Daniels,35,1,[<Position.POINT_GUARD: 'POINT GUARD'>],2,0,35,0,Team.PHILADELPHIA_76ERS,6,2,4,2,0,5
21,22,daniema01,63,4,232,39,Marquis Daniels,938,38,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],114,0,30,39,Team.BOSTON_CELTICS,271,57,49,64,24,89
152,22,davisba01,114,45,515,79,Baron Davis,1269,107,[<Position.POINT_GUARD: 'POINT GUARD'>],214,35,31,62,Team.LOS_ANGELES_CLIPPERS,552,104,43,299,29,91
87,6,davisba01,29,36,178,22,Baron Davis,380,39,[<Position.POINT_GUARD: 'POINT GUARD'>],75,9,31,16,Team.CLEVELAND_CAVALIERS,208,27,15,92,6,30
0,67,davised01,183,0,373,71,Ed Davis,1602,48,[<Position.POWER_FORWARD: 'POWER FORWARD'>],215,17,21,39,Team.TORONTO_RAPTORS,501,128,65,40,168,294
15,30,davisgl01,231,2,801,195,Glen Davis,2298,85,[<Position.CENTER: 'CENTER'>],359,13,25,78,Team.BOSTON_CELTICS,915,265,78,92,101,324
172,39,dayeau01,165,69,471,82,Austin Daye,1446,59,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],193,16,22,39,Team.DETROIT_PISTONS,537,108,72,78,64,210
284,8,delfica01,72,105,513,60,Carlos Delfino,1590,57,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],200,40,28,76,Team.MILWAUKEE_BUCKS,565,75,49,112,24,176
333,48,denglu01,162,115,1155,253,Luol Deng,3208,156,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],531,82,25,78,Team.CHICAGO_BULLS,1430,336,82,230,116,360
52,31,derozde01,217,5,1154,327,DeMar DeRozan,2851,144,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],539,82,21,85,Team.TORONTO_RAPTORS,1410,402,82,148,75,240
226,46,diawbo01,190,78,774,84,Boris Diaw,2778,166,[<Position.POWER_FORWARD: 'POWER FORWARD'>],381,82,28,74,Team.CHARLOTTE_BOBCATS,924,123,82,337,105,309
0,3,dioguik01,72,0,148,41,Ike Diogu,470,22,[<Position.POWER_FORWARD: 'POWER FORWARD'>],83,0,27,3,Team.LOS_ANGELES_CLIPPERS,207,62,36,2,41,74
0,15,diopde01,26,0,24,4,DeSagana Diop,181,11,[<Position.CENTER: 'CENTER'>],8,0,29,4,Team.CHARLOTTE_BOBCATS,20,11,16,7,12,28
